,track,artist,spotify_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
54,L.A.LOVE (la la) [feat. YG],"['Fergie', 'YG']",5h2nC1QYVpK0AJra70Ja3p,0.509,0.482,7.0,-6.965,1.0,0.176,0.0186,0.0,0.238,0.301,101.042,211512.0,4.0
55,About The Money,T.I. Featuring Young Thug,,,,,,,,,,,,,,
56,Sun Daze,['Florida Georgia Line'],0El2Zyt68nYySFDG87hZgM,0.476,0.952,4.0,-3.783,1.0,0.041,0.0981,2.91e-06,0.438,0.849,170.062,184707.0,4.0
57,"Mary, Did You Know?",['Pentatonix'],4z8sz6E4YyFuEkv5o7IJni,0.497,0.312,11.0,-9.088,0.0,0.0269,0.302,0.0,0.0968,0.177,105.036,203373.0,4.0
58,Perfect Storm,['Brad Paisley'],14UE0L5fL5TL0ohEiAv56X,0.53,0.753,0.0,-5.551,1.0,0.0346,0.365,4.19e-05,0.269,0.38,123.979,234840.0,4.0
59,I Bet My Life,['Imagine Dragons'],15DrrIod12Tc2IoMaHiwlQ,0.553,0.657,1.0,-8.219,1.0,0.0405,0.335,0.000648,0.228,0.555,107.889,192707.0,4.0
60,I See You,['Luke Bryan'],3Z3D2hnbZnveVhTuOifJyt,0.657,0.821,6.0,-3.388,1.0,0.0352,0.0838,0.0,0.0457,0.714,130.002,185987.0,4.0
61,Bed Of Lies,Nicki Minaj Featuring Skylar Grey,,,,,,,,,,,,,,
62,Lost Without U,Chris Jamison & Adam Levine,,,,,,,,,,,,,,
63,I Lived,['OneRepublic'],7D49Iig0avHre9RFSUMkd2,0.599,0.854,9.0,-5.429,1.0,0.0436,0.0746,0.0,0.278,0.311,119.986,234547.0,4.0
64,Masterpiece,['Jessie J'],4PYiIgzcp4o5pEYji1xY9q,0.661,0.733,0.0,-2.7,0.0,0.0434,0.0153,0.0,0.0982,0.612,143.932,220653.0,4.0
65,Lonely Tonight,Blake Shelton Featuring Ashley Monroe,,,,,,,,,,,,,,
66,Til It's Gone,['Kenny Chesney'],1Lh8n5owE0h0hgqWfqtvuD,0.499,0.822,4.0,-7.122,1.0,0.049,0.00544,0.000197,0.272,0.499,86.481,250533.0,4.0
67,Dangerous,David Guetta Featuring Sam Martin,,,,,,,,,,,,,,
68,Prayer In C,Lillywood & Robin Schulz,,,,,,,,,,,,,,
69,Steal My Girl,['One Direction'],2Bs4jQEGMycglOfWPBqrVG,0.536,0.768,10.0,-5.948,0.0,0.0347,0.00433,0.0,0.114,0.545,77.217,228133.0,4.0
70,Close Your Eyes,['Parmalee'],3Bdqlr7jQLNhITAgcBGQBG,0.551,0.863,11.0,-3.506,1.0,0.0322,0.0158,0.0,0.0843,0.817,143.952,214933.0,4.0
71,Drinking Class,['Lee Brice'],4QAXLB2Hkx3n7LbOFxD34h,0.663,0.53,1.0,-9.763,1.0,0.0301,0.0886,0.0,0.154,0.269,109.003,207347.0,4.0
72,Just Gettin' Started,['Jason Aldean'],1WtdhlaiUoDTrVNSwaya0L,0.507,0.805,9.0,-4.611,0.0,0.0867,0.396,1.16e-06,0.106,0.513,167.983,195480.0,4.0
73,Lonely Soldier,['Damien Rice'],3WQOUr3vHqCHVheQir1xWj,0.729,0.23,0.0,-9.882,1.0,0.0311,0.808,0.0,0.113,0.261,116.399,223640.0,3.0
74,Sledgehammer,['Fifth Harmony'],4rUTAkOU7OkVGeQuyQCHhF,0.671,0.777,2.0,-4.322,1.0,0.046,0.0057,0.0011,0.0783,0.289,99.98,230907.0,4.0
75,Make Me Wanna,['Thomas Rhett'],69DR48pXzSabFUfQfDDJDb,0.545,0.818,9.0,-6.38,1.0,0.0541,0.0369,0.0,0.101,0.679,109.019,225067.0,3.0
76,G.D.F.R.,Flo Rida Featuring Sage The Gemini & Lookas,,,,,,,,,,,,,,
77,God Made Girls,['RaeLynn'],24tygl4LPQcQgeBe7qzY3n,0.488,0.917,3.0,-2.939,1.0,0.0291,0.0897,3.25e-06,0.135,0.772,156.053,215013.0,4.0
78,She Knows,Ne-Yo Featuring Juicy J,,,,,,,,,,,,,,
79,Somewhere In My Car,['Keith Urban'],3MFV4DgrAOXz6KURPQxRj9,0.588,0.861,10.0,-5.531,1.0,0.0395,0.00546,1.38e-05,0.0797,0.525,118.008,195973.0,4.0
80,Often,['The Weeknd'],4PhsKqMdgMEUSstTDAmMpg,0.572,0.631,7.0,-9.836,0.0,0.0476,0.222,0.0,0.135,0.0713,134.078,249040.0,4.0
81,Mean to Me,['Brett Eldredge'],5FVuERsYqtKKAaWe62NBnv,0.647,0.586,0.0,-6.883,1.0,0.0313,0.115,1.69e-06,0.121,0.165,87.994,228907.0,4.0
82,Lost Stars,Matt McAndrew & Adam Levine,,,,,,,,,,,,,,
83,Girl In A Country Song,['Maddie & Tae'],1GRiBe0kNCNYpjwCHIyynI,0.59,0.908,8.0,-3.789,1.0,0.084,0.285,0.0,0.36,0.874,160.028,217840.0,4.0
84,Try,['Colbie Caillat'],6buXDkw3Gv4fQC1OZKUhnR,0.603,0.376,1.0,-9.77,1.0,0.0288,0.807,0.0,0.108,0.538,139.995,224573.0,4.0
85,Shut Up and Dance,['WALK THE MOON'],4kbj5MwxO1bq9wjT5g9HaA,0.578,0.866,1.0,-3.804,1.0,0.0619,0.00701,0.0,0.257,0.619,128.038,199080.0,4.0
86,Time Of Our Lives,Pitbull & Ne-Yo,,,,,,,,,,,,,,
87,Get On Your Knees,Nicki Minaj Featuring Ariana Grande,,,,,,,,,,,,,,
88,***Flawless,Beyonce Featuring Nicki Minaj Or Chimamanda Ngozi Adichie,,,,,,,,,,,,,,
89,Apparently,['J. Cole'],1HNs07uZxZniPNmniw2GTa,0.8,0.543,5.0,-9.236,1.0,0.0911,0.564,0.0,0.116,0.534,133.98,293040.0,4.0
90,Like a Cowboy,['Randy Houser'],2eQQ7YHhROyqSPiMrTOuum,0.511,0.687,1.0,-4.328,1.0,0.0326,0.254,2.49e-06,0.108,0.172,139.995,262133.0,4.0
91,Body Language,Kid Ink Featuring Usher & Tinashe,,,,,,,,,,,,,,
92,No Love,"['August Alsina', 'Nicki Minaj']",7ewfvLrlI0VNht4vEnoTMh,0.462,0.615,0.0,-7.982,0.0,0.153,0.00543,0.0,0.856,0.344,130.967,276080.0,4.0
93,Break the Rules,['Charli XCX'],0A5qqtFMG1qrNQEcjvr1A2,0.676,0.926,0.0,-2.244,0.0,0.0425,0.0305,0.000658,0.0771,0.818,124.019,203908.0,4.0
94,Lonely Eyes,['Chris Young'],2j79NtwxoWDmkiH4MGwdLq,0.657,0.674,1.0,-5.273,1.0,0.0319,0.0326,1.88e-05,0.0947,0.336,106.005,217413.0,4.0
95,Fireball,Pitbull Featuring John Ryan,,,,,,,,,,,,,,
96,Homegrown Honey,['Darius Rucker'],15WoYaFanAymIZuebfxvOt,0.657,0.911,1.0,-5.072,1.0,0.0496,0.122,0.0,0.0479,0.871,87.978,204893.0,4.0
97,Wet Dreamz,['J. Cole'],6Ius4TC0L3cN74HT7ENE6e,0.517,0.705,6.0,-8.205,0.0,0.364,0.0751,0.0,0.128,0.584,175.906,239320.0,4.0
98,Yellow Flicker Beat,['Lorde'],0Nf53RDPZEjFrQE4B5n6Vf,0.585,0.61,1.0,-8.388,1.0,0.0353,0.103,0.000314,0.113,0.0597,94.969,232507.0,4.0
99,In Your Arms,['Nico & Vinz'],0LH5xRQz5D36FpIkYUFv2e,0.431,0.81,7.0,-6.051,1.0,0.0958,0.299,0.0,0.249,0.674,110.118,205800.0,4.0
100,Loyal (feat. Lil Wayne & Tyga),"['Chris Brown', 'Lil Wayne', 'Tyga']",5BrTUo0xP1wKXLJWUaGFtk,0.841,0.522,10.0,-5.963,0.0,0.049,0.0168,1.37e-06,0.188,0.616,99.059,264947.0,4.0
101,New Flame (feat. Usher & Rick Ross),"['Chris Brown', 'Usher', 'Rick Ross']",3fBbfrWZUuWWrMQXFISr7N,0.702,0.629,1.0,-4.292,1.0,0.041,0.0506,0.0,0.0963,0.446,141.967,244227.0,4.0
102,Sugar,['Maroon 5'],2iuZJX9X9P0GKaE93xcPjk,0.748,0.788,1.0,-7.055,1.0,0.0334,0.0591,0.0,0.0863,0.884,120.076,235493.0,4.0
103,"Once Upon a Dream - From ""Maleficent"" / Pop Version",['Lana Del Rey'],3liiZRlJxa8GeLUgWMoIeu,0.289,0.274,5.0,-16.574,1.0,0.0353,0.659,0.0166,0.109,0.167,119.997,203080.0,3.0
104,Work Song,['Hozier'],5TgEJ62DOzBpGxZ7WRsrqb,0.531,0.363,10.0,-7.672,1.0,0.0608,0.749,0.0,0.112,0.259,121.412,229720.0,4.0
105,American Kids,['Kenny Chesney'],1dgWTMoHwTUnQhOQ8SR5fV,0.782,0.589,0.0,-7.37,1.0,0.0803,0.0476,5.84e-06,0.0366,0.849,85.022,182960.0,4.0
106,Static Gravity,['Chrome'],1Pk1Bde8NZXROgnehsXnve,0.708,0.729,0.0,-9.972,1.0,0.247,0.0853,0.332,0.24,0.661,74.415,201960.0,4.0
107,I Mean It (feat. Remo),"['G-Eazy', 'Remo']",6jmTHeoWvBaSrwWttr8Xvu,0.712,0.562,10.0,-6.008,1.0,0.129,0.125,0.0,0.136,0.142,140.0,236480.0,4.0
108,Heavenly Father,['Isaiah Rashad'],0qLt7pQhm8LDxFgI0YXdlY,0.608,0.676,1.0,-7.56,1.0,0.248,0.212,0.0,0.347,0.57,80.939,260632.0,4.0
109,Tourner Dans Le Vide,['Indila'],1MqzIgGsHP4cNjPboevsfq,0.594,0.698,6.0,-8.645,0.0,0.0428,0.103,0.0,0.173,0.376,119.991,246093.0,4.0
110,Quiero Que Sepas (feat. MC Magic),"['C-Kan', 'MC Magic']",1DUOeXT3SWhmJ05jYihXL7,0.619,0.713,0.0,-4.006,1.0,0.036,0.0844,0.0,0.173,0.497,165.812,218075.0,4.0
111,Bad Blood,['Taylor Swift'],273dCMFseLcVsoSWx59IoE,0.652,0.802,7.0,-6.114,1.0,0.181,0.0871,6.45e-06,0.148,0.295,170.157,211933.0,4.0
112,Xanax and Patron,"['Berner', 'B-Real', 'Demrick']",6nEx6Or7mScLf7BaZ5WfV9,0.532,0.808,6.0,-4.52,0.0,0.18,0.115,1.54e-05,0.596,0.416,169.203,208500.0,3.0
113,Resist and Bite,['Sabaton'],3k6iqqVUBSBFXP8WLuoiCv,0.519,0.953,11.0,-4.974,0.0,0.0863,0.00156,1.49e-06,0.0844,0.152,126.972,207160.0,4.0
114,Dancin (feat. Luvli) - Krono Remix,"['Aaron Smith', 'Krono', 'Luvli']",6WkJ2OK163XXS2oARUC9JM,0.72,0.741,10.0,-6.529,0.0,0.0287,0.101,1.41e-05,0.289,0.357,119.896,198053.0,4.0
115,Hasta Que Salga El Sol,['Banda Los Recoditos'],5jezNmDvHt6ecvWeMfwW0v,0.854,0.667,5.0,-3.876,1.0,0.0627,0.543,0.0,0.0974,0.973,119.993,143400.0,1.0
116,Give Me Back My Hometown,['Eric Church'],3MykNWa65IP2VN1Qa6B9yK,0.621,0.676,1.0,-7.808,1.0,0.0303,0.506,0.0675,0.0825,0.482,104.008,252493.0,4.0
117,In the Zone,['Ken Ashcorp'],4gkOmH2PvSsJsVXf0FtG31,0.348,0.883,8.0,-5.166,1.0,0.0574,1.48e-05,0.0,0.184,0.357,149.98,300800.0,4.0
118,Dark Light,['Night Lovell'],7Cye3UbCA6UNuDykdCf3AB,0.625,0.45,9.0,-9.985,1.0,0.0311,0.0776,0.000217,0.117,0.0362,92.974,206472.0,3.0
119,Coffee,['Sylvan Esso'],30GGIrrJdSNtecPiFcVP5O,0.455,0.456,0.0,-8.182,1.0,0.17,0.326,0.0014,0.0958,0.187,100.01,268213.0,4.0
120,Corcovado (Quiet Nights Of Quiet Stars) - Single Version,"['Stan Getz', 'João Gilberto', 'Astrud Gilberto', 'Antônio Carlos Jobim']",5nU7dvOfzYs9QVVL7YVNPE,0.531,0.198,9.0,-15.811,0.0,0.039,0.952,0.00267,0.119,0.437,128.038,139987.0,4.0
121,Hold Back The River,['James Bay'],7tmtOEDxPN7CWaQWBsG1DY,0.715,0.715,5.0,-7.364,1.0,0.0904,0.0526,0.0,0.0936,0.506,134.923,238747.0,4.0
122,"Shell Shocked (feat. Kill The Noise & Madsonik) - From ""Teenage Mutant Ninja Turtles""","['Juicy J', 'Wiz Khalifa', 'Ty Dolla $ign', 'Kill The Noise', 'Madsonik']",7zBQRGpYImAdIZc97FNj3V,0.596,0.815,6.0,-5.668,0.0,0.0755,0.0111,0.0,0.174,0.459,165.015,206567.0,4.0
123,I Don't Mind (feat. Juicy J),"['Usher', 'Juicy J']",7aXuop4Qambx5Oi3ynsKQr,0.87,0.464,4.0,-8.337,1.0,0.178,0.205,0.0,0.0902,0.457,112.974,251989.0,4.0
124,XO,['Beyoncé'],40xhyfAPDoMtv494MfPevP,0.47,0.792,0.0,-8.932,1.0,0.26,0.171,1.28e-06,0.313,0.214,170.085,215947.0,4.0
125,Only,"['Nicki Minaj', 'Drake', 'Lil Wayne', 'Chris Brown']",4MRT0dDbhqFKl67WzhUbSw,0.573,0.495,8.0,-7.245,0.0,0.592,0.405,0.0,0.0969,0.255,179.196,312027.0,3.0
126,Por Lo Que Reste de Vida,['Thalia'],7qDkY9Y9v9eFV53AalBcSd,0.623,0.752,4.0,-3.818,1.0,0.0371,0.362,0.0,0.125,0.369,129.884,218320.0,4.0
127,Bap U,['Party Favor'],4Ijr3J0lnLCGZvpXBiqCjU,0.668,0.953,8.0,-1.784,0.0,0.0386,0.0193,0.000118,0.0834,0.254,100.001,168207.0,4.0
128,Love Runs Out,['OneRepublic'],5BJSZocnCeSNeYMj3iVqM7,0.719,0.935,7.0,-3.752,1.0,0.0589,0.167,0.0,0.0973,0.738,120.022,224227.0,4.0
129,Family and Genus,['Shakey Graves'],5lJ1NMNz6ymwdaL9aejm8e,0.738,0.478,10.0,-12.328,1.0,0.0507,0.499,0.41,0.43,0.369,112.981,319840.0,4.0
130,Billie Jean,['The Civil Wars'],4YKhIH7BhFErLoV9dgHupm,0.58,0.203,9.0,-8.524,0.0,0.0676,0.829,0.0,0.108,0.534,128.942,260053.0,4.0
131,Cherry Wine - Live,['Hozier'],1C042FLYy7rP3MfnkOcnha,0.415,0.11,1.0,-14.901,1.0,0.0388,0.951,0.00236,0.0962,0.234,81.876,240147.0,4.0
132,I'm Not The Only One,['Sam Smith'],7795WJLVKJoAyVoOtCWqXN,0.677,0.485,5.0,-5.795,1.0,0.0361,0.529,2.04e-05,0.0766,0.493,82.001,239317.0,4.0
133,One Last Time,['Ariana Grande'],7xoUc6faLbCqZO6fQEYprd,0.628,0.593,8.0,-5.036,1.0,0.0323,0.093,1.65e-06,0.096,0.104,125.026,197267.0,4.0
134,Under The Pressure,['The War On Drugs'],5j58jhAFzAy0keSuQYsQBn,0.324,0.71,6.0,-6.545,1.0,0.0297,0.309,0.173,0.132,0.195,134.385,532307.0,4.0
135,Venice Venture,['Big Wild'],4IBwgoDpNG2p7EouVtFw0E,0.744,0.756,9.0,-7.72,1.0,0.13,0.0954,0.698,0.893,0.364,160.981,220865.0,4.0
136,Blue Dream,['Jhené Aiko'],4Y8MG7qcAMk7JB7Eebpcvu,0.586,0.404,9.0,-11.94,0.0,0.0494,0.506,0.165,0.0821,0.369,133.901,217027.0,4.0
137,Paranoid (feat. B.o.B),"['Ty Dolla $ign', 'B.o.B']",0Yp3wCUpjrG7NWWPDpmQXm,0.858,0.398,1.0,-11.306,1.0,0.0598,0.00888,0.0,0.112,0.258,97.476,216520.0,4.0
138,"We All Country (feat. Colt Ford, Sarah Ross & Charlie Farley)","['Moonshine Bandits', 'Colt Ford', 'Sarah Ross', 'Charlie Farley']",2SGjJdLuSIvyVB5eXAJXm7,0.721,0.944,8.0,-5.982,1.0,0.159,0.013,0.0,0.32,0.626,85.002,262760.0,4.0
139,Boom Clap,['Charli XCX'],0Y1MWB026LYxGvhq4EcMiC,0.659,0.911,4.0,-2.28,1.0,0.0786,0.154,0.000304,0.191,0.576,91.999,169866.0,4.0
140,We Are One (Ole Ola) [The Official 2014 FIFA World Cup Song] (feat. Jennifer Lopez & Claudia Leitte),"['Pitbull', 'Jennifer Lopez', 'Claudia Leitte']",1PCvKFPWnTXAe2oaReVUcr,0.592,0.935,6.0,-4.317,0.0,0.0581,0.00879,0.0154,0.132,0.567,125.013,222520.0,4.0
141,Going Gets Tough,['The Growlers'],0dEhydwCE5Og4PLKyjfqMR,0.501,0.769,8.0,-6.257,1.0,0.0326,0.225,0.0,0.109,0.737,162.047,208613.0,4.0
142,Ignition - Remix,['R. Kelly'],3zSCNTXI7Ed0PiidZVmzIe,0.778,0.549,1.0,-6.144,1.0,0.0473,0.0549,0.0,0.0724,0.802,133.041,186040.0,4.0
143,Te Metiste,['Ariel Camacho y Los Plebes Del Rancho'],4KrXsgZHi1yLZLB1Wlgcbt,0.713,0.44,7.0,-4.714,1.0,0.0391,0.658,2.24e-05,0.0791,0.809,152.031,209121.0,3.0
144,La Bruta (Una Mula Resulto),['Ariel Camacho y Los Plebes Del Rancho'],75Gx0GpA7IQhZDiphHc60q,0.771,0.509,11.0,-4.749,1.0,0.0418,0.717,5.13e-05,0.0942,0.884,155.061,182212.0,3.0
145,"Or Nah (feat. The Weeknd, Wiz Khalifa & DJ Mustard) - Remix","['Ty Dolla $ign', 'The Weeknd', 'Wiz Khalifa', 'Mustard']",7t2bFihaDvhIrd2gn2CWJO,0.805,0.33,1.0,-8.712,0.0,0.1,0.22,0.0,0.105,0.211,121.97,242983.0,4.0
146,Ragga Bomb (feat. Ragga Twins) - Skrillex & Zomboy Remix,"['Skrillex', 'Ragga Twins', 'Zomboy']",2vtwoWBK8wOq9o3grruoJw,0.471,0.962,7.0,-2.611,0.0,0.289,0.0337,0.00177,0.158,0.304,99.991,230396.0,4.0
147,Seasons (Waiting on You),['Future Islands'],522YBf6WqBwJVAe7oHLymu,0.498,0.721,10.0,-5.232,1.0,0.0282,0.136,0.699,0.0933,0.589,140.022,226440.0,4.0
148,Break Up In A Small Town,['Sam Hunt'],7aftSOGSOpSoIlVAQVBb71,0.579,0.776,8.0,-5.365,1.0,0.173,0.0749,0.0,0.239,0.434,136.044,229880.0,4.0
149,Jenny,['NOTHING MORE'],1qhcO9Akt1mP0Y54OSTX9w,0.525,0.914,11.0,-7.967,0.0,0.164,0.00107,1.51e-05,0.545,0.199,105.955,236600.0,4.0
150,Counting Stars,['OneRepublic'],6sy3LkhNFjJWlaeSMNwQ62,0.664,0.705,1.0,-4.972,0.0,0.0382,0.0654,0.0,0.115,0.477,122.017,257840.0,4.0
151,In Between,['Beartooth'],03jdl5GTBhKsgB1Yw8mVPh,0.462,0.972,7.0,-2.642,0.0,0.138,0.00285,0.0,0.666,0.449,128.092,213576.0,4.0
