,billboard_track,spotify_track,billboard_artist,spotify_artist,spotify_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
132,,Wild Flower,,['The Cult'],75tCX7RI0eqD99yHMS8h4w,0.532,0.699,4.0,-9.496,1.0,0.0618,0.00674,0.000269,0.0925,0.837,135.425,217467.0,4.0
133,,Ziricote,,['Coyote Oldman'],3y1oPeqkIaF23ZtrpecX9g,0.189,0.0414,4.0,-24.963,0.0,0.0437,0.996,0.955,0.0892,0.279,70.913,195773.0,4.0
134,,In the Chapel In the Moonlight,,['Celtic Frost'],36FEMH3bHhuX52UuGtDCiP,0.3,0.81,11.0,-9.406,1.0,0.0572,0.000786,0.0113,0.225,0.64,168.208,124440.0,3.0
135,,I Have a Little Tricycle 3 X,,['Skip Count Kid'],6eT4VK5TzglsxOxysBd0Et,0.831,0.388,0.0,-8.787,1.0,0.0455,0.111,0.0,0.397,0.841,161.458,151838.0,4.0
136,,David Was a Shepherd 6 X,,['Skip Kid Count'],1c48vvSMXkWCDK0fVqGTep,0.933,0.318,5.0,-8.709,1.0,0.09,0.26,0.0,0.103,0.451,137.744,165892.0,4.0
137,,Parallel Tracks,,['Mr. Mrs. Accident'],09o4M2TXmUr2QD5BNHKh7k,0.412,0.481,9.0,-17.016,1.0,0.071,0.74,0.577,0.31,0.536,141.47,204383.0,4.0
138,,"Jonah, Jonah, Jonah 8 X",,['Skip Kid Count'],6OcKcXX91ZUCmVmHbzt8rI,0.866,0.515,0.0,-5.448,1.0,0.116,0.841,0.0,0.329,0.858,113.357,191675.0,4.0
139,,Rhythm Is Gonna Get You,,"['Gloria Estefan', 'Miami Sound Machine']",5KvIQUPOrWc4M3tWyH3x1i,0.779,0.759,4.0,-12.799,0.0,0.0387,0.236,0.046,0.132,0.838,124.983,234973.0,4.0
140,,Ta Koritsia Xenychtane,,['Alexia (GR)'],5MLOrpfin614ZpP1L5SlnZ,0.793,0.561,9.0,-10.554,1.0,0.0295,0.322,1.92e-05,0.0959,0.931,94.317,286160.0,4.0
141,,Just like Heaven - 2006 Remaster,,['The Cure'],1KSkVwl54ghzE1jSbsVNBr,0.442,0.935,9.0,-6.903,1.0,0.0424,0.0524,0.000307,0.188,0.514,151.448,212013.0,4.0
142,,Rocket Queen,,"[""Guns N' Roses""]",0xaNdYwK8ZF3cHSjraQGC0,0.446,0.978,5.0,-5.275,0.0,0.0443,0.0303,0.161,0.0376,0.4,111.797,373267.0,4.0
143,,Love And Affection,,['Def Leppard'],7zm4upLq0DrZlTHD2ELmQ6,0.572,0.956,2.0,-4.899,1.0,0.0286,0.00444,0.0331,0.28,0.798,104.034,276911.0,4.0
144,,The Center of My Joy,,['Richard Smallwood'],01uA4LkBFfp2xEeIojihtC,0.483,0.361,3.0,-9.537,1.0,0.0264,0.539,0.0,0.28,0.232,92.058,317747.0,4.0
145,,Lovin' You,,"[""The O'Jays""]",01teVPgKyIFdbqo65UahOX,0.623,0.409,7.0,-10.802,1.0,0.0357,0.611,2.54e-06,0.2,0.613,74.75,318253.0,4.0
146,,David & Goliath 4 X,,['Skip Kid Count'],17qt6RT43vSEaDiRkpLVV1,0.947,0.646,2.0,-6.727,1.0,0.0487,0.532,0.0,0.069,0.973,100.553,112158.0,4.0
147,,Wort zum Sonntag,,['Die Toten Hosen'],57VbnuunZy46rYsYQG6rES,0.253,0.921,0.0,-4.937,1.0,0.0525,0.00351,1.67e-06,0.719,0.213,146.688,257120.0,4.0
148,,Pour Some Sugar On Me - Remastered 2017,,['Def Leppard'],0PdM2a6oIjqepoEfcJo0RO,0.267,0.953,1.0,-4.899,0.0,0.096,0.00211,0.0,0.283,0.568,84.989,267307.0,4.0
149,,History Will Teach Us Nothing,,['Sting'],0boM8CpCyBFZMcbJDreZ9T,0.627,0.469,4.0,-16.23,0.0,0.0776,0.0702,0.000533,0.111,0.553,176.603,299333.0,4.0
150,,Ghetto Man,,['Marvin Sease'],20VSzRqyzeBZNuOiQEifBj,0.5,0.438,10.0,-11.644,1.0,0.0638,0.482,0.0,0.0996,0.551,177.442,384107.0,3.0
151,,Should've Known Better,,"['Richard Marx', 'David Cole']",5j1zOOvkxxe4uZZ2Jgl8r4,0.548,0.704,8.0,-13.061,1.0,0.0402,0.0751,0.00051,0.0463,0.682,169.119,250240.0,4.0
152,,Miss Na Miss Kita,,['Father & Sons'],1TtrMAPwHFTDksxjuriZ59,0.4,0.594,0.0,-7.778,1.0,0.0317,0.22,0.0,0.0909,0.406,144.617,256027.0,4.0
153,,I Won't Dance (The Elders' Orient),,['Celtic Frost'],59k4GzQRutVHOLWHnGFU0M,0.454,0.915,9.0,-10.572,0.0,0.0617,5.61e-05,8.93e-05,0.0785,0.41,108.892,272867.0,4.0
154,,No Es Tan Fácil Perdonar,,['Bronco'],7GYKB0FVfi2KELS64nW3ZT,0.469,0.46,2.0,-13.938,1.0,0.0279,0.115,0.0,0.388,0.778,79.502,206440.0,4.0
155,,Love Bites,,['Def Leppard'],4qWizh4UB8BuSypZ3T1zAz,0.59,0.743,0.0,-7.078,0.0,0.0347,0.067,0.00093,0.0847,0.412,129.79,346960.0,4.0
156,,I Don't Want to Live Without You,,['Foreigner'],19aYH2zhbnTNx4plfenrIk,0.431,0.522,11.0,-8.625,1.0,0.0295,0.436,1.91e-05,0.109,0.233,199.786,237693.0,4.0
157,,I Just Can't Stop Loving You (feat. Siedah Garrett) - 2012 Remaster,,"['Michael Jackson', 'Siedah Garrett']",2fytePz8UsbUr8n33QBEcm,0.657,0.467,5.0,-8.925,1.0,0.0341,0.667,1.92e-06,0.0295,0.276,100.139,251760.0,4.0
158,,"Mozart: Requiem in D Minor, K. 626: VII. Confutatis",,"['Wolfgang Amadeus Mozart', 'Riccardo Muti', 'Stockholm Chamber Choir', 'Swedish Radio Choir', 'Berliner Philharmoniker']",05z4A36Gg4L4a9f1IY1U5P,0.221,0.0357,5.0,-20.823,1.0,0.045,0.99,0.952,0.0948,0.0371,118.189,151200.0,4.0
159,,Live And Let Die - Main Title,,"['Paul McCartney', 'Wings']",5Go7a9wnApTQm2nYqKBdm0,0.419,0.36,7.0,-15.375,1.0,0.058,0.234,0.000432,0.207,0.232,153.974,190933.0,5.0
160,,Love Overboard,,['Gladys Knight & The Pips'],2dykYf0mZG217bYkiREKEh,0.811,0.658,3.0,-11.787,0.0,0.0497,0.144,0.000394,0.0468,0.947,108.266,326733.0,4.0
161,,Eighteen Wheels And A Dozen Roses,,['Kathy Mattea'],6EGRx5TVuHAsmy3JKb8SRC,0.647,0.6,8.0,-13.625,1.0,0.0261,0.0684,0.000112,0.0738,0.961,139.274,203400.0,4.0
162,,I Get Weak,,['Belinda Carlisle'],2B1ylFlO2nBGJdPNb9vMnn,0.583,0.732,10.0,-10.134,1.0,0.0288,0.357,1.03e-06,0.101,0.369,103.38,292293.0,4.0
163,,Za Sve Ove Godine,,['Crvena Jabuka'],63LkEw7Nfsn2SR6KPm6Nse,0.659,0.517,4.0,-6.986,0.0,0.0311,0.578,0.0,0.327,0.39,129.986,226173.0,4.0
164,,Make It Last Forever (with Jacci McGhee),,"['Keith Sweat', 'Jacci McGhee']",7vVIj8Tm1wCawjvwVZdeLD,0.494,0.511,4.0,-12.054,0.0,0.0825,0.0325,0.0,0.641,0.506,168.255,296400.0,4.0
165,,Me And My Friends,,['Red Hot Chili Peppers'],3eiIQPGp6biDu91bKgAEzg,0.58,0.996,2.0,-2.291,1.0,0.127,0.0193,6.87e-06,0.268,0.202,100.46,189133.0,4.0
166,,It's The End Of The World As We Know It (And I Feel Fine),,['R.E.M.'],2oSpQ7QtIKTNFfA08Cy0ku,0.381,0.894,7.0,-8.638,1.0,0.037,0.0258,0.0,0.0251,0.797,205.528,246933.0,4.0
167,,Hey Jack Kerouac,,"['10,000 Maniacs']",3jJDFiNmHsU18FxvklXwIK,0.616,0.511,6.0,-15.894,1.0,0.0279,0.0384,0.0,0.15,0.604,132.015,206413.0,4.0
168,,He Stopped Loving Her Today,,['George Jones'],6qMgx8ys4MNNxypaIvbG0i,0.43,0.173,8.0,-18.597,1.0,0.0321,0.594,0.000111,0.224,0.365,72.103,195333.0,4.0
169,,Just Good Friends - 2012 Remaster,,['Michael Jackson'],75Rv9SkGILm24kmhAYvjZg,0.859,0.934,11.0,-3.08,0.0,0.107,0.577,1.56e-05,0.627,0.762,118.888,246133.0,4.0
170,,All My Ex's Live In Texas,,['George Strait'],7k1Xm1wy00hCKJDYJL5p1n,0.764,0.333,9.0,-15.921,1.0,0.0308,0.217,1.02e-05,0.11,0.738,130.541,200827.0,4.0
171,,Night And Day,,"['Art Tatum', 'Roy Eldridge', 'John Simmons', 'Alvin Stoller']",4kutk0onBpr8xcwfXItJDJ,0.575,0.119,3.0,-18.47,1.0,0.0954,0.923,0.00796,0.17,0.452,96.91,367600.0,4.0
172,,Heaven Knows I'm Miserable Now - 2011 Remaster,,['The Smiths'],1H5N26VqHR4JhuaRKY2I0u,0.609,0.759,6.0,-4.862,1.0,0.0276,0.028,0.0,0.183,0.774,114.045,215760.0,4.0
173,,Good Good Things,,['Descendents'],7HHle8A6urSZT4RxkDQIiz,0.317,0.7,0.0,-11.784,1.0,0.0367,0.0929,3.2e-06,0.109,0.519,175.646,142333.0,4.0
174,,Didn't We Almost Have It All,,['Whitney Houston'],19wadMw1A8XejDV4p5wMt1,0.54,0.49,10.0,-10.151,1.0,0.027,0.414,0.000896,0.142,0.336,130.992,305067.0,4.0
175,,El Careto Y El Comando,,['Los Invasores De Nuevo León'],0HuP5xLv151vNqT7e7AH9O,0.753,0.565,10.0,-11.009,1.0,0.132,0.108,0.0,0.0866,0.961,100.524,182440.0,4.0
176,,I Still Haven't Found What I'm Looking For - Remastered 2007,,['U2'],3MRQ3CSjoiV1HFil8ykM9M,0.565,0.764,1.0,-9.43,1.0,0.0351,0.0139,0.00488,0.079,0.686,100.891,277480.0,4.0
177,,Zamba,,['Bryan Ferry'],7w17sYEkz65bv7VaYKufbg,0.52,0.158,7.0,-20.513,1.0,0.0338,0.861,0.488,0.107,0.181,82.145,181600.0,3.0
178,,Christian Zeal and Activity,,"['John Adams', 'Edo de Waart', 'San Francisco Symphony']",4IT4kkOXzzDRtaj0PjIfLX,0.174,0.131,4.0,-20.095,1.0,0.0398,0.929,0.0029,0.137,0.0388,77.621,605400.0,4.0
179,,I Want Your Sex - Pts. 1 & 2 Remastered,,['George Michael'],6QnFHieoch6U9J8zfv6hml,0.812,0.6,10.0,-13.418,0.0,0.0538,0.00509,0.0248,0.0465,0.8,99.189,557293.0,4.0
180,,I Know You Got Soul,,['Eric B. & Rakim'],5D2lp16FQ0VIfLGRDn5jcG,0.89,0.86,6.0,-8.755,0.0,0.231,0.0659,0.000175,0.319,0.763,104.054,284467.0,4.0
181,,Paseo Vallenato,,['Los terribles Del Norte'],7M7otJ1iZhYfdM0ladw3Oa,0.796,0.925,9.0,-4.301,1.0,0.0394,0.0494,6.62e-05,0.0464,0.957,100.524,149440.0,4.0
182,,You Will Know,,['Stevie Wonder'],57cWjbPx6Wxt92omcmrRxu,0.589,0.228,3.0,-21.515,0.0,0.0273,0.687,4.48e-06,0.114,0.503,170.19,300267.0,4.0
183,,Hay Unos Ojos - 2016 Remaster,,['Linda Ronstadt'],5YW7jPcdNQoCWl2oanuLhB,0.391,0.267,9.0,-9.751,1.0,0.0367,0.298,9.69e-06,0.11,0.154,112.269,167907.0,5.0
184,,Sorrows of the Moon,,['Celtic Frost'],4yrihjvCyZCwVnXk3tv9Xo,0.185,0.732,0.0,-10.736,1.0,0.0424,0.000429,0.0106,0.0875,0.36,70.687,184373.0,4.0
185,,Tri Sam Ti Zime Šaptala Ime,,['Magazin'],0vIGgOyrypOpGamWvUd6D5,0.759,0.458,2.0,-11.42,1.0,0.0251,0.441,3.96e-06,0.0646,0.838,106.806,212800.0,4.0
186,,Bob Hartman's Solo (Live) [Bonus Track],,['Petra'],0eDn8PVcxi6Z54MM2x7Js0,0.216,0.857,0.0,-6.441,1.0,0.0721,0.56,0.00242,0.686,0.338,106.348,146373.0,3.0
187,,It Must Be Love - Single Version,,['Don Williams'],2yjP9SAtGTy6xgMEJXVXsi,0.92,0.399,5.0,-17.627,1.0,0.0608,0.129,8.66e-06,0.0721,0.966,110.824,146733.0,4.0
188,,Touch of Grey - 2013 Remaster,,['Grateful Dead'],0mJQlCl9YgxW7kyeltNiVk,0.612,0.696,11.0,-11.34,1.0,0.0353,0.0785,9.4e-06,0.14,0.849,159.829,350862.0,4.0
189,,Blanket On The Ground,,['Billie Jo Spears'],7mTBUlWPquXPQzDg8yGLlJ,0.465,0.519,5.0,-11.819,1.0,0.0239,0.394,0.00156,0.204,0.881,86.6,215360.0,4.0
190,,Die Zombie Die,,['White Zombie'],3QvNqyDLEBeXhSGJozdDHm,0.324,0.834,11.0,-8.464,0.0,0.133,0.000781,0.018,0.103,0.24,115.589,245920.0,4.0
191,,Blue Hotel,,['Chris Isaak'],14mUKa5uIP5wD8SmJbX8ZD,0.518,0.653,5.0,-10.969,0.0,0.0351,0.00126,0.0056,0.0996,0.523,149.089,192867.0,4.0
192,,Paradise City,,"[""Guns N' Roses""]",6eN1f9KNmiWEhpE2RhQqB5,0.268,0.98,11.0,-5.958,1.0,0.103,0.0192,0.00709,0.182,0.395,100.315,405600.0,4.0
193,,Lock And Key,,['Rush'],6JyLquq5aQde75cezBnw6P,0.538,0.9,8.0,-6.972,0.0,0.0465,0.0629,0.065,0.26,0.521,134.26,309200.0,4.0
194,,The Monkeys In The Jungle 6 X,,['Skip Count Kid'],4skzEvwXi9kqBdZJNcURxR,0.871,0.566,0.0,-6.415,1.0,0.0467,0.525,7.84e-06,0.057,0.908,159.505,126708.0,4.0
195,,Heart And Soul,,"[""T'Pau""]",5kv4uJENk4nWUIzgYoz7SI,0.457,0.667,5.0,-8.723,1.0,0.0361,0.405,0.0,0.092,0.6,179.853,256373.0,4.0
196,,Who's That Girl,,['Madonna'],3G0NNqwQ1sqRpySr6soHlH,0.625,0.646,9.0,-13.592,0.0,0.0389,0.214,0.0533,0.0525,0.826,103.893,239173.0,4.0
197,,Used To Love Her,,"[""Guns N' Roses""]",67q0QsfLcTa2SqhP2wQbia,0.615,0.902,1.0,-7.232,1.0,0.0331,0.464,2.44e-05,0.15,0.909,135.46,192667.0,4.0
198,,Missile Blues - Bonus Track,,['Wes Montgomery Trio'],6SWajIHqwoLX9gGuMI7OJl,0.551,0.225,0.0,-19.409,1.0,0.0378,0.878,0.00135,0.113,0.436,72.785,273827.0,4.0
199,,Quiero Llenarte,,['Frankie Ruiz'],5D9bkJ4VJd83UVSZJfPv6H,0.618,0.717,8.0,-9.791,1.0,0.127,0.313,0.0,0.0555,0.841,93.339,269573.0,4.0
