,billboard_track,spotify_track,billboard_artist,spotify_artist,spotify_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
73,Camelot,Camelot,NLE Choppa,['NLE Choppa'],4sWuPniHClkInYAnzXAYUF,0.787,0.713,7.0,-5.252,1.0,0.401,0.0849,0.0,0.717,0.761,175.046,148759.0,4.0
74,Heartache Medication,Heartache Medication,Jon Pardi,['Jon Pardi'],5qdQPrWmZv8xYhMJCDrdHF,0.621,0.791,9.0,-3.343,1.0,0.0265,0.0361,0.0,0.143,0.734,95.075,209110.0,4.0
75,Start Wit Me,,Roddy Ricch & Gunna,,,,,,,,,,,,,,,
76,Take What You Want,,Post Malone Featuring Ozzy Osbourne & Travis Scott,,,,,,,,,,,,,,,
77,Leave Em Alone,,"Layton Greene, Lil Baby, City Girls & PnB Rock",,,,,,,,,,,,,,,
78,Hate Me,,Ellie Goulding & Juice WRLD,,,,,,,,,,,,,,,
79,Kinfolks,Kinfolks,Sam Hunt,['Sam Hunt'],53F1MVa1BWUkTBbVqgVAfN,0.565,0.805,0.0,-4.457,1.0,0.0489,0.0808,0.0,0.173,0.869,76.04,181933.0,4.0
80,Let Me Know (I Wonder Why Freestyle),Let Me Know (I Wonder Why Freestyle),Juice WRLD,['Juice WRLD'],3wwo0bJvDSorOpNfzEkfXx,0.635,0.537,7.0,-7.895,0.0,0.0832,0.172,0.0,0.418,0.383,125.028,215381.0,4.0
81,Remember You Young,Remember You Young,Thomas Rhett,['Thomas Rhett'],3LK6wDkhbTyg8GhJidU9oC,0.396,0.51,6.0,-6.274,1.0,0.0327,0.355,0.0,0.113,0.299,113.994,180467.0,4.0
82,Death,,Trippie Redd Featuring DaBaby,,,,,,,,,,,,,,,
83,223's,,YNW Melly & 9lokknine,,,,,,,,,,,,,,,
84,Slide,,H.E.R. Featuring YG,,,,,,,,,,,,,,,
85,RITMO (Bad Boys For Life),,Black Eyed Peas X J Balvin,,,,,,,,,,,,,,,
86,Watermelon Sugar,Watermelon Sugar,Harry Styles,['Harry Styles'],6UelLqGlWMcVH1E5c4H7lY,0.548,0.816,0.0,-4.209,1.0,0.0465,0.122,0.0,0.335,0.557,95.39,174000.0,4.0
87,Homesick,Homesick,Kane Brown,['Kane Brown'],30RZAuEkYeDXvy46Iv6l7E,0.701,0.5,8.0,-8.82,1.0,0.0303,0.46,0.0,0.234,0.409,97.028,205400.0,4.0
88,Slow Dancing In The Dark,SLOW DANCING IN THE DARK,Joji,['Joji'],0rKtyWc8bvkriBthvHKY8d,0.515,0.479,3.0,-7.458,1.0,0.0261,0.544,0.00598,0.191,0.284,88.964,209274.0,4.0
89,Easy,,DaniLeigh Featuring Chris Brown,,,,,,,,,,,,,,,
90,Vete,Vete,Bad Bunny,['Bad Bunny'],5DxXgozhkPLgrbKFY91w0c,0.886,0.672,1.0,-4.394,1.0,0.188,0.0363,8.78e-06,0.101,0.526,91.976,192024.0,4.0
91,Baby Sitter,,DaBaby Featuring Offset,,,,,,,,,,,,,,,
92,Nice To Meet Ya,Nice To Meet Ya,Niall Horan,['Niall Horan'],3cphb8kdsjElYR7r5icK3H,0.591,0.841,4.0,-4.351,0.0,0.0304,0.0119,0.0,0.395,0.392,109.034,158805.0,4.0
93,Yellow Hearts,Yellow Hearts,Ant Saunders,['Ant Saunders'],2W4yABdLc4Jnds67Poi5Nl,0.866,0.438,7.0,-8.943,1.0,0.0719,0.177,0.0,0.0743,0.695,129.039,223258.0,4.0
94,Tip Toe,,Roddy Ricch Featuring A Boogie Wit da Hoodie,,,,,,,,,,,,,,,
95,Candy,Candy,Doja Cat,['Doja Cat'],1VJwtWR6z7SpZRwipI12be,0.689,0.516,8.0,-5.857,1.0,0.0444,0.513,0.0,0.163,0.209,124.876,190920.0,4.0
96,BEST ON EARTH,,Russ & BIA,,,,,,,,,,,,,,,
97,Tusa,Tusa,Karol G & Nicki Minaj,"['KAROL G', 'Nicki Minaj']",0MvxgmXHMXh70GpnR0mKkT,0.803,0.715,2.0,-3.28,1.0,0.298,0.295,0.000134,0.0574,0.574,101.085,200960.0,4.0
98,Enemies,,Post Malone Featuring DaBaby,,,,,,,,,,,,,,,
99,South Of The Border,,Ed Sheeran Featuring Camila Cabello & Cardi B,,,,,,,,,,,,,,,
100,,Yo Ya No Vuelvo Contigo - En Vivo,,"['Lenin Ramírez', 'Grupo Firme']",1s59X35jDULAyOGmBuTAnd,0.643,0.35,4.0,-5.924,0.0,0.0783,0.784,0.0,0.102,0.541,118.199,240457.0,1.0
101,,Bubble Gum,,['Clairo'],3zksbXteOCeSusJ5Xltr3t,0.509,0.0167,9.0,-24.639,1.0,0.115,0.979,2.72e-05,0.387,0.229,207.97,175961.0,3.0
102,,ONE BEER (feat. Lauren Alaina & Devin Dawson),,"['HARDY', 'Lauren Alaina', 'Devin Dawson']",5FmvaZGd6fulojSToozLRD,0.516,0.745,2.0,-8.352,1.0,0.0774,0.564,0.0,0.275,0.826,186.006,173173.0,3.0
103,,A BOY IS A GUN*,,"['Tyler, The Creator']",1nXZnTALNXiPlvXotqHm66,0.417,0.689,2.0,-8.302,0.0,0.178,0.575,0.0,0.496,0.505,79.568,210253.0,4.0
104,,The London (feat. J. Cole & Travis Scott),,"['Young Thug', 'J. Cole', 'Travis Scott']",7DcvwMAiqKJQD1rrdfxSDx,0.796,0.586,4.0,-6.946,0.0,0.147,0.0247,0.0,0.132,0.179,97.981,200107.0,4.0
105,,Hold The Line (feat. A R I Z O N A),,"['Avicii', 'A R I Z O N A']",6EBlOYNcZ8MrdEov9lEdV6,0.648,0.554,9.0,-7.005,1.0,0.0341,0.329,2.56e-05,0.0803,0.372,98.045,171786.0,4.0
106,,Hot Shower,,"['Chance the Rapper', 'MadeinTYO', 'DaBaby']",00ko9WaS4jOX1kEk3gvHjf,0.899,0.509,9.0,-8.04,1.0,0.387,0.00157,0.0,0.0573,0.599,150.001,225924.0,4.0
107,,Ransom (with Juice WRLD) - Remix,,"['Lil Tecca', 'Juice WRLD']",2WsuSYJNXGKXVYkHPnq2yp,0.684,0.671,2.0,-6.424,0.0,0.289,0.0119,0.0,0.0769,0.45,179.987,171253.0,4.0
108,,Kujo Freestyle,,['Sinoda'],1VvwxqIfKRazmvE7zdDFRg,0.831,0.368,10.0,-15.12,0.0,0.216,0.0281,0.374,0.113,0.348,104.985,115100.0,4.0
109,,Qué Gano Olvidándote (feat. Zion & Lennox) - Versión Urbana,,"['Reik', 'Zion & Lennox']",3pOSWDgTi2vx0bdCBAWBWH,0.489,0.892,11.0,-1.713,0.0,0.0956,0.081,0.0,0.0974,0.652,198.037,246853.0,4.0
110,,Ranada,,['YoungBoy Never Broke Again'],4XlyD28tQ6qdqNS2BkE1AF,0.502,0.671,9.0,-5.158,0.0,0.293,0.147,0.0,0.211,0.584,153.864,176483.0,4.0
111,,xo,,['Emarosa'],4z4K1kkbllwKxhtCQAoygg,0.669,0.23,0.0,-10.869,1.0,0.0304,0.848,0.0,0.0979,0.413,81.874,153747.0,4.0
112,,Hot (feat. Gunna),,"['Young Thug', 'Gunna']",5Z8HZM6iQMhhqyPcCGY5g9,0.855,0.651,0.0,-8.044,0.0,0.235,0.063,0.0,0.0772,0.559,111.997,193027.0,4.0
113,,El Amor No Fue Pa´ Mí - En Vivo,,"['Grupo Firme', 'Banda Coloso']",3dkEwOKhFselY2m22Nj2vi,0.546,0.663,8.0,-6.968,1.0,0.1,0.176,1.82e-06,0.674,0.934,145.422,226816.0,4.0
114,,El Zoológico,,['Alfredo Olivas'],0BIpn82Dpo4EdCwHnwoapp,0.81,0.861,0.0,-4.588,0.0,0.0531,0.0902,8.18e-05,0.109,0.801,113.978,220667.0,3.0
115,,Summertime In Paris,,"['Jaden', 'WILLOW']",6XNANAB7sFvkfho6bMCp7o,0.569,0.86,9.0,-4.116,1.0,0.043,0.135,0.0,0.153,0.289,90.937,270960.0,4.0
116,,My Potna Dem,,['$ilkMoney'],7uWdDOhI3wydISWM1AXN0M,0.737,0.526,0.0,-13.669,0.0,0.0873,0.101,0.0,0.085,0.074,130.028,153337.0,4.0
117,,Leray,,['Trippie Redd'],6GivWRmlYtefJr28jev6e0,0.774,0.195,4.0,-12.233,1.0,0.087,0.789,0.00103,0.109,0.369,132.847,122707.0,4.0
118,,Dancin - Krono Remix,,"['Aaron Smith', 'Luvli', 'Krono']",4IlqQhaxrGPxmg35YcXXuS,0.751,0.727,10.0,-9.789,0.0,0.0304,0.0442,0.0333,0.1,0.28,119.983,256000.0,4.0
119,,Killing Me Slowly,,['Bad Wolves'],34lLAsdH4Y5TLf1B2SIj1I,0.345,0.89,1.0,-4.175,0.0,0.0774,0.000725,2.98e-06,0.204,0.276,137.973,237065.0,4.0
120,,No Quiero Amarte (feat. Zion & Lennox),,"['Justin Quiles', 'Zion & Lennox']",2p9iGnFlpJ3HoO7croTATl,0.734,0.793,6.0,-4.731,1.0,0.0454,0.128,0.0,0.0658,0.511,89.961,235315.0,4.0
121,,For Real - Terra4Beat Remix,,"['Ramus', 'Terra4Beat']",3c7B19SNskm3Wsi78iIkYf,0.702,0.873,1.0,-6.867,1.0,0.0381,0.025,0.782,0.203,0.248,130.001,398454.0,4.0
122,,Voltage Controlled - Qubey Remix,,"['Musho', 'Qubey']",1nat6MqbYRI1XJcFm8Imup,0.634,0.831,7.0,-10.749,1.0,0.054,0.0447,0.742,0.718,0.0413,127.037,415748.0,4.0
123,,"All I Want - From ""High School Musical: The Musical: The Series""",,['Olivia Rodrigo'],4Yxc55NX3tAXC2mHRAhtcW,0.376,0.43,0.0,-6.585,0.0,0.0328,0.0902,0.0,0.0912,0.129,77.599,177323.0,3.0
124,,Take What You Want (feat. Ozzy Osbourne & Travis Scott),,"['Post Malone', 'Ozzy Osbourne', 'Travis Scott']",7CZyCXKG6d5ALeq41sLzbw,0.499,0.8,1.0,-2.665,0.0,0.0502,0.0906,0.0,0.147,0.272,139.919,229573.0,4.0
125,,Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign),,"['Megan Thee Stallion', 'Ty Dolla $ign', 'Nicki Minaj']",5N1o6d8zGcSZSeMFkOUQOk,0.872,0.814,0.0,-4.568,1.0,0.155,0.00485,1.96e-06,0.214,0.57,98.985,199427.0,4.0
126,,Please Me,,"['Cardi B', 'Bruno Mars']",0PG9fbaaHFHfre2gUVo7AN,0.747,0.57,1.0,-6.711,1.0,0.081,0.0642,0.0,0.0832,0.65,133.992,200890.0,4.0
127,,John Redcorn,,['SiR'],5ibTi2YwtvbB1bTOv2I93d,0.734,0.438,6.0,-6.124,0.0,0.0865,0.224,0.00292,0.215,0.645,143.961,187893.0,4.0
128,,Lose Control,,"['MEDUZA', 'Becky Hill', 'Goodboys']",7CHi4DtfK4heMlQaudCuHK,0.598,0.526,10.0,-8.659,0.0,0.0415,0.129,0.0,0.14,0.529,123.935,168387.0,4.0
129,,Queen of Mean,,['Sarah Jeffery'],4o05DiC0RQ9DNtGJGauwna,0.543,0.787,8.0,-6.52,1.0,0.241,0.248,0.0,0.0778,0.343,173.702,189397.0,4.0
130,,Xanzibar,,['Deep Sea Peach Tree'],123uPWPmx3vWFL0DWLba6c,0.761,0.382,0.0,-10.559,1.0,0.0742,0.0422,0.162,0.108,0.268,145.977,164774.0,4.0
131,,Stuck In A Dream (feat. Gunna),,"['Lil Mosey', 'Gunna']",7iHHxY2NLlJRAmlAmC4ahQ,0.748,0.648,10.0,-6.445,0.0,0.0816,0.484,0.0,0.126,0.726,139.952,123560.0,4.0
132,,Did It Again,,['Lil Tecca'],4guBZjUyrGoHsTahO3IHdj,0.686,0.561,10.0,-9.929,0.0,0.191,0.185,0.0,0.114,0.186,148.775,116240.0,4.0
