,track,artist,spotify_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
14,When She Cries,['Restless Heart'],61EQfJXizp4MIpLYWyLoQI,0.666,0.521,9.0,-10.993,1.0,0.0292,0.114,0.0,0.0604,0.361,105.223,222187.0,4.0
15,Flex,['Mad Cobra'],2TajSezbrdFdex9g5L6wo9,0.725,0.664,1.0,-5.596,1.0,0.107,0.617,0.0,0.347,0.738,154.16,230693.0,3.0
16,"Layla - Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 2013 Remaster",['Eric Clapton'],3BEZCNZSmVv30vsMNSOCri,0.558,0.524,2.0,-11.626,0.0,0.0459,0.321,0.000952,0.94,0.636,93.654,289027.0,4.0
17,Little Miss Can't Be Wrong,['Spin Doctors'],1uCqIhOePc6hDMG2ijk8sp,0.515,0.903,0.0,-8.832,1.0,0.0443,0.014,0.0218,0.38,0.927,116.44,232720.0,4.0
18,Do You Believe In Us,['Jon Secada'],3u5e3ovyvQLoauwUzWezvX,0.662,0.891,3.0,-7.245,1.0,0.0349,0.0103,3.64e-06,0.634,0.743,107.75,239267.0,4.0
19,Faithful,['Go West'],6lP1Tmf5VdZYviohSQoMiH,0.615,0.912,10.0,-8.028,0.0,0.0416,0.0323,0.0,0.0966,0.753,105.538,265560.0,4.0
20,Back To The Hotel,['N2DEEP'],47ukoPgAExwBp64F2gQlv2,0.69,0.38,9.0,-12.845,1.0,0.0609,0.000168,0.000533,0.136,0.305,201.697,304280.0,4.0
21,Walking on Broken Glass,['Annie Lennox'],4CcSw8wQAHYf4XNckayPoc,0.749,0.562,0.0,-8.45,1.0,0.0281,0.215,1.1e-06,0.105,0.807,115.008,253296.0,4.0
22,"Little Red Corvette - 7"" Edit - 2019 Remaster",['Prince'],4N1dFbXmRng8qJ3KdJrbLr,0.789,0.808,1.0,-6.176,1.0,0.0881,0.148,1.32e-05,0.84,0.803,123.011,188373.0,4.0
23,The Last Song,['Elton John'],0pNXDQo75eOukoK8PejiRE,0.305,0.29,1.0,-12.623,1.0,0.0321,0.329,0.0,0.0896,0.088,124.664,213133.0,1.0
24,A Whole New World (Aladdin's Theme),Peabo Bryson & Regina Belle,,,,,,,,,,,,,,
25,Here We Go Again! - Radio Edit,['Portrait'],5rIr1MOh4cWwpdln1QqTPS,0.771,0.745,11.0,-10.217,0.0,0.0904,0.0256,0.000374,0.107,0.599,106.709,235200.0,4.0
26,Would I Lie To You?,['Charles & Eddie'],21MLFi0ISlqDBp7DQHPi7p,0.547,0.538,11.0,-11.39,0.0,0.0567,0.473,0.0,0.0369,0.718,202.409,279600.0,4.0
27,Where You Goin' Now,['Damn Yankees'],3jaRUUaJUvS57h1DyVzUUX,0.48,0.72,7.0,-5.607,1.0,0.0283,0.0116,0.0,0.114,0.383,76.54,279847.0,4.0
28,Never a Time - 2007 Remaster,['Genesis'],39GQI777IY2AxHtx36x7qS,0.573,0.526,0.0,-8.273,1.0,0.0253,0.514,0.0148,0.35,0.291,76.977,230160.0,4.0
29,Drive,['R.E.M.'],3geRffSf6eAruhg23RkpKV,0.467,0.432,7.0,-11.753,1.0,0.0283,0.175,0.001,0.226,0.238,142.642,271333.0,4.0
30,"Give It Up, Turn It Loose",['En Vogue'],61vIGLnOsYaydUUKfJ9XC5,0.836,0.58,1.0,-8.778,1.0,0.0692,0.19,0.000271,0.0379,0.939,93.015,312040.0,4.0
31,"End Of The Road (From ""Boomerang"")",Boyz II Men,,,,,,,,,,,,,,
32,Jump Around,['House Of Pain'],3TZwjdclvWt7iPJUnMpgcs,0.854,0.71,4.0,-6.32,0.0,0.0793,0.0113,8.72e-05,0.166,0.818,106.894,214947.0,4.0
33,Walk On the Ocean,['Toad The Wet Sprocket'],2JAECj9kBYQHb8AqJ2rsxt,0.395,0.502,6.0,-8.328,1.0,0.0309,0.236,5.79e-06,0.332,0.323,183.237,178376.0,3.0
34,I Got A Thang 4 Ya!,['Lo-Key?'],44tMr9ypzWXXFq0wjDqphF,0.756,0.65,6.0,-8.004,1.0,0.0457,0.307,0.0,0.0606,0.788,132.274,340867.0,4.0
35,Sometimes Love Just Ain't Enough,"['Patty Smyth', 'Don Henley']",3CUV8wsoTTKznGpEovrnZw,0.561,0.442,10.0,-10.687,1.0,0.0243,0.329,0.0,0.24,0.267,82.996,267600.0,4.0
36,Gangsta,['Bell Biv DeVoe'],1XgiaKAh3lzjaABhHUB0IX,0.724,0.778,1.0,-8.924,1.0,0.0618,0.00151,0.112,0.387,0.768,112.518,269067.0,4.0
37,Who's Gonna Ride Your Wild Horses,['U2'],4SzIZFruLhiAzhuMtAhIRt,0.432,0.679,7.0,-10.594,1.0,0.0366,0.0302,0.000435,0.053,0.414,132.678,316427.0,4.0
38,Slow And Sexy,Shabba Ranks (Featuring Johnny Gill),,,,,,,,,,,,,,
39,I Wish The Phone Would Ring,['Exposé'],168TRkPPfZ8pAH5AE4XLxu,0.667,0.743,6.0,-9.651,1.0,0.0477,0.0765,0.00134,0.0229,0.874,94.985,249000.0,4.0
40,Mr. Wendal,['Arrested Development'],5DOYik1z3Of1wAFfY3dYbC,0.884,0.37,8.0,-11.353,1.0,0.112,0.0188,0.00423,0.026,0.883,109.997,247507.0,4.0
41,Free Your Mind,['En Vogue'],2vG1yrWSMiL6egg6w4e9ma,0.765,0.831,7.0,-6.522,1.0,0.0565,0.0894,0.0,0.393,0.809,100.026,293106.0,4.0
42,Keep The Faith,['Bon Jovi'],5EWtBjCLy21d1hY9zdaEe8,0.569,0.968,5.0,-3.72,0.0,0.0487,0.00108,0.00153,0.0814,0.568,117.783,346533.0,4.0
43,"Love Shoulda Brought You Home (From ""Boomerang"")",Toni Braxton,,,,,,,,,,,,,,
44,People Everyday - Metamorphosis Mix,['Arrested Development'],5thts3213xwSroRd11fv5A,0.844,0.609,10.0,-10.675,1.0,0.217,0.0074,0.0,0.563,0.725,91.116,296333.0,4.0
45,Baby-Baby-Baby,['TLC'],1zTuB57LYZa7xu7KUH8kF0,0.679,0.597,11.0,-8.601,0.0,0.0439,0.0913,0.000673,0.0487,0.9,184.174,315040.0,4.0
46,It's Gonna Be A Lovely Day,The S.O.U.L. S.Y.S.T.E.M.,,,,,,,,,,,,,,
47,I Love You Period,['Dan Baird'],08FaxmURVgqiY9HDlW1wrh,0.543,0.873,9.0,-8.951,1.0,0.0324,0.0194,0.000372,0.324,0.945,114.195,264000.0,4.0
48,No Ordinary Love,['Sade'],1oaaSrDJimABpOdCEbw2DJ,0.629,0.364,11.0,-12.259,0.0,0.038,0.467,0.0204,0.0941,0.701,166.266,440467.0,4.0
49,Love Can Move Mountains,['Céline Dion'],38XUHcIwtJoiEXTyrC8pF9,0.732,0.874,8.0,-7.068,1.0,0.0484,0.00813,0.00124,0.0901,0.275,105.92,238973.0,4.0
50,Ditty,['Paperboy'],2JaHnS7CcIPoc7Il4BkqdR,0.838,0.452,11.0,-15.219,0.0,0.0547,0.0509,0.0,0.0666,0.708,99.075,245030.0,4.0
51,Someone to Hold,['Trey Lorenz'],0QxHxD5A0qzNBIMobsQT4X,0.594,0.543,4.0,-10.095,1.0,0.0382,0.448,0.0,0.0818,0.543,147.956,283293.0,4.0
52,Quality Time,['Hi-Five'],5O2eGBugaBlEDpWP5tPs2L,0.644,0.674,6.0,-6.998,1.0,0.0345,0.0761,0.0,0.0659,0.656,155.907,283067.0,4.0
53,Heal the World,['Michael Jackson'],7woW97CfcWaKtuC6W5BP2K,0.545,0.485,9.0,-8.045,1.0,0.0485,0.537,1.8e-06,0.104,0.101,80.948,384307.0,4.0
54,Have You Ever Needed Someone So Bad,['Def Leppard'],0nf9RjoFTcOzTIXtmzhRuH,0.497,0.726,4.0,-8.335,1.0,0.0272,0.0489,8.99e-06,0.049,0.735,136.792,324027.0,4.0
55,Everything's Gonna Be Alright,Father M.C.,,,,,,,,,,,,,,
56,Erotica,['Madonna'],4eMLyB1mc7onYLdoG8YSXG,0.639,0.676,11.0,-11.168,0.0,0.061,0.000576,0.434,0.26,0.231,101.956,318573.0,4.0
57,Baby I'm For Real/ Natural High,['After 7'],2QV1ZCi6q3QGp5PCqOqePg,0.456,0.695,6.0,-9.279,1.0,0.0496,0.0844,0.0,0.499,0.395,157.068,308440.0,3.0
58,Stand Up (Kick Love Into Motion),['Def Leppard'],0dr71rw5oIcPtUHRJES6gP,0.603,0.779,4.0,-7.479,1.0,0.0273,0.0854,1.58e-05,0.0628,0.792,103.027,272871.0,4.0
59,Reminisce,['Mary J. Blige'],0EWT5JnKOf6saRn4ASff3j,0.647,0.699,9.0,-8.122,0.0,0.0668,0.0397,3.15e-05,0.154,0.53,91.435,323133.0,4.0
60,I Don't Care,['Shakespears Sister'],1t3ZMSjvX0mLzMgRsOhryW,0.471,0.868,7.0,-4.414,1.0,0.135,0.109,0.000703,0.168,0.492,205.666,256440.0,4.0
61,Steam,['Peter Gabriel'],4x8g2OO1JhtmZz6psVAEOH,0.7,0.889,6.0,-5.027,1.0,0.0764,0.127,0.000374,0.261,0.681,108.515,363093.0,4.0
62,Homies,['Lighter Shade Of Brown'],3kk66lcmo2blwB1uLHMkPJ,0.779,0.386,7.0,-14.384,1.0,0.301,0.221,0.00071,0.115,0.376,193.574,211800.0,4.0
63,I Got A Man,['Positive K'],4iAYo83eWlktjw97oebIal,0.812,0.753,7.0,-13.252,1.0,0.118,0.0774,0.0,0.341,0.787,103.754,232773.0,4.0
64,Don't Walk Away,Jade,,,,,,,,,,,,,,
65,These Are Days,"['10,000 Maniacs']",786h4kDeZiX5nYvOwA3wtE,0.611,0.833,3.0,-7.554,1.0,0.0351,0.0218,0.000204,0.0923,0.793,108.498,219893.0,4.0
66,Shamrocks And Shenanigans (Boom Shalock Lock Boom),House Of Pain,,,,,,,,,,,,,,
67,"Forever Love (From ""Mo' Money"")",Color Me Badd,,,,,,,,,,,,,,
68,I Will Be Here For You,['Michael W. Smith'],3CO19cTl5zzlWx9GWEpOhD,0.425,0.519,9.0,-9.707,1.0,0.0279,0.185,0.0,0.102,0.208,143.887,273773.0,4.0
69,Forever in Love,['Kenny G'],13cpOnmccZGVGFngLxYN4I,0.343,0.318,5.0,-14.901,1.0,0.0312,0.336,0.158,0.17,0.11,81.993,299493.0,4.0
70,Games,['Chuckii Booker'],1zyqa3Hv2KpCGz8L9AirJi,0.642,0.422,10.0,-13.782,0.0,0.046,0.0393,0.0101,0.107,0.642,185.834,325600.0,4.0
71,I Missed The Bus,['Kris Kross'],793gh4IXh7mQsMBhvcJRlt,0.811,0.634,4.0,-10.408,0.0,0.0714,0.00469,0.00943,0.224,0.273,107.915,179160.0,4.0
72,Sesame's Treet - Vocal Mix,"[""Smart E's""]",0SbZnJGJPyJVMeqSIYqFTz,0.753,0.926,7.0,-6.491,0.0,0.0885,0.000625,0.0581,0.0252,0.784,144.888,210663.0,4.0
73,Pleasure & Sexuality,['Oshun Goddess'],3xfkVkdK3TN8CEdcdc7xf7,0.135,0.17,4.0,-17.167,0.0,0.0407,0.988,0.772,0.113,0.109,144.506,274727.0,4.0
74,Symphony Of Destruction,['Megadeth'],51TG9W3y9qyO8BY5RXKgnZ,0.61,0.891,4.0,-5.452,0.0,0.0587,0.000805,0.0928,0.0657,0.51,139.903,246733.0,4.0
75,Pleasure - Remastered,['The Soup Dragons'],3NV4AZ9aBiQMCIMZmK3jur,0.608,0.876,7.0,-5.432,1.0,0.0491,0.0104,0.0,0.0906,0.946,121.037,234720.0,4.0
76,Yesterdays,"[""Guns N' Roses""]",11VGhd5i7deLL0YB0ayicY,0.363,0.849,6.0,-7.744,1.0,0.0554,0.0666,0.00517,0.306,0.429,170.627,196227.0,4.0
77,"It's Alright (From ""South Central"")",Classic Example,,,,,,,,,,,,,,
78,Wicked,['Ice Cube'],3mXfH030L2E8A6iuf0bCvR,0.803,0.972,10.0,-4.848,0.0,0.156,0.192,0.0,0.102,0.627,106.938,235707.0,4.0
79,Understand This Groove,Sound Factory,,,,,,,,,,,,,,
80,No Mistakes,['Patty Smyth'],1Ak9nTnQiO4o6CdNWhk7gq,0.691,0.6,9.0,-9.015,1.0,0.026,0.0364,0.0,0.174,0.518,111.366,323427.0,4.0
81,Chains Around My Heart,['Richard Marx'],04RhEX12gZhGanoLLe75sM,0.481,0.467,6.0,-10.442,0.0,0.0292,0.134,1.94e-05,0.13,0.115,81.054,344600.0,4.0
82,Punks Jump Up to Get Beat Down,['Brand Nubian'],1RcS2X26yGTowcttwIgkv4,0.859,0.719,1.0,-12.815,0.0,0.211,0.0423,0.000746,0.104,0.658,98.221,265800.0,4.0
83,"Baby, I Believe In You",['George Lamond'],0wWOeA6NFUbsz7JESOGpEY,0.56,0.492,8.0,-12.753,1.0,0.0343,0.0934,0.00858,0.104,0.667,170.034,235907.0,4.0
84,No One Else On Earth,['Wynonna'],52PGtJuGEFNVOnRdLac1Av,0.775,0.861,0.0,-7.113,1.0,0.0295,0.188,4.2e-06,0.199,0.964,98.649,255400.0,4.0
85,Love's Taken Over,['Chanté Moore'],7n7wvN50nYgYAsB7iPGz14,0.631,0.724,2.0,-7.964,1.0,0.0534,0.0255,0.000291,0.0632,0.718,172.38,399267.0,4.0
86,This Could Be the One,['Bad Company'],5xwosKJ1p4NP0Y1wKslyh2,0.475,0.58,9.0,-10.395,1.0,0.0291,0.018,1.86e-05,0.0587,0.419,169.983,317627.0,4.0
87,"All Alone On Christmas (From ""Home Alone 2"")",Darlene Love,,,,,,,,,,,,,,
88,Could've Been Me,Billy Ray Cyrus,,,,,,,,,,,,,,
89,Get Up (Move Boy Move),AB Logic,,,,,,,,,,,,,,
90,Irresistible,['Cathy Dennis'],7g3cIyAuhXsBF9F063d4uo,0.711,0.72,0.0,-10.008,1.0,0.026,0.0587,0.0029,0.0461,0.961,105.039,228600.0,4.0
91,Right Here - Human Nature Radio Mix,['SWV'],7tUEDtHchueeUJTfEFEhii,0.615,0.72,9.0,-5.16,0.0,0.0658,0.068,0.0105,0.0889,0.696,94.002,226947.0,4.0
92,"The Right Kind Of Love (From ""Beverly Hills, 90210"")",Jeremy Jordan,,,,,,,,,,,,,,
93,Sleeping With You,['Firehouse'],5M3ZwYKhBoAKgTqebp4BBi,0.585,0.815,3.0,-8.151,1.0,0.0325,6.45e-05,0.0389,0.214,0.705,120.802,230733.0,4.0
94,Murder She Wrote,['Chaka Demus & Pliers'],1HGyhNaRUFEDBiVLbvtbL6,0.883,0.733,11.0,-9.153,0.0,0.128,0.161,0.00026,0.334,0.947,95.103,245000.0,4.0
95,Right Now,['Al B. Sure!'],6oPnKLqVBDI0SoAzxoMlKN,0.635,0.522,2.0,-10.498,1.0,0.0536,0.306,0.0,0.127,0.47,163.881,354960.0,4.0
96,360 Degrees (What Goes Around) - SD50 Remix,['Grand Puba'],4OlpEdouAXIzch2MnllGq6,0.959,0.75,6.0,-7.732,1.0,0.171,0.0277,0.0,0.0713,0.766,102.418,240867.0,4.0
97,Pick It Up,['The Home Team'],4Va4w2wDvpAlRgBQSzDfUw,0.91,0.665,8.0,-8.374,1.0,0.0975,0.000132,0.515,0.0869,0.284,111.899,181827.0,4.0
98,"Revolution (From ""Malcolm X"")",Arrested Development,,,,,,,,,,,,,,
99,Crazy Love,['CeCe Peniston'],36V3MeyjHoth9rc8x5o4ts,0.604,0.667,9.0,-12.126,0.0,0.0438,0.00288,2.54e-05,0.108,0.655,91.891,288600.0,4.0
100,Just Between Us,['Norman Brown'],4pa23KNAU2ul1REZDMJsAz,0.576,0.558,4.0,-15.152,1.0,0.0368,0.619,0.899,0.334,0.613,79.024,308907.0,4.0
101,Pídeme la Luna,['Leo Dan'],3DDtJh2PeHXUQ90uSZOoyg,0.438,0.631,9.0,-11.851,1.0,0.0637,0.387,7.92e-06,0.0785,0.47,165.142,222573.0,4.0
102,Ljubila me zena ta,['Sinan Sakic'],0BqaXx4VS5QjJktpHfO0Pr,0.578,0.804,4.0,-4.408,0.0,0.0297,0.535,0.0,0.344,0.961,102.947,176720.0,4.0
103,Wheat Kings,['The Tragically Hip'],53o05J0uSWOedPwN4Z0oyo,0.538,0.231,7.0,-17.375,1.0,0.032,0.425,0.0,0.118,0.374,159.28,259000.0,4.0
104,Dime Que No,['Ricardo Arjona'],3uEJFR0oQeBaNMEXs4bTSq,0.534,0.62,0.0,-6.257,1.0,0.0362,0.35,0.0,0.0818,0.313,142.475,264787.0,4.0
105,Fractal Zoom,['Brian Eno'],2PcKpIhZoscL4PH0RjYjdM,0.555,0.891,7.0,-12.505,1.0,0.0424,0.00114,0.602,0.0664,0.538,119.548,386147.0,4.0
106,Liên Khúc Xóm Đêm,['Hoa Tau'],5z7cBHJB4KLlQjCD5LdOtX,0.604,0.545,3.0,-11.563,1.0,0.0292,0.0595,0.0953,0.13,0.694,173.593,545267.0,4.0
107,Candlelight & You,"['Chanté Moore', 'Keith Washington']",7eFRKuSuznmVqA8nx4PPAQ,0.615,0.581,11.0,-10.015,0.0,0.0304,0.227,0.0,0.102,0.459,129.915,320200.0,4.0
108,"Metropolis - Part I: ""The Miracle and the Sleeper""",['Dream Theater'],6nRCTb5b0N5zp8WTeY6xFZ,0.28,0.907,2.0,-9.29,1.0,0.0586,0.000104,0.00536,0.337,0.45,104.896,572133.0,4.0
109,Seminole Wind,['John Anderson'],0D2jPX7b8uuHfiwGms76mY,0.62,0.566,2.0,-11.096,1.0,0.0315,0.281,1.19e-06,0.127,0.357,126.94,238267.0,4.0
110,State of Love and Trust,['Pearl Jam'],0KEhlgtlk0HuqBIqfGCGdF,0.326,0.894,9.0,-9.558,0.0,0.0443,0.00035,0.0,0.435,0.664,165.193,227200.0,4.0
111,I'm So Into You,['SWV'],5A0aUvnfAEcmUx3hoXjI8R,0.85,0.513,7.0,-10.663,1.0,0.0513,0.0624,0.00249,0.0689,0.623,99.01,278333.0,4.0
112,Perfect World - Bonus Track,['Slaughter'],5FR1oV0rAOGxP9uHmshiQB,0.41,0.647,0.0,-4.32,0.0,0.0352,0.195,0.0,0.0629,0.532,145.743,303160.0,4.0
113,Beautiful Girl,['INXS'],6N81xlWzMaEYhjHry55OSI,0.675,0.666,11.0,-6.067,1.0,0.027,0.0187,0.692,0.112,0.434,120.558,207547.0,4.0
114,She Never Cried - Remastered Version,['Confederate Railroad'],2w4NSVJLjtKoQne3yP9fWv,0.76,0.627,2.0,-9.048,1.0,0.0351,0.29,0.0,0.0652,0.731,120.778,204533.0,4.0
115,L-O-V-E,['Nat King Cole'],5w5qlaujBlgCnKIvkhxGZv,0.585,0.291,2.0,-10.738,1.0,0.0735,0.833,0.0,0.0537,0.696,77.611,152533.0,4.0
116,Ziriab,['Rabih Abou-Khalil'],1QmHedMUqN1iREzlUGCwh3,0.589,0.225,5.0,-16.097,0.0,0.0507,0.87,0.862,0.0972,0.312,101.315,412160.0,3.0
117,The Crypt Jam,['The Crypt Keeper'],21zjT55VHzq3PHc2CQlAeJ,0.787,0.707,11.0,-11.836,0.0,0.087,0.0239,0.0022,0.295,0.506,101.164,270000.0,4.0
118,Wrong Side of the Tracks - Remastered,['Biohazard'],0OE0ClDybumLoJzWBepu5U,0.307,0.97,8.0,-5.525,1.0,0.144,0.000437,0.0169,0.124,0.442,156.244,216827.0,4.0
119,All I See,['Christopher Williams'],0TEPE1KMWY0satuZIBtuRt,0.648,0.727,8.0,-9.648,0.0,0.0404,0.0231,0.000648,0.0673,0.719,144.004,260667.0,4.0
120,Pull Me Under,['Dream Theater'],5CPXR6lDTvngxtmMZxnWmC,0.532,0.941,9.0,-9.025,1.0,0.0465,0.000579,0.0527,0.15,0.278,102.198,493933.0,4.0
121,Zarabeth - Remastered,['Allan Holdsworth'],789RSILOeitd4SIAN16JKx,0.488,0.624,2.0,-10.118,0.0,0.0309,0.101,0.0941,0.0733,0.138,139.093,391858.0,4.0
122,Zither Dance,['Laraaji'],0v6NnJQeTAKFOtcR5iK5N4,0.4,0.518,8.0,-19.022,1.0,0.0323,0.594,0.92,0.13,0.392,110.456,478120.0,1.0
123,Killing In The Name,['Rage Against The Machine'],59WN2psjkt1tyaxjspN8fp,0.466,0.833,7.0,-4.215,1.0,0.304,0.0266,0.0,0.0327,0.661,88.785,313573.0,4.0
124,Juan Ayón,"['Chalino Sanchez', 'Los Amables Del Norte']",1tSdWYKBBxQq63E7PwPKWJ,0.45,0.539,11.0,-6.83,1.0,0.0525,0.73,5.84e-05,0.0457,0.833,198.219,218895.0,3.0
125,The Joy of Life,['Kenny G'],5s5w2DYXBWAL1lX7KTCJY2,0.627,0.292,2.0,-14.012,1.0,0.029,0.0203,0.425,0.107,0.484,108.851,260760.0,4.0
126,Bullet In The Head,['Rage Against The Machine'],1WWgMk8nD79p8VeKFGYrOw,0.431,0.855,9.0,-4.205,1.0,0.15,0.00673,0.00114,0.639,0.397,163.014,306680.0,4.0
127,T-R-O-U-B-L-E,['Travis Tritt'],5YY64mW5PL5waJKUsIJIQt,0.297,0.982,7.0,-4.326,1.0,0.051,0.0133,0.000699,0.689,0.793,179.311,180160.0,4.0
128,Te Ví Con El,['Mandingo'],3TK5wK5bPpM4vIpAmkhkuX,0.695,0.594,9.0,-7.566,1.0,0.0315,0.552,0.0,0.0714,0.83,115.257,158373.0,4.0
129,Te Lloré Un Río,['Maná'],4HrX1xb0RsnmmJqN52hhHj,0.852,0.742,4.0,-5.727,1.0,0.036,0.208,0.0157,0.172,0.942,117.978,292760.0,4.0
130,Jesus Built My Hotrod,['Ministry'],0BX3ysoHJvxmLEhPMAfb2z,0.541,0.91,0.0,-5.114,1.0,0.0529,4.33e-06,0.597,0.79,0.397,125.076,292587.0,3.0
131,Let Me Ride,"['Dr. Dre', 'Jewell']",1pjDKRg5WddCDSlG5PXcKy,0.731,0.818,7.0,-7.035,1.0,0.182,0.127,0.00636,0.233,0.862,92.29,261293.0,4.0
132,Fuck Wit Dre Day (And Everybody's Celebratin'),['Dr. Dre'],04fX3oTJm5Zucg3Uf9aix0,0.75,0.706,7.0,-7.461,1.0,0.156,0.088,0.0,0.535,0.59,93.603,292187.0,4.0
133,Gave Up,['Nine Inch Nails'],4xP6YtLiFJpRUrKwqDPXka,0.52,0.897,11.0,-8.361,1.0,0.0628,0.000168,0.398,0.693,0.188,143.946,248573.0,4.0
134,Que De Raro Tiene,['Vicente Fernández'],3gA2qpAbnuKLQV8Q9ZtIcf,0.6,0.356,4.0,-7.725,1.0,0.0587,0.426,0.0,0.379,0.542,67.164,202093.0,3.0
135,Amor y Control,['Rubén Blades'],303cDwi274kSEH0NSR73AX,0.753,0.59,7.0,-9.622,1.0,0.0357,0.449,0.0104,0.153,0.863,88.786,352440.0,4.0
136,I'm in a Hurry (And Don't Know Why),['Alabama'],1N9GGOUf8TQqsaPDByZzEF,0.757,0.69,9.0,-8.645,1.0,0.0286,0.198,0.0,0.078,0.867,128.654,168640.0,4.0
137,Que Se Te Quite Ese Orgullo (4 Meses),['Antonio Aguilar'],3rTS1J1DKUwSvwOBh71eb7,0.719,0.258,5.0,-7.09,1.0,0.0741,0.834,1.42e-06,0.209,0.965,123.86,215992.0,4.0
138,Bubba Shot The Jukebox,['Mark Chesnutt'],0PsBdKWnOQGMo9smobflvy,0.544,0.648,7.0,-8.454,1.0,0.0549,0.307,0.0,0.0843,0.866,165.484,185840.0,4.0
139,Get Ready - Rapversion Edit,['2 Unlimited'],4tvOVmc2jorV20Z2hFDtDg,0.77,0.875,9.0,-5.222,1.0,0.107,0.0171,4.37e-05,0.0457,0.809,124.841,222911.0,4.0
140,Creep - 2017 Remaster,['Stone Temple Pilots'],6dmueYtoihUhlQZlImBCmm,0.662,0.485,4.0,-9.161,0.0,0.0304,0.00483,0.000295,0.086,0.171,107.767,334387.0,4.0
141,Ofrenda guadalupana,['Lola Beltrán'],2skqZ6UC1AS41COIDb8VWC,0.505,0.177,5.0,-9.697,1.0,0.0553,0.742,0.0,0.0657,0.52,85.353,200907.0,4.0
142,Jazz Suite No.2: 6. Waltz II,"['Dmitri Shostakovich', 'Concertgebouworkest', 'Riccardo Chailly']",3tcorTc2qAByPxoCr8IsMx,0.213,0.177,0.0,-17.848,0.0,0.0292,0.975,0.869,0.079,0.384,89.316,220600.0,4.0
143,5446 Thats My Number/ Ball And Chain,['Sublime'],72KtYadTtUchP2opNvcSWr,0.671,0.729,2.0,-7.554,1.0,0.177,0.00122,0.00178,0.262,0.33,99.641,317640.0,4.0
144,Ayer Y Hoy,['Mazz'],5TMB9Xnfe1lbvDHZtjCUcZ,0.541,0.369,11.0,-12.561,1.0,0.03,0.518,0.0,0.177,0.664,167.476,250427.0,4.0
145,Closer You And I,['Gino Padilla'],5GhBGo6KpVsdhZHv0dzknO,0.205,0.479,0.0,-11.446,1.0,0.0342,0.432,0.0,0.142,0.232,199.591,194840.0,4.0
146,And I Love You So,['Don McLean'],4bgfMOKbX5q7XHRECffBl5,0.31,0.187,11.0,-15.96,1.0,0.0285,0.703,0.203,0.206,0.127,90.977,257693.0,4.0
