,track,artist,spotify_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
72,Westside,['TQ'],6I3LsZncKrJG9mwv12FCEg,0.685,0.62,4.0,-6.665,0.0,0.0406,0.19,0.0,0.158,0.372,82.52,304733.0,4.0
73,It's The Things You Do - US Version,"['Five', 'Cutfather & Joe']",4lWCP7IA9dQJGbOdKbVx61,0.768,0.871,8.0,-4.255,0.0,0.0393,0.0792,0.0,0.325,0.961,94.02,208960.0,4.0
74,What It's Like,['Everlast'],0nbuX7OZkEY5agMkpr98wS,0.678,0.556,0.0,-7.423,1.0,0.0281,0.0904,0.0334,0.0866,0.405,85.158,303133.0,4.0
75,Back 2 Good,['Matchbox Twenty'],64XSAtXpCJUmadm3fkpH4z,0.559,0.504,7.0,-9.455,1.0,0.0246,0.106,0.0,0.13,0.479,89.051,340173.0,4.0
76,Heartbreak Hotel (feat. Faith Evans & Kelly Price),"['Whitney Houston', 'Faith Evans', 'Kelly Price']",4J9u7UsXH7F6sFI32KnYuP,0.724,0.535,3.0,-7.616,0.0,0.0588,0.0477,0.0,0.0314,0.664,133.816,281493.0,4.0
77,Karaoke - Wide Open Spaces,['Karaoke - Dixie Chicks'],0td5ZRXGqzRVpNJGCGsnqG,0.601,0.512,4.0,-9.951,1.0,0.0277,0.065,0.346,0.235,0.611,89.717,221466.0,4.0
78,"Luv Me, Luv Me",Shaggy Featuring Janet,,,,,,,,,,,,,,
79,Chanukah Song - The,['Adam Sandler'],6doSV1UQjyKxiNCnBnDTeG,0.356,0.503,9.0,-8.937,1.0,0.0734,0.766,2.51e-06,0.871,0.331,88.816,223947.0,4.0
80,Angel in Disguise,['Brandy'],6PQTUESsPMNcDAg2LEmxh7,0.625,0.643,1.0,-6.773,0.0,0.0307,0.0301,0.00233,0.347,0.593,140.135,288267.0,4.0
81,"I Don't Want to Miss a Thing - From ""Armageddon"" Soundtrack",['Aerosmith'],6lEuFGrUqR9Yc6hSsHPnYP,0.39,0.649,2.0,-5.163,1.0,0.0345,0.172,0.0,0.216,0.144,121.16,299760.0,4.0
82,Father Of Mine,['Everclear'],2hx4ptqsE8dboLH3NCLmaN,0.568,0.94,1.0,-5.401,1.0,0.0411,0.000431,4.96e-05,0.0779,0.738,97.096,231400.0,4.0
83,Never There,['Cake'],7aKWgpecgLEqisWcXPElDl,0.761,0.735,9.0,-8.171,0.0,0.043,0.0426,0.0838,0.0917,0.592,125.815,164267.0,4.0
84,It Must Be Love - Single Version,['Ty Herndon'],6kzJuFg8qkhSw7q7SrGZO5,0.624,0.799,4.0,-4.58,1.0,0.0349,0.262,0.0,0.176,0.728,115.944,212067.0,4.0
85,Faded Pictures,Case & Joe,,,,,,,,,,,,,,
86,Home Alone,R. Kelly Featuring Keith Murray,,,,,,,,,,,,,,
87,Hooch,['Everything'],0hRK7UKSKVS5a18mxYT6pO,0.69,0.803,4.0,-6.549,1.0,0.0354,0.032,2.01e-05,0.0676,0.602,95.959,219844.0,4.0
88,We Really Shouldn't Be Doing This,['George Strait'],5zABXdMnOiMwq2OPoQwceb,0.684,0.814,6.0,-7.668,1.0,0.0307,0.331,0.00049,0.357,0.961,146.905,143733.0,4.0
89,Fire Escape,['Fastball'],2jqua17r7DJuqRXl1uJwJM,0.576,0.813,6.0,-5.69,1.0,0.0297,0.00354,0.143,0.0712,0.857,125.686,201133.0,4.0
90,My Little Secret,['Xscape'],0mIuIBLkaRvPCz6A0mPqbM,0.814,0.431,8.0,-9.125,1.0,0.0936,0.371,0.0,0.335,0.542,129.957,268040.0,4.0
91,Don't Laugh At Me,Mark Wills,,,,,,,,,,,,,,
92,Celebrity Skin,['Hole'],2V4Bc2I962j7acQj1N0PiQ,0.438,0.905,9.0,-6.161,1.0,0.0419,9.44e-06,5.4e-05,0.363,0.723,134.163,162667.0,4.0
93,Can't Get Enough,Willie Max Featuring Raphael Saadiq,,,,,,,,,,,,,,
94,Talk Show Shhh!,['Shae Jones'],7hx9lupBCq8SSr1Lm6l0on,0.884,0.26,10.0,-7.458,0.0,0.0558,0.0244,0.0,0.0688,0.516,121.937,252819.0,4.0
95,How Do You Fall in Love,['Alabama'],0o4ctC5hSR9QY4bSTxF2kU,0.444,0.218,2.0,-11.445,1.0,0.0262,0.524,7.96e-06,0.13,0.264,84.638,181427.0,4.0
96,A Bitter End (feat. Randy Rogers),"['DERYL DODD', 'Randy Rogers']",2Z0NqDDYs2678XXdbi0vuv,0.595,0.418,9.0,-8.092,1.0,0.0308,0.568,1.27e-05,0.116,0.25,138.069,218980.0,4.0
97,A Little Past Little Rock,"['Lee Ann Womack', 'Jason Sellers']",0ieL9hQJOHdlnyeOoBv768,0.438,0.557,4.0,-7.388,1.0,0.0338,0.61,1.63e-05,0.163,0.295,172.004,256400.0,4.0
98,Lean On Me,"Kirk Franklin Featuring Mary J. Blige, Bono, R. Kelly, Crystal Lewis & The Family",,,,,,,,,,,,,,
99,It's Your Song,['The Sounds Of Garth Brooks'],6bN76nfG3y4W27wtS0Rm2y,0.512,0.376,8.0,-8.696,1.0,0.0272,0.806,0.000257,0.103,0.232,136.812,238960.0,4.0
100,Kind & Generous,['Natalie Merchant'],6VrjF67WFChXh8uYYBfeRr,0.593,0.611,3.0,-6.773,1.0,0.0504,0.35,0.533,0.605,0.473,93.171,241013.0,4.0
101,Above The Clouds,"['Gang Starr', 'Inspectah Deck']",3ZBSXNYdTZVaBUQI3E2rF6,0.462,0.944,8.0,-2.938,1.0,0.315,0.312,0.000149,0.367,0.65,172.33,221627.0,4.0
102,Keep Ya Head Up,['2Pac'],3WBmup4UQrVUgpFbRGnSls,0.541,0.774,4.0,-6.108,1.0,0.48,0.15,0.0,0.448,0.622,172.361,263200.0,4.0
103,Meet Virginia,['Train'],4ocbH5ZJqajZIpUrqRUoue,0.675,0.553,7.0,-7.775,1.0,0.0486,0.0863,7.58e-06,0.118,0.594,90.02,239933.0,4.0
104,What's It Gonna Be?! (feat. Janet Jackson),"['Busta Rhymes', 'Janet Jackson']",0FpLfrOyHblbDlHUsrPN1N,0.797,0.934,1.0,-4.507,1.0,0.0926,0.204,0.0,0.119,0.519,116.438,324400.0,4.0
105,Stolen Car - Alternate Version - 1979,['Bruce Springsteen'],0y2DBEp460zmIdothHGaXJ,0.568,0.41,7.0,-9.942,1.0,0.0326,0.171,3.38e-06,0.154,0.407,96.021,266333.0,4.0
106,Everybody Needs Somebody to Love,['Solomon Burke'],4NL8D4RQsC6ux6eI3m3Lg5,0.629,0.543,8.0,-9.185,1.0,0.045,0.145,0.0,0.116,0.858,75.519,166067.0,4.0
107,For Heaven's Sake,['Tina Brooks'],31vsaXUVNgv87tTnlE2ogK,0.515,0.0801,3.0,-16.888,1.0,0.0395,0.977,0.26,0.0883,0.217,119.104,364640.0,4.0
108,Space Lord,['Monster Magnet'],3twKuUTPH239GCSPdRfmgY,0.634,0.737,10.0,-7.104,1.0,0.0354,0.000186,0.635,0.119,0.379,95.811,355973.0,4.0
109,"Money, Power & Respect (feat. DMX & Lil' Kim)","['The LOX', 'DMX', ""Lil' Kim""]",3MbBa8FMMgp9D39s7Cozl9,0.706,0.747,9.0,-3.901,0.0,0.286,0.00533,0.0,0.204,0.505,95.547,270493.0,4.0
110,I Don't Want To Set The World On Fire,['The Ink Spots'],777zXDJpBufzttU4AJ2dGO,0.445,0.146,5.0,-16.064,1.0,0.0333,0.962,1.05e-05,0.249,0.332,86.637,181067.0,4.0
111,Blue (Da Ba Dee) - Gabry Ponte Video Edit,"['Eiffel 65', 'Gabry Ponte']",7lMIJ4EFWRVoAIPDpeGyM3,0.829,0.965,7.0,-11.498,0.0,0.0598,0.227,0.000122,0.466,0.729,127.999,219618.0,4.0
112,Suavemente,['Elvis Crespo'],7cpFmkNmh3MM0WqXPSbs9f,0.811,0.88,8.0,-2.972,1.0,0.0628,0.254,0.00146,0.0475,0.915,124.12,267000.0,4.0
113,Find a Way,['A Tribe Called Quest'],2MAaiV0bbeq4FpSwPe2rR8,0.773,0.581,8.0,-8.466,1.0,0.432,0.0352,0.0,0.485,0.711,94.093,203067.0,4.0
114,Ray of Light,['Madonna'],4Fpsa3pYc3gozrxHRRPvR6,0.561,0.909,3.0,-7.878,1.0,0.0312,0.00118,0.46,0.0713,0.71,127.172,320693.0,4.0
115,My Favourite Game,['The Cardigans'],0Ui05Ov0s4PnRc4JI3Pilg,0.586,0.777,5.0,-6.185,0.0,0.0303,4.78e-05,0.00147,0.0729,0.424,143.339,220468.0,4.0
116,Merry X-Mas Everybody,['Die Roten Rosen'],3lWURzw4s0RAiYcHDj9wuT,0.341,0.975,7.0,-2.688,1.0,0.086,0.0172,0.0,0.182,0.215,144.623,199307.0,4.0
117,High School Rock-N-Roll - 2009 Digital Remaster,['Huntingtons'],2s5GsYskPnCjsH1IPu0vhQ,0.501,0.97,7.0,-4.006,1.0,0.0401,0.000559,2.93e-05,0.264,0.913,105.047,172693.0,4.0
118,Suite-Pee,['System Of A Down'],1qGmxIGEuBEkj7bft72Kh0,0.263,0.89,0.0,-2.913,1.0,0.177,0.0022,0.00348,0.306,0.286,190.389,151733.0,4.0
119,Silent Track,['Robert Earl Keen'],0o12mLSQuXFgsh4e2Kc4e5,0.0,0.0,0.0,-60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60372.0,0.0
120,The Boy Is Mine,"['Brandy', 'Monica']",6sHsXIJoEN5JpdkGMQDJxt,0.704,0.707,1.0,-6.537,0.0,0.0391,0.539,0.00106,0.318,0.761,93.145,294787.0,4.0
121,Come On>Wipe Out Soundcheck - Bonus Track,['Phish'],3chr9q6lyAgXUwtar2p8od,0.328,0.806,9.0,-7.3,1.0,0.0435,0.762,0.193,0.123,0.887,86.765,447333.0,4.0
122,La Pareja Ideal,['Marisela'],6HTBhdYFWi1wIGbm7dV7iV,0.625,0.249,4.0,-17.53,1.0,0.0399,0.623,1.1e-06,0.083,0.52,143.44,213507.0,4.0
123,U.N.K.L.E. Main Title Theme,['UNKLE'],6hyfOjeKQijysoLlNF4IME,0.644,0.905,1.0,-6.352,1.0,0.0568,0.00565,0.673,0.637,0.964,148.961,204027.0,4.0
124,Thundercrack - Studio Outtake - 1973,['Bruce Springsteen'],7vCdnd3OhjCcOOFWIqcBNZ,0.34,0.918,7.0,-6.828,1.0,0.117,0.103,0.0015,0.528,0.548,131.687,505173.0,4.0
125,Hit 'Em Up - Single Version,"['2Pac', 'Outlawz']",0Z2J91b2iTGLVTZC4fKgxf,0.916,0.844,7.0,-3.967,1.0,0.236,0.0394,0.0,0.0778,0.586,95.19,312627.0,4.0
126,De Qué Sirvió,['El Poder Del Norte'],2pDoCPfvoR5CE8AUH6JT2l,0.483,0.54,2.0,-8.015,1.0,0.112,0.342,0.0,0.311,0.867,178.485,177440.0,4.0
127,Ojos Así,['Shakira'],4EDfdYJ7mqXRoWAqzF1PVO,0.717,0.952,6.0,-4.902,1.0,0.0481,0.15,0.0,0.166,0.665,126.993,235733.0,4.0
128,Tuesday's Gone,['Metallica'],3kjrWJMt1j9nl3favBZQIH,0.457,0.599,8.0,-5.693,1.0,0.0273,0.0115,3.41e-06,0.709,0.31,136.102,545733.0,3.0
129,Moscas en la Casa,['Shakira'],1j5NOlhczuiPnZdT6aovgY,0.802,0.313,0.0,-12.157,1.0,0.0288,0.714,1.16e-05,0.111,0.487,104.931,211907.0,4.0
130,It's Not Right But It's Okay,['Whitney Houston'],7861kBrZ5aw7o4NfggcyYW,0.805,0.802,1.0,-7.076,1.0,0.1,0.162,0.000883,0.0698,0.531,127.924,292400.0,4.0
131,Si Te Vas,['Shakira'],7Apo6o7oxgFyXaSmdx6NHN,0.677,0.897,2.0,-5.458,1.0,0.0393,0.0431,0.0,0.264,0.828,107.78,210267.0,4.0
132,Nunca Te Olvidaré,['Enrique Iglesias'],0UjtkXe54YuY5SMwXYjkvq,0.364,0.515,4.0,-5.643,1.0,0.0297,0.814,1.84e-06,0.134,0.277,89.737,264160.0,4.0
133,Il gatto e la volpe,['Edoardo Bennato'],5EQID6iARceXqIl6bKB4rT,0.638,0.853,6.0,-8.291,0.0,0.0417,0.259,0.0,0.0711,0.962,95.678,178000.0,4.0
134,Money Ain't a Thang (feat. Jay-Z),"['Jermaine Dupri', 'JAY-Z']",12LjNmRrdzhTn1vMcxN81m,0.854,0.738,6.0,-7.284,0.0,0.244,0.0581,0.0,0.106,0.847,100.0,254253.0,4.0
135,Los Caminos De La Vida,['La Tropa Vallenata'],1layZXCAmJ84fi21OmnTt5,0.624,0.698,2.0,-6.262,0.0,0.03,0.384,0.0,0.114,0.946,151.519,291133.0,4.0
136,When You Believe - from The Prince of Egypt,"['Whitney Houston', 'Mariah Carey']",0JN7vUgUolHGHFrOR8xk7S,0.436,0.391,1.0,-9.62,0.0,0.0326,0.554,0.0,0.12,0.126,125.354,272893.0,4.0
137,I Believe I Can Fly,['R. Kelly'],2RzJwBCXsS1VnjDm2jKKAa,0.55,0.444,7.0,-7.588,1.0,0.0292,0.241,0.0,0.187,0.0438,120.179,320667.0,4.0
138,Strange Brew (Instrumental),['Rascalz'],6VmHokfU92amJYI2e2OjTR,0.664,0.466,7.0,-15.426,1.0,0.0616,0.0497,0.924,0.101,0.669,87.996,48093.0,4.0
139,Softest Place On Earth,['Xscape'],19asXa48FNoDzO8PaQm9MN,0.773,0.309,7.0,-8.5,0.0,0.0339,0.415,0.00014,0.111,0.42,128.105,256720.0,4.0
140,Mary Queen Of Arkansas - Demo Version - 1972,['Bruce Springsteen'],6XdcBXiqJIOiVCH8BWbMmH,0.43,0.104,7.0,-15.522,1.0,0.0445,0.847,0.0,0.208,0.336,135.674,266893.0,3.0
141,Mas Zacate,['El Chicano'],1uhFzHu7VjlvO8P5Aq96OH,0.681,0.797,2.0,-8.484,0.0,0.0428,0.674,0.528,0.604,0.872,131.435,341420.0,4.0
142,"Aloha, It's You - 2009 Digital Remaster",['Huntingtons'],7HKEi7QVbqjwpDP45zbiud,0.37,0.967,4.0,-3.823,1.0,0.0531,4.85e-05,0.00447,0.219,0.784,152.123,168987.0,4.0
143,All In the Family (feat. Fred Durst),"['Korn', 'Fred Durst']",7yYvvOB7CuzdVldb6zOk1m,0.658,0.849,7.0,-7.577,1.0,0.109,0.0012,0.0,0.0415,0.609,92.807,288973.0,4.0
144,Take My Soul - Bonus Track,['Woodie'],6Ob1AT8EylF3007JpzBjRf,0.723,0.746,6.0,-3.883,0.0,0.175,0.446,0.0,0.147,0.571,87.002,266307.0,4.0
145,Ojos Negros,['El Coyote Y Su Banda Tierra Santa'],438LdN72OnqCv46ZzHtcwC,0.572,0.464,3.0,-9.606,1.0,0.0367,0.508,3.72e-05,0.0415,0.99,139.155,152093.0,4.0
146,Suffragette City - Bonus Track,['Turbonegro'],39xJkzHABe6fFYoymDnEHn,0.435,0.959,9.0,-5.462,0.0,0.0644,0.00955,0.0,0.91,0.331,148.958,172853.0,4.0
147,Por Que Te Conocí,['Los Temerarios'],5scw7DWTRzsKzeA05QtCQB,0.651,0.553,2.0,-10.1,1.0,0.0269,0.393,0.00691,0.154,0.607,88.095,244693.0,4.0
