,track,artist,spotify_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
47,"The Heat Is On - From ""Beverly Hills Cop"" Soundtrack",['Glenn Frey'],0PXw9NKvolWTo7U9JkNzmc,0.622,0.865,7.0,-6.369,1.0,0.0531,0.0167,2.34e-05,0.0692,0.87,149.706,227800.0,4.0
48,Sugar Walls,['Sheena Easton'],4kVE7IVF3ZlD1d7k08dmVY,0.744,0.55,10.0,-12.689,1.0,0.0554,0.0746,4.2e-05,0.0353,0.853,126.51,241600.0,4.0
49,The Old Man Down The Road,['John Fogerty'],0tkfgenYMiMQPIma894lgc,0.768,0.809,9.0,-5.816,1.0,0.0289,0.0271,0.000633,0.0584,0.737,133.838,214093.0,4.0
50,Stranger In Town,['TOTO'],4wcrWfOjVNYoznqCKfu9d1,0.599,0.667,2.0,-16.013,0.0,0.0329,0.0957,0.474,0.101,0.762,154.917,287067.0,4.0
51,We Are the Young,['Dan Hartman'],4R9PY7rOJuI5lWAK73lTaD,0.661,0.898,1.0,-6.234,1.0,0.0419,0.000832,2.93e-06,0.0686,0.627,115.046,257733.0,4.0
52,The Stars (Are Out Tonight),['David Bowie'],3IBO8J40fBC3n1KW8NhVap,0.515,0.841,6.0,-4.983,0.0,0.0352,0.00647,0.0,0.135,0.765,135.925,237133.0,4.0
53,Missing You,['Diana Ross'],0jVfjWK9DUc5ShqwwPADyp,0.644,0.355,4.0,-11.41,0.0,0.0366,0.658,0.00116,0.0485,0.187,86.822,245347.0,4.0
54,"Make No Mistake, He's Mine",Barbra Streisand With Kim Carnes,,,,,,,,,,,,,,
55,Walking On A Thin Line,['Huey Lewis & The News'],1OU4uVYuoUOHfwriMnS1Km,0.673,0.601,2.0,-8.606,1.0,0.0308,0.00086,6.77e-05,0.103,0.679,128.242,310667.0,4.0
56,Mr. Telephone Man,['New Edition'],4DiNls6kFmF1ZittKsPsTc,0.727,0.45,2.0,-13.32,1.0,0.0291,0.127,0.0,0.0544,0.895,94.039,239160.0,4.0
57,Better Be Good to Me - 2015 Remaster,['Tina Turner'],4N5HyZ1PlXuP6sryIa4hOQ,0.748,0.722,8.0,-6.499,1.0,0.0347,0.0344,0.0164,0.0857,0.835,120.678,312387.0,4.0
58,Lover Girl,Teena Marie,,,,,,,,,,,,,,
59,This Masquerade - 2015 GH Version,['George Benson'],7GkaclZPWxJujsylkMetsW,0.47,0.296,0.0,-14.146,0.0,0.0356,0.155,1.61e-05,0.0878,0.539,180.696,196920.0,4.0
60,Ti Amo,['Laura Branigan'],6B4bbxgcToDVMkw92Oj356,0.578,0.519,5.0,-11.897,1.0,0.0297,0.425,0.0,0.141,0.638,184.358,254333.0,3.0
61,Tragedy,John Hunter,,,,,,,,,,,,,,
62,Two Tribes,['Frankie Goes To Hollywood'],5NN5MQyE3Lo91zAEHpGa7S,0.54,0.621,7.0,-13.165,1.0,0.0369,0.00292,0.00287,0.367,0.195,130.202,208133.0,4.0
63,Do It Again,['The Kinks'],3puPysmmBdXYttI2HoyXOr,0.569,0.894,7.0,-9.171,1.0,0.0425,0.17,0.00313,0.859,0.628,131.865,248561.0,4.0
64,Treat Her Like A Lady - Single Version,['The Temptations'],71EMeSBrRJjWMJ314mPayo,0.789,0.908,0.0,-8.123,1.0,0.0433,0.141,3.7e-05,0.189,0.909,113.205,258667.0,4.0
65,Naughty Naughty,['John Parr'],614CmbuYfnNurFHO2Hrc45,0.644,0.645,9.0,-7.777,1.0,0.0363,0.00778,1.29e-06,0.0747,0.894,113.607,219933.0,4.0
66,It Ain't Enough,['Corey Hart'],3q9LRpghuXumIQLna5MZjq,0.747,0.406,2.0,-12.134,1.0,0.0302,0.499,0.000122,0.067,0.602,112.347,210027.0,4.0
67,Big in Japan,['Alphaville'],3BZGi1yUqQyCNC868AqUGG,0.748,0.414,2.0,-15.15,0.0,0.0405,0.069,0.0671,0.336,0.239,97.646,286160.0,4.0
68,Lonely School,['Tommy Shaw'],44JFvUCM9325jy7M10AKBg,0.492,0.612,7.0,-11.156,1.0,0.0328,0.187,0.0,0.08,0.412,143.748,300480.0,4.0
69,I Just Called To Say I Love You,['Stevie Wonder'],6RNDeRnWsRMjPdNVgupZCs,0.748,0.551,1.0,-9.054,1.0,0.0239,0.243,1.57e-06,0.0943,0.65,113.535,262240.0,4.0
70,Caribbean Queen (No More Love On the Run),['Billy Ocean'],4JEylZNW8SbO4zUyfVrpb7,0.79,0.649,5.0,-7.507,1.0,0.0265,0.166,8.87e-05,0.092,0.954,113.798,244427.0,4.0
71,Purple Rain,['Prince'],54X78diSLoUDI3joC2bjMz,0.367,0.452,10.0,-10.422,1.0,0.0307,0.0353,0.00228,0.689,0.189,113.066,520787.0,4.0
72,Small Town Boy,Bronski Beat,,,,,,,,,,,,,,
73,Turn up the Radio,['Autograph'],7u0b4DthVvd2F2EzCiOx0Z,0.629,0.79,2.0,-13.496,1.0,0.0429,0.0375,0.00034,0.13,0.428,110.295,278507.0,4.0
74,Eye On You,['Billy Squier'],5d0ixACDQzqeMJnOyM2vOe,0.521,0.762,0.0,-5.613,1.0,0.0474,0.187,0.000658,0.308,0.435,107.222,280776.0,4.0
75,Knocking At Your Back Door,['Deep Purple'],1VJBQdDrOblSLmoZMeh1xh,0.524,0.818,11.0,-6.701,0.0,0.0406,0.000915,4.47e-05,0.0916,0.525,121.699,425200.0,4.0
76,All Right Now - 2008 Remaster,['Rod Stewart'],3rQF4Tjg8S3qtwaX4ZOcIU,0.683,0.694,1.0,-15.984,1.0,0.0347,0.0516,0.0541,0.122,0.668,123.741,282267.0,4.0
77,I Do' Wanna Know,['REO Speedwagon'],1DXB8roW8kLNA928D4DEjU,0.459,0.926,2.0,-9.66,1.0,0.0495,0.00276,0.668,0.279,0.882,150.101,253027.0,4.0
78,Don't Stop,Jeffrey Osborne,,,,,,,,,,,,,,
79,Rockin' at Midnight - 2006 Remaster,['The Honeydrippers'],2KRL3DGRNhiKDQQA50MLS6,0.487,0.789,9.0,-8.112,1.0,0.108,0.0515,4.25e-05,0.329,0.843,161.759,359853.0,4.0
80,The Greatest Gift Of All,Kenny Rogers & Dolly Parton,,,,,,,,,,,,,,
81,Desert Moon,['Dennis DeYoung'],3MzjEIe5pjA1gFgS95bkdN,0.571,0.634,2.0,-6.146,1.0,0.0246,0.383,1e-05,0.313,0.328,106.784,368800.0,4.0
82,Hard Habit to Break - 2006 Remaster,['Chicago'],3Tows9RnoAq9CmMJaII2cO,0.584,0.612,2.0,-5.833,1.0,0.0283,0.448,0.0,0.171,0.402,81.182,283733.0,4.0
83,Had A Dream (Sleeping With The Enemy),['Roger Hodgson'],37yEfFkY54AijZUjDv0gAl,0.562,0.702,0.0,-11.913,1.0,0.0291,0.304,0.000479,0.391,0.414,132.904,506147.0,4.0
84,Yo' Little Brother,['Nolan Thomas'],1g03xauno5osqJQoqVdqdx,0.69,0.898,9.0,-6.82,0.0,0.0514,0.00568,0.000199,0.0503,0.876,104.868,321360.0,4.0
85,Fools Like Me,Lorenzo Lamas,,,,,,,,,,,,,,
86,Taxi Dancing,Rick Springfield With Randy Crawford,,,,,,,,,,,,,,
87,Catch My Fall - Edit,['Billy Idol'],6vrQiNJDkGyKzxlNCQGwNo,0.669,0.783,7.0,-5.943,1.0,0.0288,0.0102,0.0375,0.223,0.676,131.473,224333.0,4.0
88,Tears,['John Waite'],4yJwYm8Y9fKXD0Pjf9lWYh,0.464,0.648,0.0,-8.342,1.0,0.0306,0.004,0.0,0.159,0.581,124.215,238667.0,4.0
89,Eat My Shorts,Rick Dees,,,,,,,,,,,,,,
90,What About Me?,Kenny Rogers With Kim Carnes & James Ingram,,,,,,,,,,,,,,
91,Amnesia,['Shalamar'],3CPhEq3J4WGfrZdCGhjRN7,0.476,0.548,10.0,-12.708,0.0,0.0398,0.00128,1.24e-05,0.3,0.735,80.319,336133.0,4.0
92,Let It All Blow - Special Disco Remix,"['Dazz Band', 'Graeme Park']",6swDbMpUoQ9DyHIe8QZg6E,0.806,0.584,5.0,-12.48,0.0,0.0476,3.73e-05,0.691,0.0562,0.543,115.343,410467.0,4.0
93,I Can't Drive 55,['Sammy Hagar'],1MqGKtY9L5qjPi8s7gX645,0.537,0.645,9.0,-12.362,1.0,0.0308,0.00214,3.21e-05,0.0911,0.848,133.745,254467.0,4.0
94,Friends/Five Minutes Of Funk,Whodini,,,,,,,,,,,,,,
95,I’m So Excited - Live,['The Pointer Sisters'],6o8zvk4UF8chcVMLHLvU1n,0.634,0.889,5.0,-4.997,0.0,0.0408,0.0123,1.88e-05,0.809,0.34,96.566,460653.0,4.0
96,Blue Jean - 2018 Remaster,['David Bowie'],5vrMM7hAZPQx9955euW6Jb,0.559,0.849,2.0,-6.39,1.0,0.0308,0.0401,0.33,0.131,0.822,124.608,191907.0,4.0
97,I Wanna Go Back,['Billy Satellite'],37SmgvvJ3iQWtVn9dmNyfK,0.736,0.649,10.0,-7.803,1.0,0.0273,0.291,0.00108,0.15,0.777,110.618,230173.0,4.0
98,Hands Tied,Scandal Featuring Patty Smyth,,,,,,,,,,,,,,
99,I Need You Tonight,Peter Wolf,,,,,,,,,,,,,,
100,"Piano Sonata No.14 In C Sharp Minor, Op.27 No.2 -""Moonlight"": 3. Presto agitato","['Ludwig van Beethoven', 'Daniel Barenboim']",2OQzVmgl8WoNEYDdOLSEOf,0.287,0.0855,6.0,-24.19,0.0,0.0481,0.992,0.888,0.105,0.114,156.795,461400.0,4.0
101,El Uy Uy Uy,['Los Liricos De Teran'],13llGu3KZxVTMGpPrYK1Ya,0.594,0.754,2.0,-6.869,1.0,0.112,0.353,2.71e-06,0.202,0.818,204.589,169533.0,4.0
102,Androgynous,['The Replacements'],3fnL2JDgy4QD04araOl0eY,0.476,0.361,11.0,-9.312,1.0,0.0287,0.518,0.0,0.0817,0.389,106.484,190853.0,4.0
103,Sunset Grill,['Don Henley'],4I9AA9H57ySNSv1ZPinL4D,0.557,0.577,8.0,-12.175,1.0,0.027,0.0796,2.31e-05,0.0604,0.445,91.877,379000.0,4.0
104,Que Se Me Acabe la Vida,['José Alfredo Jimenez'],0zTJ0TG9dMqiZQlrMTeQGU,0.648,0.198,2.0,-16.81,1.0,0.0491,0.948,0.0,0.289,0.751,93.721,129840.0,4.0
105,Why Not Me,['The Judds'],6BkK5Dsu1kTne7Cn6EyYex,0.732,0.667,10.0,-9.278,1.0,0.0278,0.502,4.07e-06,0.0524,0.727,125.6,211267.0,4.0
106,Love Is Alive,['The Judds'],2cD3pqgT9Yn4GUcGflMYdk,0.698,0.381,4.0,-11.281,1.0,0.0291,0.233,8.51e-06,0.106,0.365,86.302,238507.0,4.0
107,Motorhead - Live Single Version,['Motörhead'],4XJw56py5bsVOXhxqGrkMb,0.313,0.998,10.0,-5.863,0.0,0.145,9.1e-05,0.762,0.446,0.0364,114.288,215000.0,4.0
108,Hot for Teacher - 2015 Remaster,['Van Halen'],6QDbGdbJ57Mtkflsg42WV5,0.552,0.947,2.0,-4.671,1.0,0.15,0.000652,0.00025,0.0637,0.465,127.631,282747.0,4.0
109,Intaha Ho Gai Intezar Ki,"['Kishore Kumar', 'Asha Bhosle']",6eVk7jmEp8aObKsjZwkaCe,0.399,0.509,4.0,-11.425,0.0,0.0725,0.786,0.000216,0.79,0.406,138.679,529733.0,4.0
110,Ku Klux Klan,['Steel Pulse'],1ViW8CWCiUff8iwlSpeI1r,0.737,0.504,9.0,-12.201,0.0,0.238,0.0143,0.0,0.0543,0.825,130.56,215027.0,4.0
111,D.'s Car Jam / Anxious Mo-Fo,['Minutemen'],7uZoHcTmsCn73ed2NedThJ,0.63,0.801,9.0,-11.681,1.0,0.0819,0.244,0.174,0.342,0.76,115.609,80067.0,4.0
112,Presiento Que Voy A Llorar,['Los Bukis'],0gYnWBpArbOOokGLDDhzyG,0.51,0.438,0.0,-13.645,1.0,0.0697,0.0761,0.0,0.0665,0.4,82.344,206440.0,4.0
113,All My Rowdy Friends Are Coming Over Tonight,"['Hank Williams, Jr.']",7h7XMOl4r8WzehsUlHyuO1,0.607,0.904,2.0,-7.693,1.0,0.0435,0.13,0.0,0.134,0.877,146.831,178840.0,4.0
114,Te Quiero Mucho Mucho (with Juan Gabriel),"['Rocío Dúrcal', 'Juan Gabriel']",4koXm74ALPcI3eZJUJ7OkE,0.836,0.245,5.0,-15.488,1.0,0.0472,0.428,9.78e-05,0.12,0.823,133.466,214800.0,4.0
115,Xácara Das Bruxas Dançando,['Trovante'],1fOHthnZgKlxeiD0Hxc5IM,0.384,0.543,7.0,-8.766,1.0,0.0486,0.211,1.44e-05,0.229,0.579,101.266,246973.0,4.0
116,Accept Yourself - David Jensen Session 25/08/83,['The Smiths'],1PhnGug15WBUZZUEp7DDY8,0.525,0.848,11.0,-7.835,0.0,0.0577,0.000395,0.00607,0.0491,0.766,145.08,243480.0,4.0
117,"Please, Please, Please, Let Me Get What I Want - 2011 Remaster",['The Smiths'],6BrMEbPSSj55nQhkgf6DnE,0.241,0.468,2.0,-9.579,1.0,0.0272,0.534,0.0,0.161,0.451,91.581,112707.0,3.0
118,"Holding Out for a Hero - From ""Footloose"" Soundtrack",['Bonnie Tyler'],734Bm0wCyh215uaDkq1Aq0,0.577,0.83,9.0,-9.833,0.0,0.0409,0.0162,4.66e-06,0.0815,0.856,149.69,350160.0,4.0
119,Yo no te pido la luna (Non voglio mica la luna),['Daniela Romo'],09uE7kHv2ESkvtInKugpGM,0.699,0.906,1.0,-4.593,1.0,0.0483,0.241,0.0,0.298,0.666,121.848,236453.0,4.0
120,Lobo-hombre en París,['La Unión'],4akYOw6ZJu7WIbZViLrJqc,0.602,0.952,9.0,-5.195,1.0,0.0628,0.0162,4.92e-05,0.112,0.75,146.287,232160.0,4.0
121,Usted Qué Haría?,['Diego Verdaguer'],5VKymQ4msDNpFgDnFhIxau,0.606,0.882,10.0,-8.439,0.0,0.0426,0.145,1.29e-05,0.0974,0.966,180.056,177894.0,4.0
122,Ni tú ni nadie,['Alaska Y Dinarama'],7LpS82vPDLgZAHWRtWBBRj,0.601,0.677,7.0,-10.564,1.0,0.0285,0.519,2.77e-06,0.153,0.677,137.813,217000.0,4.0
123,Just Got Lucky,['Dokken'],1m9m4VSZARFtAz69I0Bke0,0.435,0.929,6.0,-7.125,0.0,0.0896,0.00182,0.000382,0.303,0.318,138.345,274840.0,4.0
124,I Wanna Be Somebody,['W.A.S.P.'],6w8dBm5KlXxWejYrbGS1EJ,0.285,0.825,1.0,-7.049,0.0,0.0466,0.000826,0.0,0.268,0.516,164.611,223533.0,4.0
125,Back on the Chain Gang - 2007 Remaster,['Pretenders'],4cMHCRLPNoEbpnl2rz6GS9,0.598,0.901,2.0,-6.081,1.0,0.0359,0.116,0.0401,0.178,0.814,153.24,231120.0,4.0
126,Mack The Knife,"['Frank Sinatra', 'Quincy Jones']",23UbRcbWIsgqDDAExRJqS1,0.596,0.615,1.0,-10.158,1.0,0.0396,0.381,0.0,0.303,0.565,138.396,292240.0,4.0
127,Little Wing,['Stevie Ray Vaughan'],5XNpdKmlLJPUbwKQceX2tW,0.475,0.383,1.0,-14.202,1.0,0.0375,0.362,0.749,0.0728,0.524,114.709,408480.0,4.0
128,This Charming Man - 2011 Remaster,['The Smiths'],1FvDJ9KGxcqwv1utyPL3JZ,0.611,0.846,11.0,-5.9,1.0,0.0436,0.00509,0.0,0.0784,0.751,103.912,162920.0,4.0
129,Xikito,['Oskorri'],0mYzq19tYoBiIrPBi8bElg,0.719,0.478,0.0,-15.323,1.0,0.075,0.785,1.05e-06,0.0533,0.789,99.067,178987.0,3.0
130,"Hungarian Dance No. 5 in G Minor, WoO 1 No. 5 (Orch. Schmeling)","['Johannes Brahms', 'Wiener Philharmoniker', 'Claudio Abbado']",2oLjhx7w8Hyd3gry9cCXr7,0.358,0.167,7.0,-16.0,0.0,0.0354,0.899,0.96,0.103,0.601,144.561,138707.0,4.0
131,The Killing Moon,['Echo & the Bunnymen'],7tdvokSd2kWNqgiLdtMyam,0.587,0.79,7.0,-7.054,1.0,0.028,0.015,0.00112,0.341,0.756,124.118,345800.0,4.0
132,Te Esperare,['Los Bukis'],1ZkaPQZDV7Mv9lm4OIz4HH,0.164,0.494,7.0,-12.81,1.0,0.0393,0.0938,9.18e-05,0.35,0.584,180.491,219613.0,4.0
133,I Lost On Jeopardy,"['""Weird Al"" Yankovic']",022XE9RZVU3a9nULENXfnm,0.887,0.769,0.0,-9.15,0.0,0.0497,0.347,8.79e-06,0.0507,0.836,113.262,208933.0,4.0
134,Jam On It - 12-Inch Vocal,['Newcleus'],0tfTutKYlmP5HNu3WGImI9,0.843,0.829,1.0,-4.685,0.0,0.054,0.00221,0.0427,0.0921,0.359,115.842,479093.0,4.0
135,Xamba,['Ricardo Silveira'],4LEofBosCyVX6fCV0WuOtn,0.668,0.457,1.0,-11.352,0.0,0.033,0.929,0.906,0.17,0.528,128.469,197240.0,4.0
136,At War With Satan,['Venom'],6QaGCSR5UDWAVFA1QyNw0d,0.237,0.893,7.0,-12.492,1.0,0.111,0.000228,0.322,0.308,0.104,139.282,1193560.0,4.0
137,A Strange Place (The Alezby Inn),['The Egyptian Lover'],7iQbKvqVnLEURw2aJrCLx9,0.939,0.692,0.0,-10.891,1.0,0.0738,0.0784,0.098,0.1,0.757,120.961,353240.0,4.0
138,Last Christmas,['Wham!'],2FRnf9qhLbvw8fu4IBXx78,0.735,0.478,2.0,-12.472,1.0,0.0293,0.189,2.48e-06,0.355,0.947,107.682,262960.0,4.0
139,Adagio For Strings And Organ In G Minor,"['Tomaso Albinoni', 'Berliner Philharmoniker', 'Herbert von Karajan', 'David Bell', 'Leon Spierer']",7bvuOKIFqMyRSkLozmaoRg,0.0781,0.0462,0.0,-23.246,0.0,0.0365,0.559,0.863,0.188,0.0343,81.291,708933.0,4.0
140,The Beautiful Ones,['Prince'],1BNtFSws7fjbn9aVBPA79j,0.548,0.414,5.0,-12.074,1.0,0.0355,0.0923,0.0049,0.0809,0.514,143.407,313960.0,4.0
141,3 Gymnopédies: No. 1 in D Major: Lent et douloureux,"['Erik Satie', 'Pascal Rogé']",4nd6FMCfNFWkbi2dnsf5I3,0.425,0.00472,7.0,-37.89,1.0,0.0479,0.996,0.953,0.0985,0.484,81.93,190560.0,3.0
142,Cinnamon And Clove,['Zoot Sims'],2b7MOOkGI8gCwXUXKG9A8j,0.471,0.438,9.0,-12.776,0.0,0.0293,0.558,0.000271,0.146,0.299,104.438,345773.0,4.0
143,Dancing In the Dark,['Bruce Springsteen'],7FwBtcecmlpc1sLySPXeGE,0.527,0.942,1.0,-5.64,0.0,0.0366,0.0115,0.0,0.188,0.495,148.723,241307.0,4.0
144,Elvis Presley And America - Remastered 2009,['U2'],3tF8QmI7HtceDBUdOuZHr6,0.472,0.79,8.0,-10.912,1.0,0.242,0.013,0.000638,0.125,0.531,91.435,383000.0,4.0
