,billboard_track,spotify_track,billboard_artist,spotify_artist,spotify_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
139,,Ain't Nobody,,['Chaka Khan'],2NVpYQqdraEcQwqT7GhUkh,0.8,0.878,1.0,-7.109,1.0,0.0434,0.189,0.000104,0.14,0.816,104.282,280853.0,4.0
140,,Quintessence - Remastered,,['Warne Marsh'],2CMmZJwUiiQXVro8lDB7ZE,0.57,0.165,0.0,-16.408,0.0,0.0389,0.804,0.000911,0.236,0.591,76.368,256133.0,4.0
141,,Killing Me Softly With His Song,,"['Fugees', 'Ms. Lauryn Hill']",0Q0IVlqMV64kNLlwjPj0Hl,0.765,0.29,4.0,-17.117,0.0,0.139,0.0279,0.0,0.571,0.506,92.409,298773.0,4.0
142,,A Thin Line Between Love & Hate (feat. Shirley Murdock),,"['H-Town', 'Shirley Murdock']",1ZQndK2NBHKKOaS8n1CTGP,0.549,0.446,0.0,-7.807,1.0,0.258,0.536,0.0,0.0442,0.511,122.431,300000.0,4.0
143,,Cold To The Touch - Bonus Track,,['The Brian Jonestown Massacre'],43NpKkueWyCJ01FCg3sHbE,0.384,0.592,4.0,-8.84,1.0,0.0248,0.0382,0.553,0.127,0.462,87.251,202160.0,4.0
144,,Me and You and a Dog Named Boo,,['Lobo'],6a0AGYos2HgtQNgMeDqEfC,0.628,0.603,6.0,-10.286,1.0,0.0312,0.178,1.73e-05,0.0686,0.951,120.782,177933.0,4.0
145,,Lie in Our Graves,,['Dave Matthews Band'],3R8APSFlJuawCg1qi5Ed3E,0.556,0.752,2.0,-8.787,1.0,0.0341,0.142,0.157,0.102,0.677,111.042,342040.0,4.0
146,,Happy Xmas (War Is Over),,['Jimmy Buffett'],1fNWRW6EaW1fChUFZXVObQ,0.516,0.569,9.0,-7.718,1.0,0.0259,0.392,1.54e-06,0.162,0.292,143.48,344427.0,3.0
147,,Everything You Know Is Wrong,,"['""Weird Al"" Yankovic']",3bEIbBCkFaqzvtWjKdQ74c,0.609,0.928,2.0,-6.777,1.0,0.0463,0.024,0.0,0.0324,0.852,161.045,227480.0,4.0
148,,No Lo Soñe - Version Acustico,,['Diego Torres'],0PtDK53VHghWc7ID1ykrj3,0.627,0.225,5.0,-10.826,1.0,0.0432,0.768,0.0,0.106,0.589,96.953,284707.0,4.0
149,,Frere Jacques,,['Raffi'],0kpQxd2YgT9DQ7a7keVKJq,0.712,0.0741,2.0,-15.38,1.0,0.0433,0.851,0.0,0.156,0.784,117.993,65187.0,4.0
150,,The Beautiful People,,['Marilyn Manson'],2aIB1CdRRG7YLBu9hNw9nR,0.621,0.834,10.0,-10.068,0.0,0.0557,0.000779,0.456,0.0611,0.937,143.973,218827.0,4.0
151,,Only You (feat. The Notorious B.I.G. & Mase) - Bad Boy Remix,,"['112', 'The Notorious B.I.G.', 'Mase']",6zOg9gP62RJSsKFeOBAgvH,0.764,0.525,8.0,-5.969,1.0,0.048,0.0296,0.0,0.0993,0.787,95.813,289413.0,4.0
152,,"The Gangsta, The Killa And The Dope Dealer",,['Westside Connection'],3p1oRfbN2RrDdSyG8S7itI,0.805,0.737,11.0,-7.284,1.0,0.251,0.34,0.0,0.901,0.486,92.929,251067.0,4.0
153,,El Perdedor,,['Joan Sebastian'],7fnWTFPCOrP3Hmp7zHXq1Z,0.771,0.511,7.0,-7.028,1.0,0.04,0.718,0.0,0.235,0.684,104.296,186003.0,4.0
154,,Ain't That A Kick In The Head,,"['Dean Martin', 'Nelson Riddle']",3ZpTyU4mF3PR9jLpFA3AAC,0.661,0.311,4.0,-9.549,0.0,0.0701,0.458,0.0,0.233,0.702,132.008,145800.0,4.0
155,,Pawn Shop,,['Sublime'],4DXrhZ4tF3BeVm2aLdhdKG,0.637,0.505,0.0,-6.219,1.0,0.043,0.00839,0.00533,0.147,0.589,145.288,365560.0,4.0
156,,If I Ruled the World (Imagine That) (feat. Lauryn Hill),,"['Nas', 'Ms. Lauryn Hill']",5PQmSHzWnlgG4EBuIqjac2,0.879,0.564,10.0,-7.682,0.0,0.247,0.0474,9.43e-06,0.0519,0.523,93.908,282373.0,4.0
157,,Where Have All the Cowboys Gone?,,['Paula Cole'],2ck13qfgRZ1msyEJlDqzvk,0.588,0.826,11.0,-6.182,0.0,0.0569,0.0351,0.0,0.454,0.621,129.021,263653.0,4.0
158,,Little Darlin',,['The Diamonds'],7ycFNferNuk6wAjBa0vWvl,0.631,0.587,6.0,-11.402,1.0,0.042,0.536,0.29,0.333,0.664,152.851,129333.0,4.0
159,,Standing Outside a Broken Phone Booth with Money in My Hand,,['Primitive Radio Gods'],5hcer4MP5GeHqtSjDYx5AC,0.725,0.614,0.0,-7.015,1.0,0.0409,0.136,0.792,0.062,0.429,95.039,336800.0,4.0
160,,Bonnie & Clyde,,['Die Toten Hosen'],2hZAJcLnFGk6V50TiD7yzm,0.308,0.904,0.0,-2.407,1.0,0.0537,0.0109,0.0,0.105,0.348,166.911,211733.0,4.0
161,,Digits,,['Jimmy Eat World'],23ovutKnjI3SY1qakMql44,0.303,0.582,2.0,-8.291,1.0,0.0512,0.0406,0.0138,0.121,0.0383,165.851,448933.0,4.0
162,,It's a Party (feat. Zhane),,"['Busta Rhymes', 'Zhané']",0Ml8PkxnlGUrrMPpJWPBc3,0.672,0.674,5.0,-8.275,0.0,0.294,0.0751,0.0,0.132,0.817,178.01,277667.0,4.0
163,,H. K. Farewell - Hidden Track,,['Placebo'],0ogyDeSw3pTFRz5BEdylVk,0.557,0.617,5.0,-11.396,1.0,0.0322,0.765,0.868,0.0887,0.578,98.469,453053.0,4.0
164,,Wypijmy za błędy,,['Ryszard Rynkowski'],0dCAeeVzkM0yjvgNxNQBIM,0.881,0.401,4.0,-11.507,0.0,0.0364,0.0438,3.45e-05,0.0872,0.83,111.968,292373.0,4.0
165,,Mi Destino Fue Quererte,,['Conjunto Primavera'],6XtlxAbFn4x2Nln8HzIwsr,0.728,0.828,10.0,-7.212,1.0,0.0396,0.368,6.39e-06,0.147,0.895,121.361,207360.0,4.0
166,,Johnny Quest Thinks We're Sellouts,,['Less Than Jake'],3Sl62Dyoh3wI3gLIJSypnb,0.42,0.921,1.0,-4.165,1.0,0.049,0.00105,0.000726,0.147,0.76,140.521,169107.0,4.0
167,,Do While ⌘X,,['Oval'],16fZFSlV2VIDcY77mVtUMI,0.308,0.251,2.0,-21.984,0.0,0.0599,0.947,0.924,0.0707,0.39,77.476,290893.0,4.0
168,,The Good Life - Live at X96 / 1997,,['Weezer'],6TB2q1nzuslLQ4Kh7dkmyW,0.62,0.411,3.0,-6.066,0.0,0.0684,0.84,0.0,0.112,0.622,134.955,253907.0,4.0
169,,"Whatz Up, Whatz Up - A-Town T.V. Track",,['Playa Poncho'],7aDqVZOBmc5PPgBXHd4cUP,0.872,0.977,2.0,-6.209,1.0,0.166,0.00484,2.21e-06,0.423,0.691,135.108,227360.0,4.0
170,,Popular,,['Nada Surf'],48sJGpBLqQTs0sZ2ImHJof,0.444,0.884,7.0,-6.104,1.0,0.119,0.00751,8.94e-05,0.116,0.296,94.82,220587.0,4.0
171,,Open Up Your Eyes,,['Tonic'],0DRh0T7UkzpnjoKtU6zVod,0.438,0.91,7.0,-6.476,1.0,0.0487,0.00637,5.57e-05,0.093,0.319,98.698,220493.0,4.0
172,,The Freshmen,,['The Verve Pipe'],21jEuMn2lf37715rwjow2M,0.571,0.505,1.0,-9.312,0.0,0.0238,0.0757,1.04e-05,0.109,0.276,99.562,269467.0,4.0
173,,One In A Million,,['Aaliyah'],6gdhHMWUv1pvkOHqCUGvCp,0.741,0.508,11.0,-5.099,0.0,0.0507,0.0347,6.45e-05,0.0602,0.354,121.965,270760.0,4.0
174,,"Intro by Zacherle - Live at Fillmore East, February 13-14, 1970",,['Grateful Dead'],5Nte7GiRzYRZpzJVw6LqoO,0.379,0.148,7.0,-31.402,1.0,0.386,0.513,8.21e-05,0.951,0.151,97.773,110800.0,4.0
175,,I'm Still In Love With You,,['New Edition'],46LEQkbfPT5x2ZanS3STg5,0.741,0.519,8.0,-4.683,0.0,0.0351,0.426,0.0,0.318,0.418,134.294,279667.0,4.0
176,,Beef Jerky,,['Cibo Matto'],5RN42ghX3LURrittZmBjVD,0.601,0.466,1.0,-12.661,1.0,0.134,0.0691,0.213,0.11,0.137,97.323,148373.0,4.0
177,,Strawberry Wine,,['Deana Carter'],5Pgwi0iizu96RHxJ4xL3SH,0.572,0.449,1.0,-6.566,1.0,0.0264,0.314,0.0,0.0301,0.207,122.632,291533.0,3.0
178,,"Stir It Up - From ""Beverly Hills Cop"" Soundtrack",,['Patti LaBelle'],6MTfCWmGgxPxAT8ttAhnaU,0.745,0.789,11.0,-6.916,0.0,0.0406,0.0823,0.0023,0.0583,0.811,104.63,218827.0,4.0
179,,Jump On It,,['Sir Mix-A-Lot'],3G1lmq2hDoJZlemVcJNFK0,0.908,0.938,2.0,-5.682,1.0,0.201,0.0691,0.0,0.799,0.751,113.974,300533.0,4.0
180,,Me Tengo Que Ir,,"[""Adolescent's Orquesta""]",3AK05RIuu30jqJ40cfOxLD,0.451,0.785,2.0,-4.701,0.0,0.0362,0.258,0.0,0.12,0.846,96.831,280189.0,4.0
181,,A Girl Like You (feat. Treach),,"['Aaliyah', 'Treach']",4HHaVaX9ixhiYJicivNEfz,0.746,0.641,11.0,-5.291,0.0,0.258,0.43,0.0,0.0787,0.637,87.064,262707.0,4.0
182,,As Long as You Love Me,,['Backstreet Boys'],00WvmRXTkPBZNhhRK3xfdy,0.775,0.816,0.0,-5.534,1.0,0.0281,0.164,0.0,0.126,0.753,98.219,214333.0,4.0
183,,Time To Say Goodbye,,"['Sarah Brightman', 'Andrea Bocelli']",3VAICuY2ax2yCLT7EhNeZE,0.237,0.476,7.0,-6.96,1.0,0.0326,0.876,0.00217,0.0962,0.391,105.54,245627.0,4.0
184,,It's A Little Too Late - 1996 Greatest Hits Version,,['Mark Chesnutt'],0D5L0ZxGyhEFTqhfiXwYxw,0.512,0.909,9.0,-7.505,1.0,0.0504,0.317,0.0,0.0681,0.791,172.975,163560.0,4.0
185,,"Helpless It Lay, Like a Worm in His Frozen Tracks",,['Judas Iscariot'],256PhZZVkiVNslN2KrDPaf,0.198,0.904,3.0,-7.971,1.0,0.0826,0.000293,0.438,0.308,0.0556,139.516,653080.0,4.0
186,,Ponte El Zarape,,['Banda Zarape'],4gZTC4RXeQMYPINO9geFta,0.837,0.704,0.0,-12.633,1.0,0.0527,0.0309,0.00483,0.125,0.838,138.016,183293.0,4.0
187,,Se Que Ya No Volveras,,['Diego Torres'],3FHQWc6FgVTNJAmdqo268D,0.589,0.52,10.0,-8.805,1.0,0.0337,0.138,0.0,0.0783,0.413,171.821,258960.0,4.0
188,,Same In The End,,['Sublime'],3kGt9uxpJzKTxwp2uJHrU5,0.638,0.864,2.0,-4.255,0.0,0.0358,0.00253,0.0,0.178,0.811,102.289,156160.0,4.0
189,,La Vie En Rose,,['Madeleine Peyroux'],1njxWb5fM5L5eEq9MyWddU,0.371,0.057,5.0,-14.804,1.0,0.042,0.974,0.0,0.113,0.33,78.842,201200.0,3.0
190,,God Bless The U.S.A. - Re-Recorded In Stereo,,['Lee Greenwood'],1MnebCPkLm11EGCnrusLPu,0.368,0.45,5.0,-7.121,1.0,0.0276,0.156,0.0,0.107,0.184,139.217,196933.0,4.0
191,,夏の終り(1996),,['Shogo Hamada'],3fH9lM2c4iBqXol75g4pvH,0.565,0.625,4.0,-11.363,1.0,0.0274,0.000675,0.000324,0.075,0.501,113.136,361067.0,4.0
192,,It's Goin' Down,,['Celly Cel'],6QdZhhQc4wYEi7amJKuWqu,0.83,0.491,6.0,-8.504,0.0,0.23,0.049,0.0,0.0548,0.812,75.186,324707.0,4.0
193,,Mystery Train,,['Zeke'],2Edy1rzZBejhGVR3WjvqZj,0.343,0.988,1.0,-2.005,0.0,0.131,0.000439,0.261,0.0742,0.203,132.942,110987.0,4.0
194,,I Can Still Make Cheyenne,,['George Strait'],7yQMZQeiSKnvEgimeGPVhi,0.585,0.39,3.0,-10.233,1.0,0.0266,0.68,0.000769,0.0919,0.237,109.514,256067.0,4.0
195,,Zum Galli,,['Eek-A-Mouse'],1Tep6sM1BNqjfP8U9liO2R,0.779,0.512,5.0,-8.428,0.0,0.0373,0.0183,0.0123,0.0868,0.763,112.549,280773.0,4.0
196,,Astro Zombies - Sessions Version/Mix-O-Lydian 1980,,['Misfits'],3gTFpVfbqG7d0pkiVNWVay,0.487,0.879,0.0,-8.788,1.0,0.0485,0.0118,0.0,0.238,0.439,106.639,135600.0,4.0
197,,Hip 2 Da Game,,['Lord Finesse'],30eW6IlBK3wCwcB8TsPXua,0.769,0.752,11.0,-6.0,1.0,0.324,0.031,2.79e-06,0.0564,0.527,90.225,243107.0,4.0
198,,Persona Ideal - Me Tengo Que Ir,,"[""Adolescent's Orquesta""]",4UHRMwbbiZ7tkeEkhyN7iB,0.527,0.59,2.0,-8.897,0.0,0.0347,0.39,0.0,0.223,0.881,96.687,279850.0,4.0
199,,A Long December,,['Counting Crows'],1tjKIXd7DYNklhVSgBxREi,0.388,0.579,5.0,-6.983,1.0,0.0286,0.472,0.00055,0.219,0.381,70.662,295067.0,4.0
