,billboard_track,spotify_track,billboard_artist,spotify_artist,spotify_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
28,You Found Me,You Found Me,The Fray,['The Fray'],4IoYz8XqqdowINzfRrFnhi,0.338,0.803,8.0,-5.412,0.0,0.0413,0.0187,0.0,0.136,0.4,151.994,241853.0,4.0
29,Better In Time,Better in Time,Leona Lewis,['Leona Lewis'],2iXBZ32Fz5VDCLeE0JIdX5,0.584,0.7,6.0,-4.251,1.0,0.0506,0.512,2.43e-05,0.13,0.549,163.953,234173.0,4.0
30,Put It On Ya,,Plies Featuring Chris J,,,,,,,,,,,,,,,
31,I Hate This Part,I Hate This Part,The Pussycat Dolls,['The Pussycat Dolls'],3tSuRiNgJmMqmYR23dCqnR,0.756,0.612,5.0,-4.371,1.0,0.0317,0.0659,0.0,0.274,0.452,111.572,218400.0,4.0
32,I'm So Paid,,Akon Featuring Lil Wayne & Young Jeezy,,,,,,,,,,,,,,,
33,Sober,Sober,P!nk,['P!nk'],733ncRLzZQT5UtSPg1QmPc,0.614,0.797,6.0,-4.896,1.0,0.0314,0.0635,0.0,0.187,0.374,90.946,251533.0,4.0
34,Untouched,Untouched,The Veronicas,['The Veronicas'],0KlahhzNb98zyN83Vwae0l,0.557,0.783,6.0,-4.893,0.0,0.234,0.0171,0.0172,0.151,0.442,177.008,255360.0,4.0
35,Viva La Vida,Viva La Vida,Coldplay,['Coldplay'],1mea3bSkSGXuIRvnydlB5b,0.486,0.617,5.0,-7.115,0.0,0.0287,0.0954,3.23e-06,0.109,0.417,138.015,242373.0,4.0
36,Shattered (Turn The Car Around),Shattered (Turn The Car Around),O.A.R.,['O.A.R.'],6jlqDfX8TQNxcaAz5oxYJA,0.572,0.783,11.0,-6.398,1.0,0.0353,0.0172,0.0,0.19,0.46,105.975,255493.0,4.0
37,Roll With Me,Roll with Me,Montgomery Gentry,['Montgomery Gentry'],048fAgdSLnAbQZG1ePSUKb,0.552,0.648,2.0,-6.71,1.0,0.0273,0.0533,0.00015,0.144,0.407,142.159,233933.0,4.0
38,I Don't Care,I Don't Care - Single Version,Fall Out Boy,['Fall Out Boy'],7ewT0nLFkMD8ONbRibePr9,0.55,0.938,11.0,-3.556,0.0,0.0522,0.00171,2.18e-05,0.555,0.433,133.99,214493.0,4.0
39,Light On,Light On,David Cook,['David Cook'],7zmqbdEqmQWgU2wOoBPG83,0.446,0.834,9.0,-4.014,0.0,0.0341,0.0794,0.0,0.114,0.363,132.034,228827.0,4.0
40,Human,Human,The Killers,['The Killers'],1sTsuZTdANkiFd7T34H3nb,0.557,0.8,10.0,-8.477,1.0,0.0601,0.00132,0.0012,0.0906,0.582,135.47,245373.0,4.0
41,Closer,Closer,Ne-Yo,['Ne-Yo'],2XbfY2O2v3xwedUJ0J2kkr,0.711,0.753,4.0,-6.461,0.0,0.0766,0.028,2.96e-05,0.152,0.588,126.051,234360.0,4.0
42,Love Remains The Same,Love Remains The Same,Gavin Rossdale,['Gavin Rossdale'],5iqk123OZlVkvSiTRiz4p5,0.406,0.632,4.0,-5.115,1.0,0.0344,0.236,0.0,0.18,0.109,149.258,249440.0,4.0
43,Decode,Decode,Paramore,['Paramore'],1ZLtE9tSJdaUiIJ9YoKHQe,0.28,0.87,10.0,-4.219,0.0,0.0592,0.000686,0.00608,0.101,0.284,164.057,261960.0,4.0
44,Crush,Crush,David Archuleta,['David Archuleta'],4wCD0qOFNRu1Q6O3N6ycm4,0.57,0.664,0.0,-4.718,0.0,0.0322,0.00836,1.2e-05,0.0719,0.487,162.084,213520.0,4.0
45,Fall For You,Fall For You,Secondhand Serenade,['Secondhand Serenade'],7lWF2mVr1KKbVnaT2nSlPo,0.387,0.442,0.0,-7.086,1.0,0.0352,0.19,0.0,0.0788,0.382,169.481,185600.0,4.0
46,Trading Places,Trading Places,Usher,['Usher'],5yC7WplXvhIHsp8NBYV5dT,0.696,0.643,0.0,-5.218,1.0,0.0447,0.000153,1.03e-05,0.156,0.332,146.005,268240.0,4.0
47,White Horse,White Horse (Taylor’s Version),Taylor Swift,['Taylor Swift'],5YL553x8sHderRBDlm3NM3,0.423,0.517,0.0,-7.377,1.0,0.0486,0.369,0.0,0.177,0.366,185.262,234516.0,4.0
48,Just Like Me,,Jamie Foxx Featuring T.I.,,,,,,,,,,,,,,,
49,Already Gone,Already Gone,Sugarland,['Sugarland'],6Gd842MwS4ySeBdQTU09sh,0.48,0.596,1.0,-5.844,1.0,0.03,0.214,1.06e-05,0.151,0.332,154.769,275867.0,3.0
50,Swagga Like Us,,Jay-Z & T.I. Featuring Kanye West & Lil Wayne,,,,,,,,,,,,,,,
51,In Color,In Color,Jamey Johnson,['Jamey Johnson'],7CNd7rjfVt74TFlcOcnZgN,0.544,0.404,3.0,-8.751,1.0,0.0354,0.391,3.98e-06,0.157,0.251,129.518,290680.0,4.0
52,Bust Your Windows,Bust Your Windows,Jazmine Sullivan,['Jazmine Sullivan'],56z2qI0gKcPthQF6l8AW3E,0.683,0.664,5.0,-4.233,0.0,0.0332,0.538,0.0,0.0671,0.866,106.991,266307.0,4.0
53,Feel That Fire,Feel That Fire,Dierks Bentley,['Dierks Bentley'],0U7Q336Pth6J3mPy736fQq,0.412,0.833,1.0,-3.865,1.0,0.0352,0.371,1.28e-05,0.208,0.669,179.846,201507.0,4.0
54,Here,Here Comes Goodbye - AC Mix,Rascal Flatts,['Rascal Flatts'],4lhajjgcICdfhRkvWj9Tud,0.458,0.585,2.0,-5.574,1.0,0.0342,0.324,0.0,0.231,0.196,145.977,245373.0,4.0
55,Cowgirls Don't Cry,,Brooks & Dunn Featuring Reba McEntire,,,,,,,,,,,,,,,
56,Country Boy,Country Boy,Alan Jackson,['Alan Jackson'],5RuCWf4bJC0rqA05b7nWfd,0.73,0.684,9.0,-10.803,1.0,0.0351,0.259,1.53e-06,0.111,0.564,139.037,246080.0,4.0
57,She Wouldn't Be Gone,She Wouldn't Be Gone,Blake Shelton,['Blake Shelton'],4UIOPiM5kNcJFUoRtdDRZa,0.51,0.683,0.0,-4.338,1.0,0.0302,0.166,0.0,0.0795,0.211,159.918,215613.0,4.0
58,Start A Band,,Brad Paisley Duet With Keith Urban,,,,,,,,,,,,,,,
59,Right Here (Departed),Right Here (Departed),Brandy,['Brandy'],06G1SCVVYRSDCFGMSnDvpv,0.568,0.682,8.0,-5.781,1.0,0.0439,0.256,0.0,0.231,0.366,92.99,217947.0,4.0
60,Mad,Mad,Ne-Yo,['Ne-Yo'],6Hn9Uc1mMNfqChXU3txNke,0.727,0.649,0.0,-5.356,1.0,0.0338,0.661,0.0,0.111,0.669,129.992,254533.0,4.0
61,Seventeen Forever,Seventeen Forever,Metro Station,['Metro Station'],1v0E30pA3wOBXuDxfsyOPa,0.569,0.793,0.0,-5.041,0.0,0.0329,0.00172,0.00054,0.136,0.687,139.979,174133.0,4.0
62,Playa Cardz Right,,Keyshia Cole Featuring 2Pac,,,,,,,,,,,,,,,
63,Don't,,Billy Currington,,,,,,,,,,,,,,,
64,God Love Her,God Love Her,Toby Keith,['Toby Keith'],2VwBhM5L7wGE4lLavyJy0L,0.551,0.919,10.0,-3.895,1.0,0.0529,0.133,8.36e-05,0.0637,0.432,125.025,216627.0,4.0
65,Keeps Gettin' Better,Keeps Gettin' Better,Christina Aguilera,['Christina Aguilera'],0j0n5CUS1g3QSwDWg8r5qq,0.645,0.697,5.0,-4.733,0.0,0.0285,0.0739,0.000842,0.575,0.25,130.001,181947.0,4.0
66,Lookin' For A Good Time,Lookin' For A Good Time,Lady Antebellum,['Lady A'],1Ec7xc3zWcd4ysMINmr9LW,0.665,0.936,7.0,-2.97,1.0,0.0544,0.0146,0.0,0.125,0.848,122.003,187320.0,4.0
67,Beautiful,,Akon Featuring Colby O'Donis & Kardinal Offishall,,,,,,,,,,,,,,,
68,Universal Mind Control,,Common Featuring Pharrell,,,,,,,,,,,,,,,
69,Second Chance,Second Chance,Shinedown,['Shinedown'],0CwYG1UnRmOx8Q1EzElCIL,0.46,0.796,0.0,-4.501,0.0,0.0333,0.00107,0.0,0.106,0.182,100.011,222067.0,4.0
70,Sex On Fire,Sex on Fire,Kings Of Leon,['Kings of Leon'],0ntQJM78wzOLVeCUAW7Y45,0.542,0.905,9.0,-5.653,1.0,0.054,0.00172,0.0104,0.136,0.374,153.398,203347.0,4.0
71,Just A Dream,Just a Dream,Carrie Underwood,['Carrie Underwood'],7g8OpS827dAYU067lZaR0L,0.526,0.781,7.0,-3.673,1.0,0.0369,0.0613,0.0,0.121,0.358,142.06,284707.0,4.0
72,She Got Her Own,,Ne-Yo Featuring Jamie Foxx & Fabolous,,,,,,,,,,,,,,,
73,My Life,,The Game Featuring Lil Wayne,,,,,,,,,,,,,,,
74,Sweet Thing,Sweet Thing,Keith Urban,['Keith Urban'],21zOTXChnP7ghgn3fVKuSF,0.621,0.888,8.0,-6.199,1.0,0.0443,0.19,1.7e-05,0.151,0.651,102.986,228187.0,4.0
75,IfULeave,,Musiq Soulchild Featuring Mary J. Blige,,,,,,,,,,,,,,,
76,"You're Gonna Go Far, Kid",,The Offspring,,,,,,,,,,,,,,,
77,Come On Get Higher,Come On Get Higher,Matt Nathanson,['Matt Nathanson'],38YgZVHPWOWsKrsCXz6JyP,0.672,0.623,9.0,-5.699,1.0,0.0297,0.241,0.0,0.0848,0.617,92.018,215173.0,4.0
78,Down The Road,Down the Road (with Mac McAnally) - Live,Kenny Chesney With Mac McAnally,"['Kenny Chesney', 'Mac McAnally']",0ftYn6m8LU4JOgLu9GkcTe,0.414,0.584,5.0,-9.245,1.0,0.0285,0.801,6.05e-06,0.617,0.579,162.887,189293.0,4.0
79,I Don't Care,,Apocalyptica Featuring Adam Gontier,,,,,,,,,,,,,,,
80,Run,Run,Leona Lewis,['Leona Lewis'],4hrAKlxfblnG7llBEEX7TR,0.285,0.462,5.0,-6.166,0.0,0.0291,0.428,5.61e-06,0.122,0.0923,142.365,314720.0,4.0
81,Let It Go,She Never Lets It Go To Her Heart,Tim McGraw,['Tim McGraw'],2u4aut0V6DOXwjuKXJowN8,0.67,0.766,9.0,-6.755,1.0,0.0252,0.0586,0.0,0.0914,0.804,111.028,186267.0,4.0
82,Dead And Gone,,T.I. Featuring Justin Timberlake,,,,,,,,,,,,,,,
83,Krazy,Krazy (Spanish Version),Pitbull Featuring Lil Jon,"['Pitbull', 'Lil Jon']",5knxa9j29AigAUHKxnB7m5,0.772,0.843,11.0,-7.061,0.0,0.058,0.0164,0.00316,0.0895,0.59,124.99,228654.0,4.0
84,What About Now,What About Now,Daughtry,['Daughtry'],3x80T4dEFK7tDFzpxA6Dml,0.358,0.836,9.0,-2.821,0.0,0.0419,0.0724,0.0,0.15,0.252,162.007,253190.0,4.0
85,Arab Money,,Busta Rhymes Featuring Ron Browz,,,,,,,,,,,,,,,
86,Broken,Broken,Lifehouse,['Lifehouse'],5f6cTFoUenDiCJDGecYiuB,0.534,0.708,11.0,-5.732,1.0,0.0402,0.089,0.0,0.192,0.488,130.639,286480.0,4.0
87,Without You,Without You,Hinder,['Hinder'],4xNfsvj9mOVnMTvHZZ8HNk,0.415,0.816,3.0,-3.831,1.0,0.0333,0.0299,2.09e-05,0.129,0.264,136.017,232267.0,4.0
88,River Of Love,River Of Love,George Strait,['George Strait'],4GWDHnXmJBZfxe3DWZcPmg,0.474,0.814,7.0,-6.875,1.0,0.0419,0.604,0.0145,0.15,0.91,79.216,195147.0,4.0
89,Turnin Me On,,Keri Hilson Featuring Lil Wayne,,,,,,,,,,,,,,,
90,Everybody Wants To Go To Heaven,Everybody Wants to Go to Heaven (with The Wailers),Kenny Chesney With The Wailers,"['Kenny Chesney', 'The Wailers']",3u0iJcNE8fHupAO2OOqGlC,0.705,0.693,11.0,-7.153,1.0,0.155,0.374,1.21e-05,0.65,0.555,137.741,252987.0,4.0
91,Poker Face,Poker Face,Lady Gaga,['Lady Gaga'],5R8dQOPq8haW94K7mgERlO,0.851,0.806,4.0,-4.62,1.0,0.0787,0.118,1.64e-06,0.121,0.787,118.999,237200.0,4.0
92,When It Hurts,When It Hurts,Avant,['Avant'],00zqTWtvCWvDtAqoLRl6Sy,0.682,0.646,11.0,-5.509,1.0,0.0839,0.376,0.0,0.0705,0.253,128.279,236213.0,4.0
93,Bad Girlfriend,Bad Girlfriend,Theory Of A Deadman,['Theory of a Deadman'],5m7on0zpnmeAXy72ANrmfU,0.504,0.957,0.0,-2.657,1.0,0.0529,0.00298,0.0,0.187,0.676,135.013,205627.0,4.0
94,Don't Trust Me,,3OH!3,,,,,,,,,,,,,,,
95,Diva,Diva,Beyonce,['Beyoncé'],5Ssv6DaKrW0HczVqx6zXdl,0.875,0.551,6.0,-6.744,0.0,0.317,0.0488,0.00728,0.0537,0.861,146.092,200613.0,4.0
96,Beep,,Bobby V Featuring Yung Joc,,,,,,,,,,,,,,,
97,Anything Goes,Anything Goes,Randy Houser,['Randy Houser'],4dJ5dViPmuNPxOnxbwY1dr,0.477,0.638,0.0,-4.77,1.0,0.0355,0.54,0.000115,0.101,0.28,139.885,184173.0,4.0
98,Rockin' That Thang,Rockin' That Thang - Album Version (Edited),The-Dream,['The-Dream'],3oJJ1dQBxiFYGMQSe2SluG,0.674,0.616,8.0,-4.757,1.0,0.0432,0.118,0.0,0.289,0.63,77.968,221933.0,4.0
99,It Won't Be Like This For Long,It Won't Be Like This For Long,Darius Rucker,['Darius Rucker'],4gzeYkzuzxuzAUTsGcdjqA,0.584,0.524,4.0,-6.001,1.0,0.0287,0.335,0.0,0.11,0.389,143.863,219000.0,4.0
100,,We're Going to the Zoo,,['Love to Sing'],3FwYeSWXlh6cnoNWD12jxa,0.778,0.433,1.0,-9.558,1.0,0.325,0.126,0.0,0.0451,0.867,175.895,155387.0,4.0
101,,I Like To Move It,,['will.i.am'],4bAFo6r2ODMDoqM5YHV2gM,0.842,0.791,7.0,-5.277,0.0,0.0437,0.428,0.0,0.0989,0.95,126.962,221467.0,4.0
102,,That Lonesome Song,,['Jamey Johnson'],3R8YbAsBsFnGIKL25s6iiO,0.524,0.403,7.0,-8.772,1.0,0.0316,0.265,3.09e-05,0.341,0.183,94.693,241720.0,4.0
103,,Touch My Body,,['Mariah Carey'],2aEuXA1KswHlCGPOuPmCOW,0.714,0.665,4.0,-7.736,0.0,0.0509,0.0996,0.0,0.226,0.842,78.515,204733.0,4.0
104,,The Way I Loved You,,['Taylor Swift'],5P4wWhUYWM0IaVYLuZxdar,0.433,0.7,5.0,-3.709,1.0,0.0336,0.0408,0.0,0.115,0.398,160.927,244227.0,4.0
105,,Rica Y Apretadita,,"['A.B. Quintanilla III', 'Kumbia All Starz', 'Melissa Jimenez']",3ivsIHt8BiLLicBoIZp8wT,0.744,0.932,6.0,-2.918,1.0,0.102,0.0944,0.0,0.41,0.932,115.354,241000.0,4.0
106,,"Goodnight, Travel Well",,['The Killers'],06G2WECaILEJFMD2CWNSiI,0.407,0.453,11.0,-10.135,0.0,0.0352,0.0202,0.452,0.104,0.0706,127.959,411373.0,4.0
107,,Go To Church,,"['Ice Cube', 'Lil Jon', 'Snoop Dogg']",3Feec7M9kLXDHag4iZcBxU,0.726,0.757,0.0,-7.155,1.0,0.191,0.0254,0.0,0.702,0.679,83.979,231933.0,4.0
108,,Still Counting,,['Volbeat'],1znGxpojJSjxZZEWA5zWva,0.309,0.919,2.0,-3.131,1.0,0.0609,0.00039,0.000225,0.423,0.322,103.891,261813.0,4.0
109,,I Don't Wanna Be In Love (Dance Floor Anthem),,['Good Charlotte'],6BLLQndvA0rLbLcIZmuuEJ,0.64,0.884,6.0,-2.609,1.0,0.0428,0.0226,0.0,0.187,0.573,124.968,244000.0,4.0
110,,Kidnap the Sandy Claws,,['Korn'],0AnicM6dcA18BIa9X2rOLM,0.577,0.936,2.0,-4.392,1.0,0.0883,0.000655,2.61e-06,0.291,0.525,129.963,217213.0,4.0
111,,Super Trouper - From 'Mamma Mia!' Original Motion Picture Soundtrack,,"['Meryl Streep', 'Julie Walters', 'Christine Baranski']",4btKuUUEjPNVD6yOKGlY9j,0.701,0.686,0.0,-5.437,1.0,0.0294,0.102,0.0,0.295,0.868,119.908,234400.0,4.0
112,,Free And Easy (Down The Road I Go),,['Dierks Bentley'],4Ng7hGdPwpINleVecBWiOO,0.557,0.825,6.0,-4.657,1.0,0.0283,0.00525,0.00164,0.177,0.841,120.017,201120.0,4.0
113,,Halo,,['Beyoncé'],3ERa3mEeOnrh2Mc47qM6T1,0.508,0.72,11.0,-5.908,0.0,0.0628,0.272,0.0,0.0563,0.472,79.983,261640.0,4.0
114,,Forever & Always,,['Taylor Swift'],1zxrcAk6eiytfavqriMcKT,0.605,0.829,10.0,-4.993,1.0,0.0549,0.0907,0.0,0.106,0.514,128.012,225333.0,4.0
115,,A Widow's Toast,,['Neko Case'],3Uw1j9ZMf1j9UTbPKBN0Hq,0.383,0.374,2.0,-9.142,1.0,0.0405,0.88,1.06e-06,0.0976,0.145,146.1,96627.0,4.0
116,,How Do You Sleep? - Radio Edit Remix,,"['Jesse McCartney', 'Ludacris']",3jkdQNkDTxxXtjSO4l0o1H,0.747,0.878,8.0,-3.533,1.0,0.0282,0.343,0.0,0.0872,0.557,106.004,208333.0,4.0
117,,Gangsta Rap Made Me Do It,,['Ice Cube'],62duQFVb51gug9ajR6Qdiz,0.81,0.745,10.0,-5.431,0.0,0.097,0.00712,2.1e-05,0.321,0.388,87.019,281653.0,4.0
118,,Esa Mujer - En Vivo,,['Tony Vega'],5gnYYnQTU1GsYlSTQw9Lvm,0.665,0.808,10.0,-5.169,0.0,0.035,0.0632,0.0,0.648,0.673,91.07,351813.0,4.0
119,,Boots On,,['Randy Houser'],7K4VxvIXXbDbaVn6ARbch1,0.713,0.887,8.0,-4.564,1.0,0.0322,0.0387,1.79e-05,0.273,0.88,112.016,170813.0,4.0
120,,I Kissed A Girl,,['Katy Perry'],005lwxGU1tms6HGELIcUv9,0.699,0.76,5.0,-3.173,1.0,0.0677,0.00223,0.0,0.132,0.696,129.996,179640.0,4.0
121,,Let It Be Me,,['Ray LaMontagne'],56AecW9Anb0CY6HpgWvcg9,0.614,0.283,0.0,-8.008,1.0,0.027,0.472,0.0,0.114,0.331,107.673,280227.0,3.0
122,,Dead And Gone,,"['T.I.', 'Justin Timberlake']",7IhsLJMqdxoo7YAZjaSMru,0.713,0.746,0.0,-4.99,1.0,0.259,0.0402,0.0,0.601,0.47,135.021,299747.0,4.0
123,,Psychosocial,,['Slipknot'],2MvIMgtWyK88OiPi0J8Dg3,0.576,0.989,2.0,-1.909,1.0,0.112,0.00252,0.0032,0.0243,0.352,135.093,283400.0,4.0
124,,Blue Side Of The Mountain,,['The Steeldrivers'],5RQsNib1m9Hxo2AIjJcdpK,0.586,0.657,9.0,-5.082,1.0,0.0286,0.631,0.00833,0.125,0.512,134.358,209413.0,4.0
125,,Damaged,,['Danity Kane'],4yHFxB8kzzeuNvoouR8N0N,0.774,0.653,8.0,-5.158,0.0,0.05,0.0912,0.0,0.151,0.818,120.01,244267.0,4.0
126,,Shakin' Hands,,['Nickelback'],4Jn9QEd4nKFPqeCdL4TsZM,0.649,0.958,0.0,-2.999,1.0,0.0509,0.000654,9.45e-05,0.319,0.845,138.039,219840.0,4.0
127,,Xilala,,['Santos Bonacci'],4Lg2Suq4PsE1o1PPN8N6xN,0.702,0.601,11.0,-6.696,0.0,0.042,0.641,0.72,0.132,0.851,90.026,155933.0,4.0
128,,La Rumba Quimbumba,,"['Grupo Kual? Dinastia Pedraza Es Grupo Kein?', 'Grupo Kien? Los Reyes Del Sabor']",02pQk9G1SnyBBVh9yOtxau,0.811,0.576,7.0,-9.001,1.0,0.0294,0.198,0.0,0.071,0.707,96.995,296680.0,4.0
129,,Zillertaler Hochzeitsmarsch,,['Zillertaler Schürzenjäger'],14m4h8KRTIZIU2yLo7zHbE,0.678,0.618,10.0,-10.759,1.0,0.0349,0.605,0.00211,0.308,0.979,121.178,144398.0,4.0
130,,If It Hadn't Been For Love,,['The Steeldrivers'],7DQjWFjaiPULrsqgsZueF3,0.49,0.445,9.0,-7.19,0.0,0.0469,0.695,1.16e-05,0.106,0.54,159.318,239640.0,4.0
131,,Just Got Started Lovin' You,,['James Otto'],4b0XF7CDpJEBAdVHMw7amV,0.705,0.606,7.0,-7.047,1.0,0.0243,0.159,0.00149,0.242,0.876,98.001,234640.0,4.0
132,,Still Not a Player (feat. Joe),,"['Big Pun', 'Joe']",5PG3h38oiQLEJlOuOvIs80,0.902,0.614,4.0,-6.529,0.0,0.289,0.184,0.000742,0.0867,0.862,94.069,236907.0,4.0
133,,Heat - Bonus Track,,['Mariah Carey'],4d59cDM5IT0lq20ndnIs4H,0.737,0.503,1.0,-6.791,1.0,0.0935,0.287,4.04e-06,0.373,0.614,84.99,214747.0,4.0
134,,Rock & Roll,,['Eric Hutchinson'],5RBx3tM9hmVJAOnSUHIWkn,0.462,0.767,10.0,-5.038,1.0,0.0686,0.0395,0.0,0.728,0.901,201.064,240320.0,4.0
135,,"Hold On, Hold On",,['Neko Case'],3S80U4lmgrsYM9Ew93Z82P,0.466,0.8,5.0,-5.016,0.0,0.0304,0.197,2.33e-06,0.321,0.43,119.33,166587.0,4.0
136,,When I Grow Up,,['The Pussycat Dolls'],21pySLskKIKrhDziCX5ojQ,0.671,0.685,11.0,-5.762,0.0,0.05,0.00165,0.0,0.398,0.368,118.449,245680.0,4.0
137,,Lights Out,,['Mindless Self Indulgence'],0YKPrW5i0gcJ9e5GNSAQti,0.629,0.889,11.0,-3.573,1.0,0.0984,0.0243,0.00109,0.0984,0.702,125.144,157240.0,4.0
138,,Te Juro Que Te Amo,,['Grupo Bryndis'],3tK2JY8quLxkEvmvKDyGo5,0.724,0.624,9.0,-8.806,1.0,0.0311,0.419,0.0468,0.186,0.923,92.751,208693.0,4.0
139,,Low (feat. T-Pain),,"['Flo Rida', 'T-Pain']",0CAfXk7DXMnon4gLudAp7J,0.918,0.609,10.0,-5.64,0.0,0.0791,0.0928,0.0,0.139,0.304,128.008,231400.0,4.0
140,,Xmas Halftime,,['Lewis Black'],0KYLs7zvoSJMdhH4HhOuUS,0.511,0.873,10.0,-9.009,0.0,0.948,0.88,0.0,0.721,0.129,77.777,185187.0,1.0
