,billboard_track,spotify_track,billboard_artist,spotify_artist,spotify_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
127,,Overjoyed,,['Stevie Wonder'],2lnQcP5hr4RKR63TFvnI4k,0.221,0.264,10.0,-17.533,1.0,0.0332,0.541,0.0,0.148,0.169,83.128,222586.0,4.0
128,,Would I Lie to You? - Remastered Version,,"['Eurythmics', 'Annie Lennox', 'Dave Stewart']",1lJZSsMoWEbrgaY6CxPMf8,0.613,0.912,2.0,-4.638,1.0,0.0328,0.0378,3.65e-05,0.52,0.733,131.968,268240.0,4.0
129,,Dime por Que Me Haces Sufrir,,['Rudy La Scala'],0us1itv3qiXgzamNVhmwdL,0.826,0.471,0.0,-12.513,1.0,0.0358,0.756,0.0074,0.071,0.961,105.302,202067.0,4.0
130,,The Killing Moon,,['Echo & the Bunnymen'],15049rGLXHwrWtE4euUb5C,0.522,0.85,7.0,-4.769,1.0,0.0361,0.132,0.0338,0.295,0.71,124.216,346280.0,4.0
131,,"Good Golly, Miss Molly",,['Little Richard'],0GvWnt7XpoHAa72mvax2Uz,0.555,0.897,7.0,-7.985,1.0,0.0483,0.617,0.00112,0.334,0.965,166.386,128867.0,4.0
132,,"Zindagi Har Kadam Ek Nai Jung Hai, Pt. 2",,"['Lata Mangeshkar', 'Shabbir Kumar']",59B6pXhPH81vbpCBMHLCiR,0.287,0.672,10.0,-8.441,0.0,0.048,0.908,0.332,0.102,0.494,135.984,319373.0,4.0
133,,All the Love in the World,,['The Outfield'],5sf1wqBZsHkpy7dPnDb7aD,0.624,0.531,4.0,-13.23,1.0,0.0408,0.0403,1.21e-06,0.0914,0.743,128.08,212240.0,4.0
134,,Đón xuân,,['Hải Lý'],7F1ngSOLpwLPwbIt223Ov4,0.452,0.547,10.0,-9.147,1.0,0.0432,0.358,1.11e-05,0.209,0.63,151.407,201427.0,4.0
135,,Entre Ella y Tú,,['José José'],2yhWQ2AlCOIl6LfAJ5mI3g,0.644,0.287,9.0,-15.456,0.0,0.0457,0.846,0.0,0.331,0.412,125.21,213493.0,4.0
136,,Desperados Waiting for a Train,,"['The Highwaymen', 'Willie Nelson', 'Johnny Cash', 'Waylon Jennings', 'Kris Kristofferson']",1OQbJRt29UGZ5d8YGjWiDK,0.607,0.2,2.0,-18.367,1.0,0.0411,0.667,0.0,0.087,0.148,146.649,276613.0,4.0
137,,Drinkin' My Baby Goodbye,,['The Charlie Daniels Band'],1KeWCjmGE74qeB3OSbB5Ax,0.536,0.907,9.0,-10.249,1.0,0.0559,0.364,5.22e-06,0.103,0.893,177.352,221707.0,4.0
138,,Stand Up,,['AC/DC'],1UBmFT0L9ilDySXuuMBfK5,0.443,0.879,9.0,-4.405,0.0,0.0416,0.0121,0.816,0.331,0.416,91.447,233320.0,4.0
139,,Dead Man's Party,,['Oingo Boingo'],2h47SG8bNphmicAll4H9RV,0.568,0.863,1.0,-10.984,1.0,0.0383,0.5,0.000137,0.246,0.923,161.261,381627.0,4.0
140,,Mama's Never Seen Those Eyes,,['The Forester Sisters'],2CpnNgpSYSjwkyXAJqHSnP,0.592,0.469,8.0,-12.276,1.0,0.0268,0.0872,0.0,0.0605,0.88,144.152,170147.0,4.0
141,,Grapefruit - Juicy Fruit,,['Jimmy Buffett'],6olmLJP2wtltkuDqxJb3KX,0.549,0.331,7.0,-16.935,1.0,0.0324,0.469,1.59e-06,0.194,0.421,129.216,176000.0,4.0
142,,Rain On The Scarecrow,,['John Mellencamp'],24iUpyUeGv6AoikfxpRofO,0.574,0.91,6.0,-3.813,0.0,0.0371,0.0261,0.00219,0.209,0.611,122.987,226227.0,4.0
143,,In Between Days - 2006 Remaster,,['The Cure'],07CyrZF9eVd02zzIse7tZA,0.541,0.83,9.0,-6.246,1.0,0.0316,0.109,0.701,0.167,0.711,142.592,177987.0,4.0
144,,Murderer - Remix,,['Helloween'],5VmEJF4G4Ic2hKZgiaACpy,0.169,0.979,0.0,-6.619,1.0,0.174,5.99e-06,0.0381,0.251,0.0345,153.567,274293.0,4.0
145,,Una Pagina Mas,,['La Nobleza De Aguililla'],4nPQ6qkUsuCJ97sWPRef7R,0.858,0.381,9.0,-12.265,1.0,0.0993,0.199,5.47e-06,0.28,0.866,104.611,153653.0,4.0
146,,Hunting High and Low,,['a-ha'],5tewIdMVsaJWN19ZnmnPNN,0.513,0.676,9.0,-6.148,0.0,0.0309,0.301,0.0,0.0864,0.311,116.592,228693.0,4.0
147,,Velvet Moon,,['Tommy Flanagan Trio'],1eQnTVNUwVaU7dXglhgCFr,0.418,0.119,8.0,-18.397,1.0,0.0358,0.966,0.914,0.128,0.296,76.249,319627.0,4.0
148,,Grandpa (Tell Me 'Bout The Good Old Days),,['The Judds'],0ogTZlmFqg5xyFCMpRAEb4,0.56,0.239,4.0,-16.732,1.0,0.0347,0.473,1.37e-05,0.0565,0.601,201.672,258333.0,4.0
149,,Barbarism Begins at Home - 2011 Remaster,,['The Smiths'],35WDTZhAwkoBF65jGTzF2O,0.533,0.793,9.0,-5.953,1.0,0.0374,0.0277,0.0429,0.327,0.91,127.397,413427.0,4.0
150,,Sergio el Bailador,,['Bronco'],3M7WBL64QOmuPiPjhySCJW,0.789,0.67,7.0,-12.263,1.0,0.0578,0.306,0.0,0.0435,0.984,89.532,169600.0,4.0
151,,Voy a Llenarte Toda,,['José José'],6RjJbVwSkEdr6UnzVUDtn4,0.316,0.415,0.0,-13.435,0.0,0.047,0.699,0.0,0.357,0.273,185.052,324573.0,3.0
152,,Everybody Wants To Rule The World,,['Tears For Fears'],4RvWPyQ5RL0ao9LPZeSouE,0.645,0.795,7.0,-12.095,1.0,0.0527,0.347,0.00389,0.104,0.535,112.067,251489.0,4.0
153,,11 Y 6,,['Fito Paez'],2PkTjm1QAJCZbJ9MqC4RqA,0.72,0.325,7.0,-16.922,1.0,0.0319,0.0756,0.0,0.308,0.318,101.3,178267.0,4.0
154,,Addicted To Love,,"['Robert Palmer', ""Eric 'ET' Thorngren""]",5izGeTxueiFX1UPFGohY9w,0.702,0.578,2.0,-13.415,1.0,0.031,0.382,5.89e-06,0.0425,0.975,111.617,363640.0,4.0
155,,Jock-O-Rama,,['Dead Kennedys'],0ZZVoJsILMNzykbGkpTooh,0.328,0.923,2.0,-7.305,1.0,0.155,0.0126,0.0,0.257,0.341,112.357,246253.0,4.0
156,,I'll Be Good,,['Rene & Angela'],2SPNs07BKygbkbf48KNFEQ,0.815,0.646,10.0,-9.784,1.0,0.0546,0.118,4.8e-05,0.0733,0.757,108.392,321067.0,4.0
157,,Mozart: Concerto For Clarinet And Orchestra In A (K. 622),,"['Jack Brymer', 'Academy of St. Martin in the Fields', 'Sir Neville Marriner']",3knvmP5DiRiLZupMzZBRap,0.107,0.0153,2.0,-27.871,1.0,0.0469,0.984,0.882,0.0659,0.0781,83.717,170000.0,3.0
158,,American Nightmare,,['Misfits'],5ijiPl0tstOHQl3CZPYq27,0.178,0.857,4.0,-15.089,1.0,0.0777,0.537,0.918,0.152,0.479,203.242,102760.0,4.0
159,,Modern Schools of Motoring,,['Toy Dolls'],4C6tUJ02XtE1jKs2H2niMY,0.496,0.819,4.0,-6.214,1.0,0.0983,0.00073,0.000431,0.1,0.831,116.168,220867.0,3.0
160,,Margaritaville,,['Jimmy Buffett'],57FvuUotRyzRl8hwIhCVuO,0.793,0.474,2.0,-15.903,1.0,0.0378,0.634,0.00051,0.0951,0.842,125.143,249200.0,4.0
161,,Kapitel 31 - als Zirkusclown (Folge 045),,['Benjamin Blümchen'],3NEAdYGv0Mh0TwT1Yn5wgR,0.669,0.41,1.0,-13.406,0.0,0.945,0.527,0.0,0.416,0.556,83.234,63620.0,1.0
162,,Lo Dudo (feat. Frankie Ruiz & Hector Trioche),,"['Tommy Olivencia y Su Orquesta', 'Frankie Ruiz', 'Hector Trioche']",3eT851yEUBZFxqVPxzO5pi,0.705,0.544,11.0,-13.326,0.0,0.0425,0.749,3.36e-05,0.347,0.765,94.358,308010.0,4.0
163,,Drinkin' and Dreamin',,['Waylon Jennings'],3eqr5iPT5HbAkxyhuEw0Sq,0.826,0.485,2.0,-14.274,1.0,0.0345,0.501,0.00988,0.135,0.926,115.836,180720.0,4.0
164,,"Jim, I Wore a Tie Today",,"['The Highwaymen', 'Willie Nelson', 'Johnny Cash', 'Waylon Jennings', 'Kris Kristofferson']",7mlWXXM4qSF3faqxmc2XuM,0.678,0.223,0.0,-19.246,1.0,0.0352,0.74,0.000302,0.157,0.31,74.316,201480.0,4.0
165,,Seven Bridges Road - Live; 2013 Remaster,,['Eagles'],50pX7Pp17QyiH1isbv9EJ6,0.323,0.286,7.0,-12.884,1.0,0.0427,0.565,0.0,0.956,0.29,112.418,184800.0,5.0
166,,The Perfect Kiss - 2015 Remaster,,['New Order'],2bXR3wHjJ7zBZ7RRuTVCvQ,0.629,0.859,0.0,-6.065,1.0,0.0325,0.00521,0.252,0.131,0.8,130.405,289373.0,4.0
167,,Bless You My Son,,['Toy Dolls'],7wL18fpsrwDPGv0c2LUdSa,0.526,0.971,9.0,-6.35,1.0,0.0779,0.000281,0.00357,0.243,0.704,92.955,150640.0,4.0
168,,Oh Yeah - Remastered 2005,,['Yello'],1iOHLlEsMbgJfYBFWy4TjG,0.748,0.907,6.0,-7.844,1.0,0.0611,0.0038,0.812,0.041,0.769,132.61,185043.0,4.0
169,,Blick in die Zeitung (1. Teil),,['Kliby Und Caroline'],6JD7jJxPYAcEvvspMjhbIF,0.695,0.673,2.0,-15.748,1.0,0.937,0.922,0.0,0.959,0.463,132.574,213840.0,5.0
170,,Mississippi Queen,,['W.A.S.P.'],4QlTyzINElVTQaZS93z3XD,0.364,0.787,6.0,-7.454,1.0,0.0608,0.00324,0.000235,0.619,0.534,80.412,201893.0,4.0
171,,Wild Child,,['W.A.S.P.'],3iC3Numiy9P3AkF7iioKmx,0.372,0.857,5.0,-7.816,0.0,0.0461,0.0604,9.42e-05,0.187,0.389,146.084,312400.0,4.0
172,,Under Ice - 2018 Remaster,,['Kate Bush'],47beRHwfg3z0Zgbt2NKClv,0.512,0.0661,2.0,-19.38,1.0,0.0348,0.735,0.0,0.11,0.105,106.6,142307.0,3.0
173,,Don't Cry Darlin' (Recitation by George Jones),,"['David Allan Coe', 'George Jones']",5sTNElZHQWHWkz3WuIX3XA,0.684,0.354,5.0,-12.506,1.0,0.0329,0.447,0.0,0.129,0.436,112.86,168080.0,4.0
174,,Jolly Mon Sing,,['Jimmy Buffett'],0WfDZMpAmzyF8oLaCQcow2,0.583,0.312,2.0,-17.047,1.0,0.0567,0.449,0.0,0.27,0.54,146.406,197600.0,4.0
175,,Three Times A Lady,,['Commodores'],4ztwMHfPZhPoruZdBbgriM,0.39,0.0803,8.0,-20.518,1.0,0.0306,0.874,0.000639,0.127,0.184,150.503,217427.0,3.0
176,,I Wanna Be A Cowboy,,"[""Boys Don't Cry""]",38mEFmht9K7UcpHvS9vtJG,0.749,0.626,0.0,-12.426,1.0,0.0393,0.0115,0.567,0.0558,0.77,142.565,366133.0,4.0
177,,Si Tú Te Fueras De Mí,,['Los Bukis'],5Xpb17P4qWidrEtWnoEiO3,0.647,0.453,4.0,-12.855,1.0,0.0251,0.673,5.68e-06,0.129,0.612,100.039,188440.0,4.0
178,,Some Fools Never Learn,,['Steve Wariner'],4yzsRBx1S15iFaexzWKljO,0.561,0.229,6.0,-17.497,1.0,0.0308,0.39,7.69e-06,0.0976,0.376,97.888,245160.0,4.0
179,,The One I Loved Back Then (The Corvette Song),,['George Jones'],0RbaD2rw0HmpfflXFH9DKu,0.644,0.468,2.0,-11.824,1.0,0.0953,0.517,0.0,0.162,0.959,159.498,150520.0,4.0
180,,The Hunter,,['Dokken'],6Pb1ZoZjZVKjSgGiXoEy0A,0.538,0.896,7.0,-8.978,1.0,0.0506,0.0173,2.24e-05,0.317,0.458,105.81,248173.0,4.0
181,,I Want the One I Can't Have - 2011 Remaster,,['The Smiths'],4Bs7pbzxezGyNQO6DjqmC8,0.35,0.957,4.0,-5.443,0.0,0.0634,0.012,5.07e-05,0.0872,0.64,189.078,193800.0,4.0
182,,Guardians,,['Helloween'],6HS04fktWXxTqpjzsKrmzz,0.143,0.963,11.0,-6.259,0.0,0.104,4e-05,2.03e-06,0.221,0.258,151.95,260533.0,4.0
183,,The Whole of the Moon - 2004 Remaster,,['The Waterboys'],15mZo1Kah03g8CTLbSsWrr,0.606,0.794,0.0,-7.168,1.0,0.0291,0.119,7.16e-06,0.125,0.584,105.813,302827.0,4.0
184,,Falling In Love (Uh-Oh),,['Miami Sound Machine'],5jwoygernfGvAuIxFSqxHp,0.723,0.484,2.0,-14.456,1.0,0.026,0.261,0.00692,0.0492,0.962,108.991,233160.0,4.0
185,,The Lady Don't Mind - 2005 Remaster,,['Talking Heads'],03HUTPHpK8CJkBlIXTNvVL,0.75,0.88,4.0,-5.947,0.0,0.0307,0.271,0.0506,0.0657,0.976,127.981,238547.0,4.0
186,,Luna de Miel en la Mano,,['Virus'],1qWLCuCnNcQVVzJm4pu7Zv,0.713,0.682,9.0,-8.649,0.0,0.0784,0.18,0.0258,0.195,0.252,177.314,316427.0,4.0
187,,We're Mad,,['Toy Dolls'],1fxM7Az8XN1gL7VLWn7KXd,0.449,0.882,0.0,-6.251,1.0,0.216,0.00381,3.93e-05,0.119,0.51,150.309,292800.0,4.0
188,,In My House,,['Mary Jane Girls'],11vItFXykyMe5BNKmItbo2,0.793,0.637,10.0,-11.037,0.0,0.0309,0.0155,0.219,0.0765,0.943,116.832,302200.0,4.0
189,,Don't You (Forget About Me),,['Simple Minds'],6yEAAIEHu4GcUFptg5W9kI,0.666,0.623,2.0,-12.697,1.0,0.0259,0.0766,0.0404,0.103,0.667,111.293,260867.0,4.0
190,,King for a Day,,['Thompson Twins'],0tBo8Uj7BmK3E5UBVhON2v,0.71,0.778,4.0,-7.473,1.0,0.0437,0.102,1.39e-05,0.0482,0.633,109.1,318147.0,4.0
191,,Diamonds And Gold,,['Tom Waits'],0cFrPgL6Cz2DFyVmdTd740,0.817,0.246,0.0,-16.874,0.0,0.125,0.43,0.00154,0.335,0.367,120.492,152640.0,3.0
192,,Johnny B.,,['The Hooters'],20JrcZW9Djp70GZyFRrAfl,0.473,0.855,9.0,-6.221,0.0,0.0293,0.136,4.5e-05,0.292,0.521,91.744,237467.0,4.0
193,,Dime Que Pasó,,"['The Latin Brothers', 'Morist Jimenez']",65D6E7asOuIcW8MQWaRCV2,0.715,0.749,2.0,-6.668,1.0,0.0387,0.385,1.07e-05,0.0922,0.824,99.503,212640.0,4.0
194,,She Used to Love Me a Lot,,['David Allan Coe'],12teDeDsd3qNop9U2UlgoK,0.75,0.39,11.0,-12.864,0.0,0.042,0.16,1.17e-05,0.0931,0.582,95.959,182613.0,4.0
195,,Metal Invaders,,['Helloween'],5apuA1FjLuAyYk6tvabag9,0.22,0.961,9.0,-6.235,0.0,0.111,9.33e-06,0.00658,0.0962,0.0398,144.254,251000.0,4.0
196,,En la Casa de Mi Padre,,['Óscar Medina'],6YmlYwj8sZsdsUPtWBwqkE,0.705,0.442,7.0,-9.828,1.0,0.0292,0.471,0.0,0.0811,0.649,121.566,201533.0,4.0
197,,King Of The Mountain,,['KISS'],30t932njedG0zT5wuy74fd,0.459,0.953,9.0,-6.796,0.0,0.126,0.0226,0.000544,0.192,0.169,142.711,260160.0,4.0
198,,Mystique,,['Venom'],3l2igK3aF3tK2VTGOHaICd,0.19,0.817,7.0,-11.653,1.0,0.0666,6.56e-05,0.794,0.0613,0.271,154.913,298400.0,4.0
199,,Master and Servant,,['Depeche Mode'],4Db6PxFIiK1a6nCEJABTHk,0.584,0.866,10.0,-17.319,0.0,0.0401,0.105,0.00181,0.0383,0.695,127.783,229360.0,4.0
