,billboard_track,spotify_track,billboard_artist,spotify_artist,spotify_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
48,Unwell,Unwell - 2007 Remaster,matchbox twenty,['Matchbox Twenty'],0PXWpNBYg52gABrn1qL1bD,0.442,0.793,9.0,-5.152,1.0,0.0347,0.0456,0.0,0.328,0.437,80.985,237267.0,4.0
49,Breathe,Breathe,Michelle Branch,['Michelle Branch'],635mzxhITS1xY3AVSLKgyD,0.644,0.753,6.0,-4.296,1.0,0.0391,0.0279,0.00227,0.108,0.209,117.148,211773.0,4.0
50,Fallen,Fallen (Album Mix),Sarah McLachlan,['Sarah McLachlan'],0vruudBLCE0inwsooo7V65,0.503,0.492,2.0,-7.607,0.0,0.0357,0.61,2.4e-05,0.0853,0.352,74.967,227000.0,4.0
51,Hotel,Hotel (feat. R. Kelly),Cassidy Featuring R. Kelly,"['Cassidy', 'R. Kelly']",2do7t1NMxLTgblFuCvn7H7,0.679,0.644,0.0,-6.867,1.0,0.21,0.107,0.0,0.107,0.411,91.259,246933.0,4.0
52,Forthenight,Forthenight,Musiq,"['Musiq Soulchild', 'Aaries']",2s0DmFkinx9TZMFxAfn4lJ,0.697,0.678,3.0,-7.133,0.0,0.234,0.256,0.0,0.191,0.785,101.051,229467.0,4.0
53,American Soldier,American Soldier,Toby Keith,['Toby Keith'],0oVWPlnK5eAqnJCVB0FvpP,0.565,0.541,9.0,-8.426,1.0,0.0376,0.193,3.45e-06,0.0582,0.226,82.006,263333.0,4.0
54,(I Hate) Everything About You,I Hate Everything About You,Three Days Grace,['Three Days Grace'],0M955bMOoilikPXwKLYpoi,0.498,0.83,6.0,-5.157,0.0,0.0421,0.00461,0.0,0.139,0.453,89.342,231480.0,4.0
55,More & More,More & More,Joe,['Joe'],3Yylgs7Ifs7vLQ84e71RFA,0.7,0.508,5.0,-7.32,0.0,0.0577,0.189,0.0,0.0938,0.464,139.974,223693.0,4.0
56,Watch The Wind Blow By,Watch The Wind Blow By,Tim McGraw,['Tim McGraw'],6Os7cO6a6UeglnpIKidRjh,0.517,0.608,10.0,-7.206,1.0,0.0265,0.0924,0.0,0.0707,0.506,62.65,276400.0,5.0
57,Sorry 2004,Sorry 2004,Ruben Studdard,['Ruben Studdard'],2u34ZVPVlr7hfN7vDr1512,0.721,0.472,9.0,-7.574,1.0,0.0619,0.076,0.0,0.332,0.462,129.964,261867.0,4.0
58,Honesty (Write Me A List),Honesty (Write Me A List),Rodney Atkins,['Rodney Atkins'],2GEVYh26CoMvxc6Hd56Qpu,0.576,0.496,6.0,-6.716,1.0,0.0264,0.0355,0.0,0.162,0.236,77.006,255387.0,4.0
59,I Wanna Do It All,I Wanna Do It All,Terri Clark,['Terri Clark'],56sAXFMfTagQGl5KOxvdxt,0.626,0.886,4.0,-4.787,1.0,0.034,0.0668,0.0,0.118,0.782,132.905,173333.0,4.0
60,Fallen,Fallen,Mya,['Mýa'],75pAfYEpRXZf7GVORGhOgz,0.669,0.61,1.0,-8.217,1.0,0.0457,0.119,2.75e-05,0.53,0.428,94.439,214600.0,4.0
61,She's Not Just A Pretty Face,She's Not Just A Pretty Face - Red Version,Shania Twain,['Shania Twain'],5xh0pLWWOuHiHsqvIX8JpH,0.565,0.878,9.0,-4.388,1.0,0.0385,0.0431,0.0,0.365,0.451,98.985,229027.0,4.0
62,Cowboys Like Us,Cowboys Like Us,George Strait,['George Strait'],1J02p0AlYptTfos2M3hLW6,0.477,0.553,0.0,-6.094,1.0,0.0302,0.213,1.31e-06,0.201,0.299,128.416,219160.0,3.0
63,Little Moments,Little Moments,Brad Paisley,['Brad Paisley'],7nJrhBDkUSHASFzopvgygk,0.558,0.551,9.0,-6.333,1.0,0.0263,0.245,4.19e-06,0.231,0.347,78.374,221067.0,4.0
64,Badaboom,Badaboom (feat. Fabolous) - Radio Version,B2K Featuring Fabolous,"['B2K', 'Fabolous']",0kJOVEXI6rvYKdNOYCt2Xp,0.8,0.644,4.0,-4.898,1.0,0.148,0.0215,0.00059,0.0924,0.816,96.015,222387.0,4.0
65,Drinkin' Bone,Drinkin' Bone,Tracy Byrd,['Tracy Byrd'],7BB3emVX0QaFVddCHiO9wt,0.77,0.833,5.0,-4.536,1.0,0.028,0.0793,0.0,0.0819,0.964,109.928,131867.0,4.0
66,Are You Gonna Be My Girl,Are You Gonna Be My Girl,Jet,['Jet'],305WCRhhS10XUcH6AEwZk6,0.613,0.953,2.0,-3.435,1.0,0.0855,0.00148,0.000582,0.152,0.537,105.046,213800.0,4.0
67,Hit That,Hit That,The Offspring,['The Offspring'],3lfmqF0ULXRHlWxBeaHo3t,0.704,0.809,4.0,-3.045,1.0,0.0321,0.0233,0.0,0.0596,0.962,131.952,169413.0,4.0
68,Hell Yeah,Hell Yeah,Montgomery Gentry,['Montgomery Gentry'],6QUs5z2uEbSGZJpPGMfgQA,0.372,0.872,0.0,-6.651,1.0,0.056,0.0185,0.0,0.368,0.65,173.525,289560.0,4.0
69,Chicks Dig It,Chicks Dig It - Single Edit,Chris Cagle,['Chris Cagle'],0nprj2O0teCglthuhzTG5o,0.596,0.921,7.0,-4.987,1.0,0.0504,0.0221,0.0,0.303,0.703,104.024,210560.0,4.0
70,Rain On Me,Rain On Me,Ashanti,['Ashanti'],1YZBMqN8kHaaRPXpQTC3kb,0.606,0.699,8.0,-3.103,0.0,0.0337,0.343,1.89e-06,0.0757,0.509,83.701,297960.0,4.0
71,Clubbin,,Marques Houston Featuring Joe Budden & Pied Piper,,,,,,,,,,,,,,,
72,Away From Me,Away From Me,Puddle Of Mudd,['Puddle Of Mudd'],0UGsSjbp8vhm8QfNOIdmMy,0.388,0.943,8.0,-2.927,1.0,0.104,0.000306,0.0,0.168,0.162,154.721,238467.0,4.0
73,Splash Waterfalls,Splash Waterfalls,Ludacris,['Ludacris'],2T8hXV9LUZMDBKR5RALGEa,0.734,0.846,11.0,-6.102,1.0,0.409,0.101,0.0,0.233,0.702,145.894,290760.0,4.0
74,Megalomaniac,Megalomaniac,Incubus,['Incubus'],1rSo624QuuCteNxAzsU3SV,0.532,0.943,7.0,-4.549,0.0,0.0512,0.0056,0.000587,0.317,0.371,140.042,294800.0,4.0
75,Pop That Booty,,"Marques Houston Featuring Jermaine ""JD"" Dupri",,,,,,,,,,,,,,,
76,Stacy's Mom,Stacy's Mom,Fountains Of Wayne,['Fountains Of Wayne'],27L8sESb3KR79asDUBu8nW,0.774,0.75,11.0,-4.927,0.0,0.0412,0.00207,1.78e-05,0.0808,0.927,118.015,197987.0,4.0
77,Pass That Dutch,Bomb Intro / Pass That Dutch,Missy Elliott,['Missy Elliott'],1MaI6NwdrqnE3mRzOYTpoo,0.899,0.645,10.0,-11.621,0.0,0.271,0.0435,0.101,0.358,0.348,110.895,217200.0,4.0
78,Wave On Wave,Wave on Wave,Pat Green,['Pat Green'],7rS87NoPWbAkVURdVFbGH9,0.671,0.755,2.0,-5.274,1.0,0.0252,0.178,2.64e-05,0.0675,0.362,103.552,244373.0,4.0
79,Still Frame,Still Frame,Trapt,['Trapt'],114bGIxUrj6vnZwWEfEdMP,0.445,0.932,4.0,-4.739,1.0,0.316,0.000866,0.0,0.108,0.51,113.945,271093.0,4.0
80,I Melt,I Melt,Rascal Flatts,['Rascal Flatts'],02UnamzTn2rySwzcMkq5qx,0.573,0.662,9.0,-4.461,1.0,0.0265,0.209,3.92e-05,0.323,0.256,140.046,234253.0,4.0
81,I'm Still In Love With You,,Sean Paul Featuring Sasha,,,,,,,,,,,,,,,
82,Me Against The Music,,Britney Spears Featuring Madonna,,,,,,,,,,,,,,,
83,Love You More,Love You More,Ginuwine,['Ginuwine'],2KIxyCvBR4u1f9B2IRdlXX,0.661,0.422,8.0,-6.918,0.0,0.0282,0.0881,3.03e-06,0.164,0.426,117.006,241373.0,4.0
84,Gangsta Girl,,Big Tymers Featuring R. Kelly,,,,,,,,,,,,,,,
85,Walking In Memphis,Walking In Memphis,Lonestar,['Lonestar'],3c9WJhG3QvTtHmwKb5wz3i,0.68,0.717,0.0,-5.184,1.0,0.0286,0.27,0.0,0.075,0.664,129.035,257733.0,4.0
86,Weak And Powerless,Weak And Powerless,A Perfect Circle,['A Perfect Circle'],7gDVjl5fEw2OPAtjbW4LzR,0.483,0.841,1.0,-7.494,0.0,0.0523,0.000172,0.861,0.108,0.13,159.747,195133.0,3.0
87,Tough Little Boys,Tough Little Boys,Gary Allan,['Gary Allan'],6TZEPo10yErUtF5AtdfLY2,0.548,0.402,2.0,-8.727,1.0,0.0247,0.698,0.000114,0.135,0.214,84.211,237333.0,4.0
88,In My Life,,Juvenile Featuring Mannie Fresh,,,,,,,,,,,,,,,
89,Another Postcard (Chimps),,Barenaked Ladies,,,,,,,,,,,,,,,
90,Alone,Alone,Lasgo,['Lasgo'],6hVdYM1RKjPIYv17KJ6Cll,0.72,0.917,8.0,-4.717,1.0,0.0476,0.0821,0.00154,0.296,0.548,140.025,241040.0,4.0
91,You,You,Ryan Duarte,['Ryan Duarte'],14k9qyaFUPF7fm5o0fRwZD,0.805,0.773,3.0,-5.734,0.0,0.0278,0.12,0.0,0.0594,0.969,130.03,208427.0,4.0
92,Shake That Monkey,,Too Short Featuring Lil Jon & The East Side Boyz,,,,,,,,,,,,,,,
93,Bigger Than My Body,Bigger Than My Body,John Mayer,['John Mayer'],0Jh9EBGN205Yc7JN2zZ2f1,0.608,0.937,4.0,-3.071,1.0,0.033,0.0121,0.0403,0.309,0.515,117.304,265960.0,4.0
94,Long Black Train,Long Black Train,Josh Turner,['Josh Turner'],2HqCaO7BV010qXS5FuiTED,0.537,0.699,10.0,-6.615,1.0,0.0399,0.237,2.27e-05,0.114,0.814,84.905,250627.0,4.0
95,Neva Eva,Neva Eva (feat. Lil' Scrappy & Lil' Jon),Trillville,"['Trillville', 'Lil Jon', 'Lil Scrappy']",6QwwsJC57SitPcWuyEpuwd,0.777,0.81,7.0,-4.968,1.0,0.0462,0.0192,0.0,0.0861,0.787,78.021,276320.0,4.0
96,Heaven,Heaven,Live,['Live'],2MZ8MnTfejq0uEBCApD8tf,0.394,0.816,8.0,-6.295,1.0,0.0403,0.000553,0.0,0.0775,0.36,184.813,229787.0,4.0
97,Knock Knock,Knock Knock,Monica,['Monica'],6Ln2tBK4EnNtMLtYyAZhr7,0.777,0.588,10.0,-8.651,1.0,0.373,0.414,4.79e-05,0.146,0.54,88.915,257653.0,4.0
98,Freek-A-Leek,Freek-A-Leek,Petey Pablo,['Petey Pablo'],4MeDnO5yA2Zi6IMlVApRci,0.756,0.691,2.0,-3.718,1.0,0.178,0.0744,0.0,0.364,0.632,104.999,235187.0,4.0
99,One More Chance,One More Chance,Michael Jackson,['Michael Jackson'],7uyivkbdc8iH8wyBGBhlXV,0.476,0.596,7.0,-4.234,1.0,0.0705,0.108,0.0,0.138,0.549,80.74,229000.0,4.0
100,,Inseparables - Version Balada,,['Grupo Modelo'],4bnCUfCYvmTwuqD09C2nOb,0.728,0.658,2.0,-6.353,1.0,0.0235,0.0968,1.86e-05,0.147,0.579,97.034,226533.0,4.0
101,,Que calor,,['Pibes Chorros'],0RDDMvevLZkkBhAHP2mNpb,0.851,0.792,7.0,-1.815,1.0,0.0513,0.162,0.0,0.0874,0.871,83.956,225320.0,4.0
102,,Unholy Confessions,,['Avenged Sevenfold'],78XFPcFYN8YFOHjtVwnPsl,0.447,0.876,2.0,-5.446,0.0,0.066,0.000359,0.00103,0.255,0.532,92.535,283827.0,4.0
103,,Tried And True,,['Ween'],4VtbQx2koGlw8Ple6O2IZH,0.747,0.572,1.0,-9.046,1.0,0.027,0.102,0.267,0.331,0.575,119.706,242000.0,4.0
104,,Breaking the Habit,,['Linkin Park'],4HcDu9IGRCvSTJE4yW5Ugv,0.579,0.849,4.0,-5.218,0.0,0.0303,0.108,0.0,0.0909,0.581,100.021,196907.0,4.0
105,,"Quizás Si, Quizás No",,['Grupo Bryndis'],2xVueNhj6UehdAPDBWK7DN,0.634,0.738,5.0,-7.785,1.0,0.0608,0.477,1.12e-06,0.0935,0.859,167.718,192427.0,4.0
106,,The First Single (You Know Me),,['The Format'],38tpawuPzka8PZjo1V9RUE,0.573,0.929,9.0,-4.884,1.0,0.0682,0.0057,0.0,0.138,0.714,127.564,264360.0,4.0
107,,"December, 1963 (Oh What a Night!)",,['Frankie Valli & The Four Seasons'],7ePFDzrnLt3Ynqgy2UFWri,0.727,0.588,1.0,-9.568,1.0,0.0253,0.058,5.46e-06,0.0414,0.964,104.413,201093.0,4.0
108,,Nothing On But The Radio,,['Gary Allan'],3SRuODYNV4j2ckkJ9Samju,0.679,0.736,9.0,-5.954,1.0,0.026,0.0572,9.25e-06,0.139,0.664,109.444,212027.0,4.0
109,,Diamonds On The Inside,,['Ben Harper'],6FvtSHS3hzjS8itHJPRzoJ,0.527,0.735,10.0,-6.477,0.0,0.0379,0.0484,2.3e-05,0.185,0.729,77.882,266907.0,4.0
110,,Fly from the Inside,,['Shinedown'],6kPDxVwJH5YtKeytA2rA6M,0.482,0.916,5.0,-4.557,1.0,0.0473,3.51e-05,0.000588,0.0474,0.385,96.101,235160.0,4.0
111,,Ave Cautiva,,['Conjunto Primavera'],5uexdMpm1BUShEKQEte4Gx,0.535,0.818,0.0,-2.315,1.0,0.03,0.138,0.0,0.148,0.573,80.041,212640.0,4.0
112,,Damn! (feat. Lil' Jon) - Club Mix,,"['Youngbloodz', 'Lil Jon']",5TpaWJKnuyA4MjzAbFXSTQ,0.772,0.724,6.0,-5.799,0.0,0.307,0.0149,0.0,0.355,0.518,84.038,298600.0,4.0
113,,La Cumbia De La Cerveza,,['Grupo Sonador'],2J0QDG9aKp41dl3nT9d9IQ,0.688,0.725,9.0,-9.161,0.0,0.0626,0.474,0.857,0.291,0.671,182.067,169640.0,4.0
114,,Outfit,,['Drive-By Truckers'],0jkCFkoSMYsElFZTbTb38r,0.438,0.47,7.0,-7.053,1.0,0.0257,0.253,1.07e-06,0.301,0.292,83.056,246227.0,3.0
115,,The Patron Saint of Liars and Fakes,,['Fall Out Boy'],0aHWzIvtnkG3FVcBoFQ6BG,0.509,0.978,2.0,-4.017,1.0,0.147,5.69e-05,5.14e-06,0.0872,0.201,102.866,199916.0,4.0
116,,This Is My Party,,['Fabolous'],4m8NeqcTfZkh6e2Uhi9BZq,0.731,0.815,1.0,-5.197,1.0,0.133,0.151,2.56e-06,0.0483,0.784,166.212,272400.0,4.0
117,,Y Hubo Alguien,,['Marc Anthony'],36OpPmqPTLYPQESBhtY8ku,0.518,0.88,4.0,-3.983,0.0,0.103,0.636,0.0,0.175,0.689,93.959,386360.0,4.0
118,,Wake Up (feat. Jay-Z),,"['Missy Elliott', 'JAY-Z']",1VbZDvSzuAgKeT6HdvgwSi,0.755,0.816,1.0,-7.555,1.0,0.437,0.407,0.0,0.295,0.732,100.999,245133.0,4.0
