,track,artist,spotify_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
15,Headlines,['Drake'],6LxSe8YmdPxy095Ux6znaQ,0.636,0.566,6.0,-7.16,0.0,0.106,0.365,0.000353,0.0917,0.425,151.894,235987.0,4.0
16,Red Solo Cup,['Toby Keith'],4YKAOXyqkKZ5gOZR0AmVMN,0.535,0.56,4.0,-6.586,1.0,0.0901,0.287,0.0,0.209,0.785,164.17,223387.0,4.0
17,"Young, Wild & Free",Snoop Dogg & Wiz Khalifa Featuring Bruno Mars,,,,,,,,,,,,,,
18,Pumped Up Kicks,['Foster The People'],7w87IxuO7BDcJ3YUqCyMTT,0.733,0.71,5.0,-5.849,0.0,0.0292,0.145,0.115,0.0956,0.965,127.975,239600.0,4.0
19,You Make Me Feel...,Cobra Starship Featuring Sabi,,,,,,,,,,,,,,
20,Mr. Know It All,['Kelly Clarkson'],7uRznL3LcuazKpwCTpDltz,0.676,0.807,5.0,-5.131,1.0,0.029,0.0284,0.0,0.0701,0.443,95.956,232520.0,4.0
21,Not Over You,['Gavin DeGraw'],6j7hih15xG2cdYwIJnQXsq,0.63,0.894,10.0,-4.592,1.0,0.0544,0.255,0.0,0.181,0.364,142.051,218520.0,4.0
22,I Don't Want This Night To End,['Luke Bryan'],0cV4xwUA4ue2deqq4CZFko,0.616,0.728,9.0,-4.02,0.0,0.0278,0.0275,0.0,0.228,0.375,111.934,219973.0,4.0
23,Make Me Proud,Drake Featuring Nicki Minaj,,,,,,,,,,,,,,
24,You Da One,['Rihanna'],3Yt9lRtS5V4nbJnwcgFgvC,0.702,0.715,5.0,-5.377,0.0,0.0425,0.503,2.44e-05,0.126,0.863,127.05,200013.0,4.0
25,Love You Like A Love Song,['Selena Gomez & The Scene'],0laYHRpNTS6i8FXdupHkJ4,0.858,0.678,1.0,-3.87,0.0,0.0469,0.0761,0.0,0.0741,0.922,117.009,188453.0,4.0
26,"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)","['Pitbull', 'Ne-Yo', 'Afrojack', 'Nayer']",1IJYb2qBTHMoDzHgsuA86H,0.673,0.932,8.0,-3.252,1.0,0.164,0.182,1.93e-06,0.303,0.536,129.029,256280.0,4.0
27,Domino,['Jessie J'],6MAdEUilV2p9RQUqE5bMAK,0.757,0.547,7.0,-4.573,1.0,0.0355,0.0115,0.0,0.0445,0.793,126.977,231693.0,4.0
28,The Motto,Drake Featuring Lil Wayne,,,,,,,,,,,,,,
29,International Love,Pitbull Featuring Chris Brown,,,,,,,,,,,,,,
30,Just A Kiss,['Lady A'],2OXidlnDThZR3zf36k6DVL,0.593,0.639,1.0,-5.826,1.0,0.0307,0.446,0.0,0.0998,0.332,142.881,218840.0,4.0
31,Mistletoe,['Justin Bieber'],3ucfZz16G9spArllwu4rJu,0.623,0.668,6.0,-7.282,0.0,0.0531,0.475,0.0,0.0862,0.823,161.948,183067.0,4.0
32,Marry The Night - The Weeknd & Illangelo Remix,"['Lady Gaga', 'The Weeknd', 'Illangelo']",3Noy3GqWKCrMbOxjLLc3x2,0.405,0.551,5.0,-9.427,0.0,0.0633,0.0359,6.55e-05,0.219,0.0444,96.219,243707.0,3.0
33,Super Bass,['Nicki Minaj'],3hlksXnvbKogFdPbpO9vel,0.723,0.86,11.0,-4.357,1.0,0.203,0.271,4.56e-06,0.598,0.667,126.979,200013.0,4.0
34,She Will,Lil Wayne Featuring Drake,,,,,,,,,,,,,,
35,Keep Me in Mind,['Zac Brown Band'],7B2ETOSXeXPfWQl4gLjcat,0.684,0.715,6.0,-6.132,1.0,0.0336,0.159,0.0,0.181,0.564,96.018,214107.0,4.0
36,Sleazy Remix 2.0 Get Sleazier,"Ke$ha Featuring Lil Wayne, Wiz Khalifa, T.I. & Andre 3000",,,,,,,,,,,,,,
37,Lotus Flower Bomb,Wale Featuring Miguel,,,,,,,,,,,,,,
38,Paradise,['Coldplay'],6nek1Nin9q48AVZcWs9e9D,0.449,0.585,5.0,-6.761,1.0,0.0268,0.0509,8.75e-05,0.0833,0.212,139.631,278719.0,4.0
39,In The Dark,['DEV'],1pbHy9VBpSyZh56xuujZz0,0.736,0.823,8.0,-4.231,1.0,0.0675,0.00358,0.000914,0.33,0.442,124.954,226227.0,4.0
40,Rolling in the Deep,['Adele'],1c8gk2PeTE04A1pIDH9YMk,0.73,0.769,8.0,-5.114,1.0,0.0298,0.138,0.0,0.0473,0.507,104.948,228093.0,4.0
41,Tattoos on This Town,['Jason Aldean'],2SEsRxNSXidnMOZoTEzX1k,0.359,0.784,7.0,-4.404,1.0,0.0438,0.0181,2.72e-05,0.0989,0.444,78.494,202467.0,4.0
42,Easy,Rascal Flatts Featuring Natasha Bedingfield,,,,,,,,,,,,,,
43,I Like It Like That,Hot Chelle Rae Featuring New Boyz,,,,,,,,,,,,,,
44,Drink In My Hand,['Eric Church'],1cktZnxiONH0hR6Q3DKy8h,0.626,0.913,0.0,-4.452,1.0,0.0318,0.00635,0.0,0.293,0.946,113.044,191307.0,4.0
45,Fly,Nicki Minaj Featuring Rihanna,,,,,,,,,,,,,,
46,Ours,['Taylor Swift'],1EQn3Uc5AyUXoiPLeyCrrg,0.608,0.569,0.0,-7.227,1.0,0.0284,0.537,0.0,0.097,0.238,159.845,237920.0,4.0
47,God Gave Me You,['Blake Shelton'],0w9LJae3sVlZlH2CnxTInF,0.483,0.844,2.0,-5.043,1.0,0.0314,0.00481,7.29e-05,0.405,0.543,151.977,229533.0,4.0
48,Blackout,['Breathe Carolina'],3RLC8jJmDOZwrJ5izaISXr,0.662,0.819,6.0,-4.609,1.0,0.124,0.00537,0.0,0.0498,0.801,122.951,210200.0,4.0
49,We Owned The Night,['Lady A'],7BSZJLXPTktuZZAe8VYbbF,0.657,0.714,1.0,-6.965,1.0,0.0273,0.281,0.000145,0.0838,0.488,99.991,197800.0,4.0
50,Let It Rain,David Nail Featuring Sarah Buxton,,,,,,,,,,,,,,
51,Gettin' You Home,['Chris Young'],28Sc21lrWcZD9Ov4rRkPJq,0.639,0.678,7.0,-5.02,1.0,0.0278,0.44,1.45e-06,0.221,0.531,106.966,212133.0,4.0
52,All Your Life,['The Band Perry'],2khs94jHAVzUm3Pu4mAMmv,0.536,0.521,9.0,-5.373,1.0,0.0261,0.227,0.0,0.165,0.455,131.937,231933.0,4.0
53,It Girl,['Jason Derulo'],4fINc8dnfcz7AdhFYVA4i7,0.668,0.718,1.0,-4.736,0.0,0.0605,0.0165,0.0,0.104,0.345,91.993,192200.0,4.0
54,Strange Clouds,B.o.B Featuring Lil Wayne,,,,,,,,,,,,,,
55,Rack City,['Tyga'],0srwKuJPH8yBzzFUJMBQM2,0.929,0.339,1.0,-10.881,1.0,0.371,0.0373,1.96e-05,0.187,0.273,98.986,203200.0,4.0
56,Party,Beyonce Featuring Andre 3000,,,,,,,,,,,,,,
57,Take Care,Drake Featuring Rihanna,,,,,,,,,,,,,,
58,We Are Young (Glee Cast Version),['Glee Cast'],1zugfOhn6BebboqGcpUlba,0.378,0.555,7.0,-6.086,1.0,0.0498,0.0504,0.0,0.199,0.524,91.966,249773.0,4.0
59,A Thousand Years,['Christina Perri'],6lanRgr6wXibZr8KgzXxBl,0.421,0.407,10.0,-7.445,1.0,0.0267,0.309,0.000961,0.11,0.161,139.028,285120.0,3.0
60,Tonight Is the Night,['Outasight'],0tr0D36L1RwPdUTFfyNq37,0.625,0.786,7.0,-3.814,1.0,0.0465,0.0343,1.05e-06,0.202,0.537,119.982,190000.0,4.0
61,Yoü And I,['Lady Gaga'],6rkAY9rk1NTFB94QxG3LJR,0.518,0.709,2.0,-5.234,1.0,0.0476,0.075,0.0,0.0935,0.514,127.083,307347.0,4.0
62,Heartbeat,['The Fray'],2atYprr9JsQaLynGhrWhld,0.458,0.821,9.0,-5.076,1.0,0.0334,0.000594,9.46e-05,0.161,0.323,144.46,220693.0,4.0
63,Brighter Than The Sun,['Colbie Caillat'],5YTtTbqxUzJHD3CpbNHerP,0.629,0.793,9.0,-5.942,1.0,0.0346,0.00952,1.15e-06,0.218,0.588,95.981,231213.0,4.0
64,Can't Get Enough,J. Cole Featuring Trey Songz,,,,,,,,,,,,,,
65,When We Stand Together,['Nickelback'],4bCOAuhvjsxbVBM5MM8oik,0.446,0.9,10.0,-3.541,0.0,0.0489,0.000102,1.89e-05,0.0404,0.88,187.961,190787.0,4.0
66,You The Boss,Rick Ross Featuring Nicki Minaj,,,,,,,,,,,,,,
67,Turn Me On,David Guetta Featuring Nicki Minaj,,,,,,,,,,,,,,
68,Lonely Boy,['The Black Keys'],5G1sTBGbZT5o4PNRc75RKI,0.356,0.872,2.0,-7.837,1.0,0.068,0.00417,0.00975,0.0997,0.607,166.3,193653.0,4.0
69,Baggage Claim - Radio Edit,['Miranda Lambert'],1hTSImeofoaFWptq9JSFpP,0.701,0.934,8.0,-2.777,1.0,0.0403,0.0657,1.53e-06,0.0671,0.964,81.0,197547.0,4.0
70,I'm Gonna Love You Through It,Martina McBride,,,,,,,,,,,,,,
71,Alone With You,['Jake Owen'],2Xdatbm43IXEVi0wmKeJve,0.646,0.761,7.0,-3.991,1.0,0.0267,0.221,0.0,0.109,0.336,108.999,210973.0,4.0
72,That Way,Wale Featuring Jeremih & Rick Ross,,,,,,,,,,,,,,
73,Home,['Dierks Bentley'],6q5nAr2JniAHj1gKheejE0,0.61,0.69,11.0,-7.157,1.0,0.0378,0.463,0.0409,0.0842,0.462,118.038,238413.0,4.0
74,Bang Bang Pow Pow,T-Pain Featuring Lil Wayne,,,,,,,,,,,,,,
75,Reality,['Kenny Chesney'],0X0zDB7RqpWOIwCHGr2Whu,0.315,0.925,0.0,-4.507,1.0,0.117,0.00296,0.0642,0.114,0.415,185.305,210640.0,4.0
76,Levels - Radio Edit,['Avicii'],5UqCQaDshqbIk3pkhy4Pjg,0.584,0.889,1.0,-5.941,0.0,0.0343,0.0462,0.828,0.309,0.464,126.04,199907.0,4.0
77,We Are Young,fun. Featuring Janelle Monae,,,,,,,,,,,,,,
78,You Gonna Fly,['Keith Urban'],5B25Jpgu62IX8w1YtLibuA,0.457,0.846,4.0,-8.547,1.0,0.0477,0.0598,0.0,0.34,0.851,177.353,216867.0,4.0
79,Wish You Were Here,['Avril Lavigne'],5XHf9PBxxHmJFuiDkGNIOA,0.454,0.865,4.0,-3.841,1.0,0.0561,0.0323,0.0,0.186,0.34,166.018,225760.0,4.0
80,Better Than I Used To Be,['Tim McGraw'],0MT21PlGXvd67TNk3ski6c,0.452,0.566,5.0,-5.964,1.0,0.0292,0.175,1.24e-05,0.0888,0.407,138.154,201000.0,4.0
81,Shake It Out,['Florence + The Machine'],4lY95OMGb9WxP6IYut64ir,0.527,0.804,10.0,-4.168,1.0,0.0358,0.0104,0.0,0.105,0.221,107.486,277720.0,4.0
82,Bait A Hook,['Justin Moore'],6cAxSUPzHyywECgGSvoLyf,0.668,0.781,1.0,-6.151,1.0,0.0267,0.0191,0.0,0.113,0.695,105.945,208493.0,4.0
83,The Trouble With Girls,['Scotty McCreery'],0Yvyj5YkjSBNgD4Ai0clSG,0.554,0.496,10.0,-7.266,1.0,0.0281,0.391,0.0,0.109,0.351,132.078,229573.0,4.0
84,Storm Warning,['Hunter Hayes'],71DDK14XVxkXLmG3AVi1BP,0.483,0.843,2.0,-5.62,1.0,0.0835,0.0331,0.0,0.134,0.772,185.998,239907.0,4.0
85,Round Of Applause,Waka Flocka Flame Featuring Drake,,,,,,,,,,,,,,
86,Nothing,['The Script'],0c3yfC8zMRJGvmqphczhZb,0.473,0.833,2.0,-5.013,1.0,0.039,0.00369,0.0,0.118,0.503,157.012,272213.0,4.0
87,Camouflage,['Brad Paisley'],6hVgzcyMmjNKaJn5VRZX3H,0.56,0.965,4.0,-3.67,1.0,0.0472,0.0325,0.000984,0.43,0.771,113.633,266147.0,4.0
88,Sail,['AWOLNATION'],7ueP5u2qkdZbIPN2YA6LR0,0.826,0.436,1.0,-9.583,1.0,0.0558,0.441,0.615,0.0964,0.272,119.051,259093.0,4.0
89,Amen,['Edens Edge'],0cunAi5FhuVTMMIE9XfqfP,0.509,0.688,5.0,-3.892,1.0,0.0313,0.345,0.0,0.151,0.434,179.047,228560.0,4.0
90,Countdown,['Beyoncé'],3axkNosdVQLZiq1HakuGhc,0.665,0.787,5.0,-5.73,1.0,0.151,0.308,0.0,0.219,0.699,167.349,212147.0,4.0
91,Do They Know It's Christmas? (Glee Cast Version),['Glee Cast'],2wolVp6ZmJjHGwUaFm99Hz,0.497,0.73,10.0,-5.426,1.0,0.0325,0.00084,7.19e-06,0.261,0.559,116.0,205360.0,4.0
92,Tongue Tied,['Grouplove'],0GO8y8jQk1PkHzS31d699N,0.56,0.936,3.0,-5.835,1.0,0.0439,0.00847,0.0,0.161,0.371,112.96,218013.0,4.0
93,Love On Top,['Beyoncé'],1z6WtY7X4HQJvzxC4UgkSf,0.652,0.748,0.0,-5.242,1.0,0.0887,0.0849,0.0,0.604,0.652,94.1,267413.0,4.0
94,I Got You,['Thompson Square'],0KGWGfFDNoVVGOPvoFZw6w,0.533,0.799,2.0,-2.594,1.0,0.0531,0.0123,0.000879,0.106,0.521,127.04,183867.0,4.0
95,A Woman Like You,['Lee Brice'],3oyMHCAAcnWFdcGuVgwfhd,0.592,0.584,7.0,-7.422,1.0,0.0305,0.245,0.0,0.0862,0.371,160.048,209787.0,4.0
96,Promise,Romeo Santos Featuring Usher,,,,,,,,,,,,,,
97,Good Good Night,['Roscoe Dash'],0Rktu1dU3VH295WpdK36vs,0.645,0.958,10.0,-3.872,0.0,0.286,0.133,0.0,0.327,0.834,160.084,205053.0,4.0
98,All I Want for Christmas Is You,['Michael Bublé'],1FRqLI971CD1QedTiJeL3c,0.503,0.465,8.0,-8.077,0.0,0.0274,0.42,0.0,0.101,0.143,141.793,171827.0,4.0
99,Ass Back Home,Gym Class Heroes Featuring Neon Hitch,,,,,,,,,,,,,,
100,Si No Te Hubieras Ido,['Marco Antonio Solís'],3l1ZanpJ3jFQZMqATizqfE,0.745,0.61,0.0,-6.725,1.0,0.0244,0.173,0.000626,0.147,0.476,95.033,286973.0,4.0
101,Am I A Psycho,['Tech N9ne'],1JTZqN0snbMSNtp59zveTs,0.703,0.776,9.0,-3.409,1.0,0.304,0.0108,0.0,0.74,0.541,82.466,244307.0,4.0
102,Welcome To The Jungle,"['JAY-Z', 'Kanye West']",6N43Qgg9jx21vfMkTYvSi3,0.636,0.93,2.0,-5.179,1.0,0.364,0.0128,3.7e-06,0.18,0.325,92.899,174133.0,4.0
103,15th and the 1st (feat. YG Hootie),"['Gucci Mane', 'Waka Flocka Flame']",5EPQXIxxry2D99lq31Hdu7,0.83,0.672,11.0,-4.199,1.0,0.333,0.0362,0.0,0.106,0.406,140.081,233373.0,4.0
104,Shake Senora (feat. T-Pain & Sean Paul),"['Pitbull', 'T-Pain', 'Sean Paul']",1LomM3L6atrf79ZL7nHDp4,0.685,0.944,5.0,-5.19,1.0,0.341,0.134,0.0,0.361,0.543,128.015,214827.0,4.0
105,Beauty & the Beast - Beauty & the Beast,['Rockabye Lullaby'],1DWUGnny2b4zyBM4pr9j6K,0.669,0.248,7.0,-13.407,0.0,0.106,0.93,0.746,0.103,0.17,75.798,188308.0,4.0
106,Hot Wings (I Wanna Party),"['will.i.am', 'Jamie Foxx', 'Anne Hathaway']",0BxhafwvN6GXIyyvi27A0I,0.739,0.686,6.0,-6.386,0.0,0.0438,0.00507,7.02e-06,0.0452,0.68,129.916,136693.0,4.0
107,ULTRAnumb,['Blue Stahli'],3B0hzwc1e8AYOytj9hZS2I,0.439,0.915,2.0,-7.078,0.0,0.0745,0.000184,0.000899,0.326,0.34,91.993,265435.0,4.0
108,Beautiful People,"['Chris Brown', 'Benny Benassi']",0iSaO7CfL9NgXdM8Meu2ul,0.417,0.806,5.0,-5.339,0.0,0.16,0.0703,0.00637,0.0841,0.545,127.887,226773.0,4.0
109,Shake Me Down,['Cage The Elephant'],1Hb1IJ9bBCa6wo3fRtexnJ,0.457,0.613,9.0,-5.756,1.0,0.0295,0.00463,0.000406,0.0711,0.132,105.111,211373.0,4.0
110,Look At Me Now (feat. Lil' Wayne & Busta Rhymes),"['Chris Brown', 'Lil Wayne', 'Busta Rhymes']",3hsmbFKT5Cujb5GQjqEU39,0.767,0.677,11.0,-6.128,0.0,0.184,0.0339,5.51e-06,0.144,0.538,146.155,222587.0,4.0
111,Best Friend's Brother (feat. Victoria Justice),"['Victorious Cast', 'Victoria Justice']",5ilbsx6qkdgTZLptWIvXEV,0.613,0.917,8.0,-4.754,1.0,0.0637,0.000398,9.69e-06,0.159,0.77,140.001,218267.0,4.0
112,Zzz,['佐咲紗花'],5pDmTYazss1gsjdB0PNbDG,0.598,0.862,1.0,-5.354,1.0,0.0312,0.43,0.000589,0.114,0.724,153.977,252200.0,4.0
113,I Like It Like That (feat. New Boyz),"['Hot Chelle Rae', 'New Boyz']",6eFahAdQgABBj1XOM99cBG,0.742,0.784,1.0,-5.458,1.0,0.0552,0.0308,0.0,0.354,0.65,101.002,188200.0,4.0
114,Lego House,['Ed Sheeran'],5ubHAQtKuFfiG4FXfLP804,0.592,0.637,11.0,-8.48,1.0,0.0992,0.562,0.0,0.13,0.565,159.701,185093.0,4.0
115,Bangarang (feat. Sirah),"['Skrillex', 'Sirah']",6VRhkROS2SZHGlp0pxndbJ,0.716,0.972,7.0,-2.302,1.0,0.196,0.0145,3.22e-05,0.317,0.576,110.026,215253.0,4.0
116,Like Jesus Does,['Eric Church'],3wxgj5N8ZKoZWHDw6FJUf2,0.576,0.355,1.0,-8.388,1.0,0.033,0.439,4.55e-05,0.13,0.299,137.232,198733.0,4.0
117,Lotus Flower Bomb (feat. Miguel),"['Wale', 'Miguel']",3MAgQuClHcAV8E9CbeBS6f,0.512,0.598,9.0,-4.959,0.0,0.115,0.611,0.0,0.0881,0.345,70.189,213253.0,4.0
118,Make It Shine (Victorious Theme) (feat. Victoria Justice),"['Victorious Cast', 'Victoria Justice']",4nqxQU97VmHhn3e6a3CUWZ,0.52,0.933,5.0,-2.884,1.0,0.0541,0.000137,0.0,0.0556,0.397,137.022,187773.0,4.0
119,I Kissed a Boy,['Jupither'],3qj3nALu8VvPUcRdaZC80o,0.564,0.844,6.0,-3.3,1.0,0.126,0.000246,0.0,0.59,0.514,129.966,176432.0,4.0
120,Lay It Down,['Lloyd'],0npGoOENjn7vVvIMmvWekQ,0.527,0.796,1.0,-5.111,0.0,0.062,0.017,0.0,0.0798,0.534,155.99,240107.0,4.0
121,Over My Dead Body,['Drake'],2Gnsof1hvZzjE1xdLRpjtf,0.489,0.57,1.0,-10.291,1.0,0.306,0.759,2.1e-06,0.179,0.584,185.516,272573.0,4.0
122,Here For A Good Time,['George Strait'],11OFYsUK9EVJsQ6nutH32M,0.596,0.768,6.0,-6.753,1.0,0.0369,0.0858,6.23e-06,0.116,0.532,127.93,180267.0,4.0
123,Let's Do It Again,['J Boog'],4TBtGrMgUYH7D5Tf5HLvyz,0.631,0.696,0.0,-5.631,0.0,0.211,0.578,0.0,0.0784,0.927,173.537,192177.0,4.0
124,Dirty Mind,['3OH!3'],0R97k5AJy1udJI6mGV82FJ,0.642,0.861,4.0,-3.837,1.0,0.294,0.0318,0.0,0.23,0.582,92.912,197602.0,4.0
125,On The Floor,"['Jennifer Lopez', 'Pitbull']",20zQZVyUNPbq8kZACdgYrh,0.73,0.777,3.0,-5.199,0.0,0.0479,0.108,0.000467,0.069,0.591,130.0,284867.0,4.0
126,Los Tres De Zacatecas,['Banda Autentica de Jerez'],1YEPsAfBCPyc5bjPnyQ5in,0.763,0.62,8.0,-6.506,1.0,0.0542,0.535,0.0,0.0456,0.988,119.944,103600.0,4.0
127,I'm Not A Vampire,['Falling In Reverse'],7l0Lr7Tl4Gt8hQj4v3rwtf,0.235,0.965,2.0,-2.882,0.0,0.28,0.00887,0.0,0.0448,0.322,185.278,231840.0,4.0
128,If Heaven Wasn't So Far Away,['Justin Moore'],0aW7CSfoMBKBzLE7VerHyn,0.374,0.657,11.0,-6.086,1.0,0.0325,0.0434,0.0,0.219,0.376,74.234,223280.0,4.0
129,We Found Love,"['Rihanna', 'Calvin Harris']",6qn9YLKt13AGvpq9jfO8py,0.734,0.766,1.0,-4.485,1.0,0.0383,0.025,0.00138,0.108,0.6,127.986,215227.0,4.0
130,Que A Toda Madre (Que A Todo Dar),['Banda Los Recoditos'],2Av3o4sAszUWUS6WAEsXij,0.857,0.912,0.0,-4.31,1.0,0.0632,0.288,0.00154,0.553,0.985,112.379,132107.0,3.0
131,She,"['Tyler, The Creator', 'Frank Ocean']",0SA0mMXWh23raZ6xzOCU2V,0.35,0.621,8.0,-6.495,0.0,0.233,0.256,3.44e-05,0.613,0.459,83.375,253387.0,4.0
132,Tracks (Tall Bodies),['Chelsea Wolfe'],1fZwDdxNFa14m3UuoyCyHj,0.532,0.417,11.0,-10.753,0.0,0.0305,0.336,0.0217,0.118,0.232,116.009,239632.0,4.0
133,Comin’ In Hot,['Hollywood Undead'],5a3rLTbh7L7lBj5cflW3sf,0.708,0.749,2.0,-5.64,1.0,0.0897,0.0146,0.0,0.0913,0.382,96.016,223333.0,4.0
134,Run Dry (X Heart X Fingers),['Patrick Stump'],5JbwOWa24d54dVVl3YnmN9,0.555,0.687,1.0,-5.765,1.0,0.0734,0.000194,0.000353,0.579,0.806,123.294,505960.0,4.0
135,Kiss (Never Let Me Go),"['Thyro', 'Yumi']",6nQYJuqhIW2zKWAv1rZPM6,0.618,0.652,0.0,-2.971,1.0,0.0313,0.0711,0.0,0.216,0.507,139.902,259120.0,3.0
136,The Drug In Me Is You,['Falling In Reverse'],1mB7dCUM7sPyNab6R43nlj,0.548,0.855,3.0,-3.266,1.0,0.151,0.0149,0.0,0.127,0.644,145.133,218787.0,4.0
137,First of the Year (Equinox),['Skrillex'],5i7fZq3chLyCHo3VeB6goD,0.429,0.948,5.0,-3.657,0.0,0.227,0.00711,0.0148,0.0812,0.55,115.785,261517.0,3.0
138,The Motto,"['Drake', 'Lil Wayne']",4Kz4RdRCceaA9VgTqBhBfa,0.766,0.442,1.0,-8.558,1.0,0.356,0.000107,6.12e-05,0.111,0.39,201.8,181573.0,4.0
139,Where I Come From,['Montgomery Gentry'],10ps1I1sIMRNZW11eceN7W,0.62,0.852,1.0,-4.203,1.0,0.0308,0.0108,4.94e-06,0.279,0.479,90.038,201840.0,4.0
140,Undun,['Steve Cole'],1jMPe92ML6hOCBJLssrUSh,0.68,0.416,3.0,-8.282,0.0,0.032,0.824,0.864,0.0787,0.481,115.963,293533.0,4.0
141,Kiss Tomorrow Goodbye,['Luke Bryan'],4ZF2WDTBVFihfTkxfme8JE,0.571,0.937,5.0,-3.467,0.0,0.0365,0.0064,0.0,0.316,0.584,115.013,203133.0,4.0
142,Beggin' On Your Knees (feat. Victoria Justice),"['Victorious Cast', 'Victoria Justice']",116kG9vvdUtoprjYtToONt,0.623,0.869,5.0,-3.376,1.0,0.0481,0.00841,0.0,0.0771,0.663,130.013,193547.0,4.0
143,Xotica,['Phutureprimitive'],6h6IxDtTH5QwTNNrNlSD7v,0.532,0.74,5.0,-9.523,0.0,0.0471,0.0674,0.856,0.336,0.542,140.049,302754.0,4.0
144,Somebody That I Used To Know,"['Gotye', 'Kimbra']",4wCmqSrbyCgxEXROQE6vtV,0.864,0.495,0.0,-7.036,1.0,0.037,0.591,0.000133,0.0992,0.72,129.062,244973.0,4.0
145,Jar of Hearts,['Christina Perri'],0HZhYMZOcUzZKSFwPOti6m,0.349,0.348,3.0,-6.142,1.0,0.0316,0.726,0.0,0.12,0.0886,74.541,246587.0,4.0
146,Quitate La Venda,['El Güero y Su Banda Centenario'],57RHa00CrRWxFsliNefGYx,0.732,0.747,0.0,-4.52,1.0,0.0266,0.126,0.0,0.114,0.942,105.044,186400.0,4.0
147,I Just Wanna Run,['The Downtown Fiction'],3WLLJzllBEgPiSA0qd3BN3,0.669,0.667,4.0,-3.0,1.0,0.0511,0.00769,0.0,0.0983,0.69,128.103,199960.0,4.0
148,Cinema - Skrillex Remix,"['Benny Benassi', 'Gary Go', 'Skrillex']",02FuO3zDHGFAz0yP7HHGvy,0.637,0.985,6.0,-3.809,0.0,0.184,0.00988,0.00857,0.0649,0.374,145.111,307862.0,4.0
149,Mas Que Nada,"['Pink Martini', 'Saori Yuki']",7f45eBjWvqhcf9KbiYfdJH,0.387,0.559,2.0,-8.234,1.0,0.0509,0.769,0.000636,0.172,0.664,178.043,157040.0,4.0
150,Windows Are Rolled Down,['Amos Lee'],1umKFpJdXDtquGCz4oBVDJ,0.435,0.605,8.0,-6.649,1.0,0.0275,0.0682,0.00695,0.0653,0.541,62.962,237227.0,4.0
151,Narcissistic Cannibal (feat. Skrillex & Kill the Noise),"['Korn', 'Skrillex', 'Kill The Noise']",65XY6Cx0263J5BPnY8mPyE,0.519,0.892,11.0,-5.285,0.0,0.113,0.000456,0.000525,0.572,0.559,174.027,190707.0,4.0
152,C'mon - Single Version,"['Panic! At The Disco', 'fun.']",53c9tTEHXWL5GkYNalbXZ3,0.38,0.489,0.0,-7.027,1.0,0.0362,0.0351,0.00243,0.081,0.337,127.097,214431.0,4.0
153,Que Se Llene Tu Casa,['Ingrid Rosario'],3fJc3GDymadn48CQjhIrxF,0.477,0.777,3.0,-5.867,1.0,0.062,0.00276,1.76e-05,0.397,0.289,141.046,248813.0,4.0
