,billboard_track,spotify_track,billboard_artist,spotify_artist,spotify_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
14,The Sweetest Thing (I've Ever Known),The Sweetest Thing (I've Ever Known),Juice Newton,['Juice Newton'],4bRQodyVPba7f8mo3zyemR,0.253,0.323,7.0,-10.124,1.0,0.0268,0.55,1.22e-06,0.253,0.216,152.949,247227.0,4.0
15,Hooked On Classics,Hooked On Classics (Parts 1 & 2),Royal Philharmonic Orchestra,['Royal Philharmonic Orchestra conducted by Louis Clark'],3kTcvDQLW3zVbLyWyid6ua,0.738,0.455,2.0,-15.644,1.0,0.0514,0.0522,0.773,0.0727,0.607,130.399,306133.0,4.0
16,Take My Heart (You Can Have It If You Want It),Take My Heart (You Can Have It If You Want It),Kool & The Gang,['Kool & The Gang'],7jHOi7ls5RjJaOtmMSxY8w,0.927,0.379,11.0,-15.887,1.0,0.136,0.216,8.3e-06,0.0432,0.947,111.733,246427.0,4.0
17,Cool Night,Cool Night,Paul Davis,['Paul Davis'],29KyVqHekckVGfxHn8QS7m,0.576,0.528,2.0,-5.236,0.0,0.0258,0.67,0.0,0.347,0.663,107.21,218827.0,4.0
18,Oh No,,Commodores,,,,,,,,,,,,,,,
19,Every Little Thing She Does Is Magic,Every Little Thing She Does Is Magic,The Police,['The Police'],44aTAUBF0g6sMkMNE8I5kd,0.558,0.768,2.0,-9.997,1.0,0.0343,0.121,0.0626,0.124,0.429,81.909,260573.0,4.0
20,Someone Could Lose A Heart Tonight,Someone Could Lose A Heart Tonight,Eddie Rabbitt,['Eddie Rabbitt'],5UzPa5Po23ffDj1gXHCAq2,0.808,0.511,10.0,-9.474,0.0,0.0725,0.328,0.00102,0.0538,0.588,128.66,206827.0,4.0
21,Here I Am (Just When I Thought I Was Over You),Here I Am (Just When I Thought I Was Over You),Air Supply,['Air Supply'],38mMrNPAJKXMBK2l9actEA,0.344,0.466,0.0,-8.453,1.0,0.0255,0.534,1.61e-05,0.569,0.132,137.974,230400.0,4.0
22,I Wouldn't Have Missed It For The World,I Wouldn't Have Missed It For The World,Ronnie Milsap,['Ronnie Milsap'],7sNKhnl4MZnHdMzvmC4jG5,0.663,0.511,7.0,-10.843,1.0,0.0259,0.0637,1.09e-06,0.101,0.579,114.003,217827.0,4.0
23,Shake It Up,Shake It Up,The Cars,['The Cars'],5OWokvF4QOqMDQ8ByQsm6V,0.692,0.74,0.0,-7.466,1.0,0.0329,0.0723,8.83e-05,0.136,0.864,147.274,215440.0,4.0
24,Steal The Night,,Stevie Woods,,,,,,,,,,,,,,,
25,Waiting On A Friend,Waiting On A Friend - Remastered 2021,The Rolling Stones,['The Rolling Stones'],5rF5SyxEdhjMi0ijb1Luqi,0.57,0.86,0.0,-2.903,1.0,0.0315,0.0921,0.111,0.632,0.885,116.607,275760.0,4.0
26,Our Lips Are Sealed,Our Lips Are Sealed - Single Version,Go-Go's,"[""The Go-Go's""]",1GVnAD8Iz45rux6EC657Yv,0.608,0.864,8.0,-7.101,1.0,0.0522,0.0444,2.95e-06,0.0341,0.947,131.208,167960.0,4.0
27,She's Got A Way,She's Got a Way,Billy Joel,['Billy Joel'],3Ie2eLOIj2IhKnzPwXrLbJ,0.495,0.142,11.0,-16.186,0.0,0.0436,0.97,1.93e-06,0.113,0.196,75.859,169227.0,4.0
28,"My Girl (Gone, Gone, Gone)","My Girl (Gone, Gone, Gone)",Chilliwack,['Chilliwack'],3F3qMsKHOAmHDezIK840bp,0.439,0.821,2.0,-8.536,1.0,0.0973,0.382,4.85e-06,0.609,0.473,111.239,254507.0,4.0
29,Come Go With Me,Come Go With Me,The Beach Boys,['The Beach Boys'],7unmSSIMgaa1yKsnFnWrAq,0.703,0.705,4.0,-4.377,0.0,0.0584,0.102,0.0,0.326,0.881,122.136,127867.0,4.0
30,Under Pressure,Under Pressure,Queen & David Bowie,"['Queen', 'David Bowie']",4JpK2nex4J7WIkURIhDJ4V,0.67,0.709,2.0,-6.35,1.0,0.0458,0.41,0.0,0.0879,0.505,113.523,245267.0,4.0
31,You Could Have Been With Me,For Your Eyes Only,Sheena Easton,['Sheena Easton'],4jRJWlkCn3pAwezfqFODU3,0.244,0.44,7.0,-7.777,1.0,0.0475,0.871,8.65e-05,0.372,0.113,82.02,184480.0,4.0
32,Leader Of The Band,Leader of the Band,Dan Fogelberg,['Dan Fogelberg'],3O4s2m47MFhnGqmpkjoKYk,0.628,0.159,8.0,-14.363,1.0,0.0333,0.872,0.0,0.111,0.505,135.003,256400.0,4.0
33,Heart Like A Wheel,,The Steve Miller Band,,,,,,,,,,,,,,,
34,Take It Easy On Me,Take It Easy On Me,Little River Band,['Little River Band'],0UPJDZxXDPp7YR8hLt9CSo,0.405,0.54,9.0,-10.439,1.0,0.0325,0.0476,1.65e-05,0.427,0.28,122.395,223840.0,4.0
35,Castles In The Air,Castles in the Air,Don McLean,['Don McLean'],5RSeCwyPtZckl0GNNj7Rv5,0.421,0.473,4.0,-13.436,1.0,0.0333,0.361,9.93e-06,0.288,0.717,84.503,222787.0,4.0
36,More Than Just The Two Of Us,,Sneaker,,,,,,,,,,,,,,,
37,Private Eyes,Private Eyes,Daryl Hall John Oates,['Daryl Hall & John Oates'],5HQ639Z3ms3hnZx0KfWnkp,0.85,0.938,9.0,-6.889,0.0,0.0415,0.409,0.000346,0.0582,0.84,120.826,217200.0,4.0
38,Start Me Up,Start Me Up - Remastered 2009,The Rolling Stones,['The Rolling Stones'],7HKez549fwJQDzx3zLjHKC,0.631,0.932,5.0,-4.142,1.0,0.0354,0.0436,0.137,0.0918,0.971,122.429,213067.0,4.0
39,Love Is Alright Tonite,Love Is Alright Tonite,Rick Springfield,['Rick Springfield'],0q9kwsDddMpLd5PVctArlK,0.453,0.891,0.0,-4.851,1.0,0.069,0.00813,2.73e-06,0.353,0.8,158.905,207867.0,4.0
40,Working For The Weekend,Working for the Weekend,Loverboy,['Loverboy'],35k31HZI4z9PbBOioaI4dZ,0.515,0.766,7.0,-12.768,1.0,0.0343,0.0249,0.00103,0.455,0.774,146.911,221000.0,4.0
41,Sweet Dreams,Sweet Dreams,Air Supply,['Air Supply'],1ausxnZuFBzNn5sP3vaIe2,0.379,0.466,2.0,-6.856,0.0,0.0308,0.392,1.52e-06,0.241,0.327,126.223,236787.0,4.0
42,The Old Songs,The Old Songs,Barry Manilow,['Barry Manilow'],0JDxPxHeSkkBsWVMmcwMYi,0.264,0.417,5.0,-10.219,1.0,0.0291,0.549,0.0,0.136,0.368,153.361,283333.0,4.0
43,Love In The First Degree,Love in the First Degree,Alabama,['Alabama'],1rkpNfn7l4PcAreJwht9JO,0.626,0.411,8.0,-11.162,1.0,0.0318,0.366,0.0,0.0374,0.665,103.368,199200.0,4.0
44,Arthur's Theme (Best That You Can Do),Arthur's Theme (Best That You Can Do),Christopher Cross,['Christopher Cross'],5fnOrhQ4KgT5irGCjIccGH,0.526,0.515,9.0,-11.169,1.0,0.0389,0.169,0.000816,0.181,0.518,136.543,234493.0,4.0
45,If I Were You,If I Were You,Lulu,['Lulu'],5lHK3gu0f48nrAhfNVeNYr,0.682,0.621,4.0,-10.8,1.0,0.0712,0.298,1.82e-06,0.356,0.537,84.26,193000.0,4.0
46,Key Largo,Key Largo,Bertie Higgins,['Bertie Higgins'],41v56RunWqxgqTD4H2cwOD,0.503,0.659,0.0,-6.829,1.0,0.0356,0.443,0.0,0.153,0.33,101.668,198947.0,4.0
47,Let Me Love You Once,Let Me Love You Once,Greg Lake,['Greg Lake'],1tFEA3TWjshfIeDH0shtbX,0.378,0.534,9.0,-6.733,1.0,0.029,0.00488,0.0,0.108,0.16,137.633,258053.0,4.0
48,No Reply At All,No Reply at All - 2007 Remaster,Genesis,['Genesis'],0aeUuMypcIbr5y2oQUKyBV,0.691,0.936,2.0,-6.363,1.0,0.0617,0.255,0.000478,0.382,0.794,128.324,273787.0,4.0
49,Never Too Much,Never Too Much,Luther Vandross,['Luther Vandross'],3nFJbZCHP4d9vduKjJLdBL,0.734,0.586,2.0,-11.866,1.0,0.129,0.125,0.0,0.0367,0.762,109.933,230467.0,4.0
50,My Kinda Lover,My Kinda Lover - Remastered,Billy Squier,['Billy Squier'],6g14FUj5zU9FDRwBi963vS,0.534,0.461,9.0,-6.603,0.0,0.0361,0.468,6.43e-05,0.036,0.783,95.105,213533.0,4.0
51,Wrack My Brain,Wrack My Brain,Ringo Starr,['Ringo Starr'],0fOAIOvfKsD7XStpBkwKjJ,0.684,0.734,11.0,-6.995,1.0,0.0302,0.135,9.31e-05,0.123,0.898,130.62,141667.0,4.0
52,Tryin' To Live My Life Without You,Tryin' To Live My Life Without You - Live/Remastered,Bob Seger,['Bob Seger'],30XMQl7w3JozUbN6JVpk2Q,0.513,0.904,2.0,-3.524,1.0,0.0499,0.0181,0.0,0.964,0.772,104.767,240107.0,4.0
53,All Our Tomorrows,,Eddie Schwartz,,,,,,,,,,,,,,,
54,Poor Man's Son,Poor Man's Son,Survivor,['Survivor'],7bjlsOZE5N3zl4WttKgSi5,0.672,0.572,0.0,-12.617,0.0,0.0612,0.48,5.89e-05,0.126,0.747,118.393,215733.0,4.0
55,Breakin' Away,Breakin' Away,Al Jarreau,['Al Jarreau'],5yHSqWWUpU27n9s8kbZ94g,0.678,0.345,1.0,-17.268,0.0,0.0338,0.434,3.81e-05,0.254,0.564,71.69,253933.0,4.0
56,The Theme From Hill Street Blues,,Mike Post featuring Larry Carlton,,,,,,,,,,,,,,,
57,Little Darlin',Little Darlin',Sheila,['Sheila'],7glpsH1BlmTGKI2JwJoIOa,0.581,0.613,9.0,-11.121,1.0,0.0426,0.361,0.00367,0.0739,0.496,127.811,238347.0,4.0
58,Falling In Love,Falling In Love,Balance,['Balance'],4GSiGak8HPbJy1kRlyWx1L,0.475,0.466,9.0,-7.487,1.0,0.0321,0.202,0.0,0.12,0.197,114.792,197013.0,4.0
59,Could It Be Love,Could It Be Love,Jennifer Warnes,['Jennifer Warnes'],7oHeqO7wiWCg0e4df54ccw,0.505,0.635,0.0,-9.575,1.0,0.0267,0.0887,0.0,0.0581,0.696,137.811,212093.0,3.0
60,Sea Of Love,Sea of Love,Del Shannon,['Del Shannon'],7w51Uj0LW3JWoRXThGbpo7,0.683,0.513,9.0,-12.914,1.0,0.0276,0.0232,0.0801,0.0418,0.903,104.498,153827.0,4.0
61,Living Eyes,Living Eyes,Bee Gees,['Bee Gees'],4PHld19cwLHcLCKMmBsSB1,0.645,0.433,10.0,-10.95,1.0,0.0244,0.0515,0.0,0.0901,0.342,94.457,260733.0,4.0
62,Somewhere Down The Road,Somewhere Down The Road,Barry Manilow,['Barry Manilow'],3zeLxaBQmYS1DR0MgoRTTb,0.317,0.261,0.0,-12.606,1.0,0.0309,0.3,5.56e-05,0.416,0.252,132.584,243400.0,4.0
63,Anyone Can See,Anyone Can See,Irene Cara,['Irene Cara'],71lQ6KbvNUEGFBNvPWzbcv,0.358,0.542,5.0,-7.504,1.0,0.0347,0.512,0.0117,0.288,0.357,126.865,223960.0,4.0
64,Wkrp In Cincinnati,,Steve Carlisle,,,,,,,,,,,,,,,
65,Just Once,,Quincy Jones Featuring James Ingram,,,,,,,,,,,,,,,
66,Feel Like A Number,Feel Like A Number,Bob Seger & The Silver Bullet Band,['Bob Seger'],2QhqWCo5oODaEJUs2iwysz,0.466,0.982,4.0,-3.364,1.0,0.0596,0.306,0.479,0.437,0.659,170.87,224707.0,4.0
67,Keeping Our Love Alive,Keeping Our Love Alive,Henry Paul Band,['Henry Paul Band'],38EahDW0CKRoXuGrS6CYhc,0.322,0.873,7.0,-2.942,1.0,0.0457,0.254,0.00123,0.0932,0.593,157.127,235013.0,4.0
68,I've Done Everything For You,,Rick Springfield,,,,,,,,,,,,,,,
69,Closer To The Heart,Closer To The Heart,Rush,['Rush'],4u3oXuVeOGoByIMz9pnOKf,0.373,0.809,2.0,-9.189,1.0,0.0744,0.115,1.94e-06,0.653,0.539,145.045,171960.0,1.0
70,Abacab,Abacab - 2007 Remaster,Genesis,['Genesis'],10ThhPNj7E31iHGR0jTfeP,0.702,0.687,0.0,-9.25,1.0,0.032,0.0195,0.329,0.076,0.175,130.711,418147.0,4.0
71,Those Good Old Dreams,Those Good Old Dreams,Carpenters,['Carpenters'],4WVl3or8Xtnvv4XfSqAVNY,0.539,0.451,6.0,-14.272,1.0,0.0376,0.628,0.000167,0.0565,0.531,92.396,253067.0,4.0
72,One Hundred Ways,,Quincy Jones Featuring James Ingram,,,,,,,,,,,,,,,
73,The Night Owls,The Night Owls,Little River Band,['Little River Band'],2PXk0VQUwZNCCYSf5eJbjP,0.57,0.637,4.0,-9.077,0.0,0.0332,0.0296,0.00194,0.127,0.601,126.614,312947.0,4.0
74,Every Home Should Have One,Every Home Should Have One,Patti Austin,['Patti Austin'],2qPk8zMEbMkEOcFvxt32c9,0.782,0.637,2.0,-12.656,1.0,0.0268,0.149,2.25e-05,0.0513,0.924,102.216,206960.0,4.0
75,The Woman In Me,The Woman In Me,Crystal Gayle,['Crystal Gayle'],0qrCsIbYUjAdcRhvF7OTDp,0.434,0.278,10.0,-9.708,1.0,0.0357,0.861,0.0,0.105,0.0983,125.824,152000.0,4.0
76,Love Is Like A Rock,Love Is Like A Rock,Donnie Iris,['Donnie Iris'],6GMyxGEdbHl2Wj8s32LWC6,0.677,0.93,9.0,-10.564,1.0,0.041,0.00814,0.000235,0.326,0.383,110.559,207640.0,4.0
77,A World Without Heroes,A World Without Heroes,KISS,['KISS'],2bCBrhZdfdHnDucyQcyp42,0.588,0.361,4.0,-9.475,0.0,0.0313,0.572,4.76e-06,0.132,0.395,115.311,160667.0,4.0
78,When She Was My Girl,When She Was My Girl,Four Tops,['Four Tops'],3FPaQv0qldYuF0XD0ziwT8,0.696,0.593,5.0,-10.283,1.0,0.0399,0.203,0.00219,0.0767,0.778,100.346,206053.0,4.0
79,Southern Pacific,,Neil Young / Crazy Horse,,,,,,,,,,,,,,,
80,Sausalito Summernight,Sausalito Summernight,Diesel,['Diesel'],3Vah9acceGHoVBgH4iijET,0.629,0.846,5.0,-8.497,0.0,0.0927,0.0812,0.00265,0.103,0.569,125.462,309373.0,4.0
81,Through The Years,Through The Years - Single Version,Kenny Rogers,['Kenny Rogers'],4pP5xVUYEZljcmfyYFQXsx,0.587,0.393,0.0,-11.455,1.0,0.028,0.225,0.0,0.107,0.271,131.266,286067.0,4.0
82,Crazy (Keep On Falling),,The John Hall Band,,,,,,,,,,,,,,,
83,Runaway Rita,Runaway Rita,Leif Garrett,['Leif Garrett'],40nmiiOO6KT87CwLYwPkBh,0.628,0.693,2.0,-11.236,1.0,0.0301,0.0562,0.00502,0.186,0.822,125.349,169533.0,4.0
84,Tonight Tonight,Tonight Tonight,Bill Champlin,['Bill Champlin'],3zqo2IMDoKIZJ85ocDjbuz,0.419,0.348,5.0,-13.032,1.0,0.0342,0.508,1.44e-06,0.164,0.222,133.957,227360.0,4.0
85,We're In This Love Together,,Al Jarreau,,,,,,,,,,,,,,,
86,"She's A Bad Mama Jama (She's Built, She's Stacked)","She's A Bad Mama Jama (She's Built, She's Stacked) - Single Version",Carl Carlton,['Carl Carlton'],7KEguG3CDoestm50v6XET5,0.879,0.581,0.0,-6.078,1.0,0.0723,0.117,0.0,0.0435,0.629,114.226,234707.0,4.0
87,Chariots Of Fire - Titles,,Vangelis,,,,,,,,,,,,,,,
88,Blaze Of Glory,Blaze Of Glory,Kenny Rogers,['Kenny Rogers'],0WCCGUX0xb3I7yl0x5MAxq,0.589,0.445,2.0,-11.557,1.0,0.0895,0.269,0.0,0.0556,0.671,177.665,153867.0,4.0
89,For Your Eyes Only,For Your Eyes Only,Sheena Easton,['Sheena Easton'],4jRJWlkCn3pAwezfqFODU3,0.244,0.44,7.0,-7.777,1.0,0.0475,0.871,8.65e-05,0.372,0.113,82.02,184480.0,4.0
90,Can't Hold Back (Your Loving),,Kano,,,,,,,,,,,,,,,
91,It's My Party,,Dave Stewart and Barbara Gaskin,,,,,,,,,,,,,,,
92,Better Things,Better Things,The Kinks,['The Kinks'],179Rs3pkJx9vUWnN4jhcYA,0.522,0.618,2.0,-12.873,1.0,0.0872,0.164,1.32e-06,0.585,0.707,138.321,165210.0,4.0
93,Super Freak (Part I),,Rick James,,,,,,,,,,,,,,,
94,Endless Love,,Diana Ross & Lionel Richie,,,,,,,,,,,,,,,
95,Hard To Say,Hard to Say,Dan Fogelberg,['Dan Fogelberg'],0lFIys9PvdEJqTWsS7Ac9y,0.68,0.439,2.0,-12.381,1.0,0.0248,0.529,9.33e-05,0.0978,0.653,90.692,237040.0,4.0
96,Controversy,Controversy,Prince,['Prince'],417BgvwuyihreDKPXbp2kS,0.852,0.321,1.0,-17.139,0.0,0.0528,0.00996,0.239,0.0684,0.629,119.378,435333.0,4.0
97,"I Want You, I Need You","I Want You, I Need You",Chris Christian,['Chris Christian'],1fNqt552Rd4KiHK0fraglz,0.606,0.372,0.0,-9.94,1.0,0.0261,0.452,0.0,0.308,0.363,111.268,220187.0,4.0
98,Twilight,Twilight,Electric Light Orchestra,['Electric Light Orchestra'],03ZVEpSeeJfROJW65OHgsf,0.312,0.7,0.0,-10.876,1.0,0.0613,0.43,1.22e-05,0.827,0.199,139.588,221960.0,4.0
99,Sharing The Love,,Rufus With Chaka Khan,,,,,,,,,,,,,,,
100,,El Muchacho de los Ojos Tristes,,['Jeanette'],41JBXtssxYuLMyiBwwlnY6,0.689,0.408,9.0,-11.779,1.0,0.0304,0.47,3.06e-06,0.253,0.866,112.911,207147.0,4.0
101,,All My Rowdy Friends (Have Settled Down),,"['Hank Williams, Jr.']",2F5lTjxNzxoVP0jRxLSN9Z,0.711,0.542,0.0,-10.319,1.0,0.0287,0.23,5.2e-06,0.28,0.813,127.002,240373.0,4.0
102,,I'm Gonna Love Her for Both of Us,,['Meat Loaf'],28M8ye4IcDAfw3sBFm7zC0,0.36,0.868,9.0,-9.085,1.0,0.041,0.0709,0.000909,0.233,0.762,148.547,426733.0,4.0
103,,For Those About to Rock (We Salute You),,['AC/DC'],17lu4tymfnhmcIDlzBbtAb,0.37,0.919,4.0,-5.721,1.0,0.102,0.000376,0.419,0.49,0.471,134.021,344240.0,4.0
104,,Bringin' On The Heartbreak,,['Def Leppard'],7iEVmnzJr1V7duYKPWplzp,0.329,0.676,9.0,-9.036,0.0,0.0324,0.0366,0.0,0.18,0.529,78.217,273733.0,4.0
105,,Who's Crying Now,,['Journey'],5IK2FtuC0qmHHam9sWFxUI,0.57,0.554,9.0,-9.732,0.0,0.0288,0.0548,0.0,0.139,0.372,122.135,300147.0,4.0
106,,I Once Had Your Love (And I Can't Let Go),,['The Isley Brothers'],6z23m8y8AP0juC071yPI2Y,0.607,0.467,6.0,-14.893,1.0,0.235,0.777,0.161,0.192,0.773,165.142,281507.0,4.0
107,,Stop Draggin' My Heart Around (with Tom Petty and The Heartbreakers) - 2016 Remaster,,"['Stevie Nicks', 'Tom Petty and the Heartbreakers']",66LhCsc06aTa2Ig7iYPDSP,0.631,0.597,4.0,-7.382,0.0,0.026,0.379,0.00273,0.146,0.665,107.26,244440.0,4.0
108,,"Die Zauberflöte, K. 620, Act I Scene 3: Zum Ziele führt dich diese Bahn (Knaben, Tamino,)",,"['Wolfgang Amadeus Mozart', 'Tölzer Knabenchor', 'Bavarian Radio Symphony Orchestra', 'Bernard Haitink']",6JsNaY1xfKrrBwH9riyNxZ,0.172,0.0245,7.0,-25.393,1.0,0.0413,0.98,3.92e-05,0.147,0.152,173.251,108867.0,4.0
109,,"She's Got a Way - Live at the Paradise, Boston, MA - June 1980",,['Billy Joel'],62sebgxLnupowQ9KULc11J,0.414,0.182,7.0,-15.528,1.0,0.036,0.969,0.00069,0.853,0.423,70.524,180600.0,4.0
110,,Thirty Pieces of Silver - Bonus Track B-Side,,['Praying Mantis'],58q1aBODDTqrgqDijjtj3O,0.204,0.808,0.0,-7.406,1.0,0.0484,0.00143,0.000189,0.306,0.769,84.429,233640.0,4.0
111,,(I'm Your) Victim,,['Girlschool'],7399vKY7Q7QOPBMTNIEZBd,0.397,0.926,11.0,-5.535,0.0,0.0585,6.1e-05,0.161,0.258,0.778,122.092,162080.0,4.0
112,,Xenos - Remastered,,['George Dalaras'],1dVRcShopUENayTmpoqReK,0.627,0.574,11.0,-7.171,0.0,0.0321,0.71,0.0,0.108,0.851,133.328,175867.0,4.0
113,,You Could Have Been With Me,,['Sheena Easton'],1ONz7ocoJticKL8bw6cYEf,0.292,0.269,5.0,-14.78,1.0,0.0303,0.381,0.000104,0.24,0.268,64.302,217520.0,4.0
114,,"Baby, Come To Me",,['Patti Austin'],65bvH7egzl7h9f7uJmqGV4,0.631,0.505,7.0,-12.083,0.0,0.0903,0.553,0.0,0.137,0.687,90.204,215387.0,4.0
115,,Dirty Movies - 2015 Remaster,,['Van Halen'],63Kyj8FRdQHbSHgdNb74Le,0.387,0.782,1.0,-8.318,1.0,0.0582,0.00758,0.00097,0.107,0.77,184.325,247386.0,4.0
116,,Winning,,['Santana'],1NT76WD8FONQqTXKZ4MIRT,0.664,0.521,2.0,-13.251,1.0,0.031,0.0935,0.000493,0.0502,0.746,86.142,209733.0,4.0
117,,No Use In Crying - Remastered,,"['The Rolling Stones', 'Bob Clearmountain']",4wa7EsaCIc31OoedVvkVz6,0.636,0.455,9.0,-6.493,1.0,0.0338,0.58,0.000523,0.159,0.432,143.853,205173.0,3.0
118,,I've Done Everything for You,,['Rick Springfield'],2L51ByCm8ugVheFc8UklzS,0.594,0.898,4.0,-4.796,1.0,0.0452,0.0231,0.0,0.0627,0.808,161.512,197053.0,4.0
119,,Heavy Metal,,['Sammy Hagar'],1XxUDJp9zsjd6tBSvE3la4,0.276,0.639,2.0,-11.674,1.0,0.0471,0.0178,0.0,0.292,0.643,186.502,230507.0,4.0
120,,Oriko Xoria,,['Erramun Martikorena'],1bmLHfNVH4WDAffMrlGWR4,0.396,0.1,8.0,-13.258,0.0,0.0322,0.595,0.0,0.108,0.405,72.571,288427.0,3.0
121,,Xavana,,['Hareton Salvanini'],1drmcEj0gInDhyeresVa7Y,0.473,0.254,4.0,-15.204,0.0,0.031,0.708,0.000304,0.0989,0.273,119.518,180589.0,4.0
122,,Fire and Smoke,,['Earl Thomas Conley'],6a5KKTeLLiidntaswFszif,0.72,0.518,7.0,-9.918,1.0,0.027,0.354,2.19e-05,0.412,0.761,114.971,193707.0,4.0
123,,Matte Kudasai (alternate version),,['King Crimson'],21hFovLjTTHHdxFD0jgQmN,0.281,0.351,4.0,-12.976,1.0,0.0295,0.181,0.02,0.1,0.195,68.547,232027.0,4.0
124,,Bad Reputation,,['Joan Jett & The Blackhearts'],7pu8AhGUxHZSCWTkQ2eb5M,0.378,0.974,6.0,-4.055,1.0,0.194,0.00192,0.0139,0.0588,0.824,203.715,169187.0,4.0
125,,Really Want to Know You - Remastered Version,,['Gary Wright'],672L8kwlwJu5w8D6MWyvDC,0.574,0.493,1.0,-13.666,1.0,0.0341,0.209,3.02e-05,0.0568,0.704,124.531,262707.0,4.0
126,,Hoga Tumse Pyara Kaun - Zamaane Ko Dikhana Hai / Soundtrack Version,,['Shailendra Singh'],78Cjk45CY6VO1kTlPUlOUM,0.559,0.344,10.0,-10.784,1.0,0.0315,0.552,0.0,0.197,0.611,89.701,280360.0,4.0
127,,Touching the Untouchables,,['Men At Work'],7pN4S1pLfBKH4q4k7uyA4B,0.549,0.455,1.0,-13.143,0.0,0.0319,0.0323,6.66e-05,0.194,0.524,145.126,219707.0,4.0
128,,The Breakup Song,,['The Greg Kihn Band'],3gHyNUxOEZq4VltRl2xUW4,0.703,0.895,9.0,-4.002,0.0,0.029,0.0367,6.61e-05,0.307,0.965,141.558,169693.0,4.0
129,,Call Me,,['Blondie'],0vLwL4xuJ3s7SeaCdvMqkY,0.551,0.628,2.0,-13.799,1.0,0.036,0.0336,0.000194,0.151,0.777,142.167,212893.0,4.0
130,,"Believe It or Not (Theme from ""Greatest American Hero"")",,['Joey Scarbury'],375ntCG12wzCyfzclwYFwG,0.521,0.743,2.0,-5.903,1.0,0.0338,0.249,0.0,0.096,0.451,117.129,195293.0,4.0
131,,Charlotte Sometimes - Single Version,,['The Cure'],1rs7lqaXBlcw1N9wuHiQyJ,0.503,0.923,9.0,-5.526,0.0,0.0685,0.000471,6.21e-05,0.104,0.559,124.157,253333.0,4.0
