,billboard_track,spotify_track,billboard_artist,spotify_artist,spotify_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
132,,Gigolette,,['Ozone'],4Go3KKQIQzUWRrGRBigmpY,0.768,0.934,7.0,-4.613,1.0,0.0624,0.0358,0.000176,0.32,0.808,119.235,340000.0,4.0
133,,¿Que Puedo Hacer?,,['Jeanette'],0oYfV6bqDE83bq3Y9ODidM,0.34,0.516,0.0,-4.121,0.0,0.0317,0.44,0.0,0.238,0.402,72.46,218253.0,4.0
134,,An Xanarhosoun,,['Stelios Kazantzidis'],3YrIUw3NLwkDbyirEFhCzn,0.668,0.381,4.0,-13.762,0.0,0.0334,0.815,2.51e-06,0.128,0.821,95.192,189427.0,4.0
135,,Y Por Esa Calle Vive,,['Los Baron De Apodaca'],3O0QWIrvnTilEumcyVqY1B,0.678,0.516,5.0,-7.287,1.0,0.0388,0.553,4.64e-06,0.32,0.599,99.72,218013.0,4.0
136,,"The Planets, Op. 32: 2. Venus, the Bringer of Peace",,"['Gustav Holst', 'Berliner Philharmoniker', 'Herbert von Karajan']",0kEBYD0sMCPtsfpwFLG9aj,0.0864,0.00922,5.0,-32.924,0.0,0.0396,0.943,0.531,0.106,0.0301,85.284,517000.0,3.0
137,,Get It Up,,['The Time'],24c5K2qEq2wsBoIHveWPmW,0.856,0.278,4.0,-15.064,0.0,0.0752,0.0168,0.114,0.0497,0.87,112.569,547867.0,4.0
138,,Double Dutch Bus,,['Frankie Smith'],1EVJeWeItAPcATFolrw3VR,0.915,0.52,8.0,-9.257,1.0,0.132,0.0018,0.00035,0.0293,0.471,119.47,320973.0,4.0
139,,"Suite Española No. 1, Op. 47: No. 5, Asturias (Leyenda) [Arranged by John Williams for Guitar]",,"['Isaac Albéniz', 'John Williams']",2u6GTNZF07O4mmFg8CZozY,0.32,0.171,4.0,-20.784,0.0,0.0594,0.967,0.884,0.104,0.217,112.092,372733.0,3.0
140,,Joan Of Arc (Maid Of Orleans) - Remastered 2003,,['Orchestral Manoeuvres In The Dark'],5WeMMlylGCVGc0ChHSysJA,0.522,0.744,8.0,-8.175,1.0,0.0371,0.027,0.682,0.0599,0.333,109.788,252053.0,3.0
141,,Highway 40 Blues,,['Ricky Skaggs'],47bhJ2T5HpcGajdjUPbmNJ,0.652,0.66,4.0,-12.049,1.0,0.0317,0.0538,0.00165,0.332,0.952,117.995,188760.0,4.0
142,,Big City,,['Merle Haggard'],7MYCBhcWtRSJ7YXTfIHlI8,0.707,0.401,4.0,-14.222,1.0,0.0533,0.275,0.000296,0.201,0.602,136.188,179333.0,4.0
143,,"But, But",,['Robert Gordon'],3JN6fjeVQkygMH2ymxoDV4,0.641,0.877,7.0,-7.005,1.0,0.159,0.14,0.0,0.242,0.911,153.04,154040.0,4.0
144,,Thirsty And Miserable,,['Black Flag'],2ynru6AE1AXIW8euFhEMat,0.287,0.9,5.0,-13.156,1.0,0.0906,0.0419,0.972,0.842,0.0358,104.282,125840.0,4.0
145,,That's When I Reach For My Revolver,,['Mission Of Burma'],3bSKHihztyH9D1ZyQsoqzI,0.3,0.915,4.0,-5.691,1.0,0.049,0.00194,0.000332,0.147,0.51,147.116,233573.0,4.0
146,,Fire And Desire,,"['Rick James', 'Teena Marie']",6XJdmdiLRvvQXRLMenQmjx,0.335,0.455,1.0,-10.051,1.0,0.0371,0.424,3.73e-06,0.109,0.2,82.046,437933.0,4.0
147,,Working Day and Night - Live from the 1981 U.S. Tour,,['The Jacksons'],67v0vW8LvZP11UfwLB9lZY,0.627,0.961,1.0,-7.764,1.0,0.0945,0.0191,0.0666,0.831,0.287,138.81,413520.0,4.0
148,,Come On And Dance,,['Mötley Crüe'],03yzjGJszGD5tK1l7KRjnF,0.348,0.922,7.0,-6.039,1.0,0.0432,0.000146,0.00572,0.176,0.904,144.382,166360.0,4.0
149,,Keep On Dancin',,['Ozone'],1y4Je80yyFWzST4DHcOaTo,0.857,0.907,4.0,-3.773,0.0,0.0796,0.223,0.0029,0.0354,0.907,116.633,290507.0,4.0
150,,Juke Box Hero,,['Foreigner'],00qOE7OjRl0BpYiCiweZB2,0.357,0.653,9.0,-5.554,1.0,0.0654,0.0828,0.0,0.0844,0.522,176.647,259800.0,4.0
151,,This Feeling’s Rated X-tra,,['Carl Carlton'],26roeqrOoh8x55Dhn0EK06,0.587,0.603,7.0,-5.965,0.0,0.0489,0.336,1.36e-06,0.432,0.598,72.33,251227.0,4.0
152,,Dr. X,,['UB40'],2Vq6zpzIMhDFoOeTfW61Kp,0.727,0.368,0.0,-15.529,1.0,0.0694,0.0211,0.764,0.0976,0.93,152.954,320733.0,4.0
153,,Kind of Woman - 2016 Remaster,,['Stevie Nicks'],0ehVk4Py6iyLpfruxVYq4S,0.531,0.45,10.0,-9.586,0.0,0.0258,0.27,0.0527,0.199,0.249,107.946,192560.0,3.0
154,,¿Qué Será de Ti?,,['Camilo Sesto'],6AP6ELJ9Il3RwyQlzbeogS,0.545,0.401,5.0,-15.467,1.0,0.0358,0.634,0.0,0.0623,0.641,149.743,175027.0,4.0
155,,Take Me To The Top,,['Mötley Crüe'],4jLTF119PfzzJoaNuj3d2p,0.294,0.817,3.0,-6.577,1.0,0.0409,3.9e-06,0.222,0.123,0.554,148.966,223533.0,1.0
156,,There's Only One Way To Rock,,['Sammy Hagar'],6DZVWULzIED39omfY6ZTFC,0.432,0.804,6.0,-11.243,0.0,0.048,0.00944,0.000339,0.381,0.508,153.362,255267.0,4.0
157,,Are the Good Times Really Over (I Wish a Buck Was Still Silver),,['Merle Haggard'],7tSZJ9iI3634Sqtd6Uvl49,0.616,0.217,0.0,-15.439,1.0,0.0335,0.808,0.000109,0.122,0.141,130.613,253293.0,3.0
158,,I Love Livin' in the City,,['Fear'],0qHt7KGw9LPm4Ms4qUZlSd,0.547,0.839,5.0,-9.521,0.0,0.0709,0.00115,0.0,0.433,0.343,95.611,125040.0,4.0
159,,Tainted Love,,['Soft Cell'],0cGG2EouYCEEC3xfa0tDFV,0.5,0.501,0.0,-8.284,0.0,0.0376,0.462,0.0,0.26,0.623,144.438,153800.0,4.0
160,,"Miami 2017 (Seen the Lights Go Out on Broadway) - Live at Madison Square Garden, New York, NY - June 1980",,['Billy Joel'],0FFyHXmFKwzqHXXsrXWhfW,0.313,0.798,2.0,-8.422,1.0,0.0588,0.267,5.71e-05,0.951,0.181,165.074,304400.0,4.0
161,,Just Between You And Me,,['April Wine'],5fsU7AtSTp0zySUf46hwbt,0.511,0.308,7.0,-15.021,1.0,0.0247,0.408,2.2e-05,0.15,0.377,83.546,235560.0,4.0
162,,Xoxuak,,['Gorka Knörr'],2NU0xaDHGfSs3PjvAJPt9A,0.44,0.381,5.0,-10.579,0.0,0.0528,0.927,0.0,0.103,0.305,132.075,171467.0,4.0
163,,Fallen,,['Lauren Wood'],11wGTz7FELYt1P9efjX7VT,0.7,0.335,3.0,-11.151,1.0,0.0291,0.812,2.9e-05,0.0703,0.682,113.589,221483.0,4.0
164,,Ballad Of Hank Williams,,"['Hank Williams, Jr.', 'Don Helms']",4WZaXaq2IO61dNVfVgA58g,0.761,0.796,9.0,-13.087,1.0,0.0318,0.0701,0.0,0.162,0.962,104.266,201827.0,4.0
165,,Space Age Love Song,,['A Flock Of Seagulls'],7zSAI7Ae6DPVepN8MksKVZ,0.447,0.744,2.0,-4.613,1.0,0.0311,3.62e-05,0.106,0.21,0.552,139.959,226693.0,4.0
166,,Madame Kalalú,,"['Rubén Blades', 'Willie Colón']",7co76Vzf2YQKUWzU23H4tr,0.567,0.699,7.0,-8.446,1.0,0.109,0.649,1.41e-06,0.313,0.935,108.681,415133.0,4.0
167,,"Goldberg Variations, BWV 988: Variation 15 a 1 Clav. Canone alla Quinta. Andante",,"['Johann Sebastian Bach', 'Glenn Gould']",7cKXSyVa3TXEksYArDQRpW,0.548,0.0494,7.0,-28.253,0.0,0.0847,0.994,0.929,0.0989,0.567,77.488,301427.0,4.0
168,,Cama e Mesa - Versão Remasterizada,,['Roberto Carlos'],4lN2okBBRNDimttONXGggW,0.699,0.354,8.0,-16.487,0.0,0.0362,0.158,0.0,0.0689,0.751,119.909,199413.0,4.0
169,,The Best Of Times,,['Styx'],7GRUpcvSQM9HrnC2CjYPG4,0.341,0.324,0.0,-11.864,1.0,0.025,0.13,1.11e-06,0.134,0.321,78.662,257867.0,4.0
170,,Yo Quiero Ser Tu Amante,,['Galy Galiano'],3PvYTTfc4G6BYM8qZJbyhP,0.6,0.689,7.0,-8.411,1.0,0.0285,0.129,2.16e-06,0.185,0.892,145.604,200000.0,4.0
171,,That's the Way Love Goes,,['Merle Haggard'],29ZJSsfmcSJcShl44iXuP1,0.81,0.268,3.0,-16.733,1.0,0.0291,0.549,0.00886,0.0943,0.625,99.686,181427.0,4.0
172,,"The More You Live, The More You Love",,['A Flock Of Seagulls'],1lNn0udm3EHKFRCGpNKZxn,0.612,0.845,11.0,-5.565,0.0,0.0352,0.00224,0.00168,0.582,0.769,139.514,249107.0,4.0
173,,Queen Of Hearts,,['Juice Newton'],6R6ib5FgDYlG0rPA9c5DVv,0.658,0.862,2.0,-9.963,1.0,0.0535,0.211,5.44e-05,0.2,0.969,169.532,205827.0,4.0
174,,Tainted Love / Where Did Our Love Go - Extended Version / Medley,,['Soft Cell'],2atm0QTTcVXsN47XSdIY7b,0.698,0.278,7.0,-11.88,1.0,0.0769,0.344,0.00652,0.149,0.387,145.274,539693.0,4.0
175,,Step By Step,,['Eddie Rabbitt'],49HfSdzgsXmzbZPMZ560Xn,0.63,0.691,7.0,-7.563,1.0,0.0295,0.174,3.1e-06,0.0498,0.655,76.945,220707.0,4.0
176,,Los Años Viejos,,['Los Baron De Apodaca'],6qMkl2h7yNZ3TsSuZcKBpR,0.622,0.463,2.0,-4.861,1.0,0.0279,0.295,0.0,0.0657,0.465,94.878,249027.0,4.0
177,,Xenaki Ime Ke Tha 'Rtho,,['Giannis Kalatzis'],5Gn7HiQTsWdpXU7byKXIgq,0.499,0.258,6.0,-11.845,1.0,0.0341,0.829,0.0,0.355,0.479,80.299,185613.0,3.0
178,,Rise Above,,['Black Flag'],4kFfFe38CRVnTsakUTL4E4,0.374,0.816,2.0,-13.88,1.0,0.0578,0.119,8.01e-06,0.0808,0.138,104.56,146560.0,4.0
179,,Northwest Passage,,['Stan Rogers'],4WKs2iDdrR2fA8T3hlCanB,0.579,0.0508,2.0,-17.719,1.0,0.121,0.911,0.0,0.102,0.511,101.695,289573.0,4.0
180,,"Someday, Someway",,['Robert Gordon'],13cFAWqOn5a7sXy4QSoGVL,0.526,0.975,9.0,-5.116,1.0,0.206,0.535,0.0,0.24,0.874,167.342,145200.0,4.0
181,,Heart Of Glass - Special Mix,,['Blondie'],0a4agFmqHXxcZl1nho1BxM,0.694,0.577,4.0,-14.63,1.0,0.0308,0.015,0.00836,0.0853,0.845,114.478,275733.0,4.0
182,,The Hunter,,['Girlschool'],0mFcqGJLWXIwhbkmWFRThs,0.461,0.945,4.0,-6.079,1.0,0.0477,0.000486,0.0658,0.138,0.527,136.573,195787.0,4.0
183,,When All Is Said And Done,,['ABBA'],43T696K5X1s1mtxIuuUvvz,0.715,0.456,2.0,-14.894,1.0,0.036,0.47,4.72e-05,0.281,0.75,126.185,198587.0,4.0
184,,You Should Know by Now,,['Angela Bofill'],4k1nr8jShGLI8wiWSVNUNa,0.531,0.225,0.0,-16.408,1.0,0.0284,0.524,0.000375,0.124,0.177,94.567,209293.0,4.0
185,,Still They Ride,,['Journey'],2or8ETC2aPaOLJFnF9VoXX,0.346,0.538,0.0,-9.956,1.0,0.0322,0.249,0.0,0.145,0.301,131.993,230453.0,4.0
186,,Dead Ringer for Love (with Cher),,"['Meat Loaf', 'Cher']",6LR5yuN6XStHDZiusCxqYe,0.287,0.975,10.0,-8.732,1.0,0.0796,0.185,0.00924,0.46,0.441,169.424,260693.0,4.0
187,,We Got The Beat,,"[""The Go-Go's""]",5kz9GDBTX846OXwqWoyKzF,0.587,0.994,2.0,-5.61,1.0,0.045,0.155,0.0734,0.0319,0.481,151.941,153133.0,4.0
188,,X,,['Svart'],6WgsUQpt9edEVk3o5akvPb,0.672,0.607,0.0,-9.868,1.0,0.0407,0.0186,0.00024,0.112,0.627,120.873,147455.0,4.0
189,,Little Girls,,['Oingo Boingo'],42wFJFBEkSBfM74T9Eb6LZ,0.611,0.817,6.0,-11.265,1.0,0.0478,0.0257,0.0859,0.0324,0.759,172.14,223515.0,4.0
190,,Sweet Baby,,"['Stanley Clarke', 'George Duke']",38705PDjZZVeWxfTRsTlJr,0.622,0.368,4.0,-14.22,1.0,0.0594,0.338,0.0,0.23,0.266,72.764,227200.0,4.0
191,,I Will Survive - 1981 Re-recording,,['Gloria Gaynor'],7DD1ojeTUwnW65g5QuZw7X,0.668,0.678,9.0,-10.317,0.0,0.056,0.00293,0.0,0.265,0.657,120.029,261173.0,4.0
192,,Down Under,,['Men At Work'],3ZZq9396zv8pcn5GYVhxUi,0.739,0.459,11.0,-14.42,0.0,0.0294,0.129,0.0194,0.0474,0.892,107.115,222320.0,4.0
193,,Killers - 2015 Remaster,,['Iron Maiden'],2LJoJhtLbrzHL6P0VmobiN,0.219,0.939,9.0,-5.333,1.0,0.0935,0.00547,0.00149,0.0529,0.395,83.739,301667.0,4.0
194,,Open Arms,,['Journey'],2w4EpqGasrz9qdTwocx54t,0.405,0.21,2.0,-13.214,1.0,0.0279,0.584,0.0,0.139,0.174,100.577,202173.0,3.0
195,,Under the Boardwalk,,['Tom Tom Club'],1TQnJtARi8nN54bb43B87X,0.966,0.569,9.0,-12.313,1.0,0.088,0.0344,0.363,0.0635,0.961,121.975,346640.0,4.0
196,,It's My Job,,['Jimmy Buffett'],4knKfxkzTjKGQ2CrkyDr1N,0.632,0.349,5.0,-14.415,1.0,0.0332,0.507,0.0,0.126,0.556,127.962,192907.0,4.0
197,,Rated X,,"[""Invisible Man's Band""]",3foRYSgJm3wZ8duSgEq18s,0.569,0.791,9.0,-10.788,1.0,0.169,0.345,2.17e-06,0.049,0.773,99.042,335760.0,4.0
198,,"Twinkle, Twinkle Lucky Star",,['Merle Haggard'],5lxDdFXillBqYvKe9gsYT1,0.659,0.34,4.0,-14.976,1.0,0.035,0.841,0.000598,0.222,0.694,81.64,203600.0,4.0
199,,In The Dark - Remastered,,['Billy Squier'],2dgjjOdz8qnGXLos9xbNNV,0.54,0.83,4.0,-4.997,0.0,0.0348,0.151,2.8e-06,0.589,0.553,112.469,250067.0,4.0
