,billboard_track,spotify_track,billboard_artist,spotify_artist,spotify_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
132,,Coffee & TV,,['Blur'],5eSllZgRWCIJsDTAqFRwQw,0.743,0.743,2.0,-10.117,1.0,0.0367,0.0511,0.233,0.0987,0.707,121.604,358773.0,4.0
133,,Ready to Run,,['The Chicks'],7yNTZj1ugKCeRJdSP1meOk,0.644,0.644,7.0,-7.542,1.0,0.0305,0.245,0.00083,0.27,0.293,98.746,231293.0,4.0
134,,En Tu Pelo,,['El Tiempo'],3bXiDeHMZEscqIzqK0onHB,0.571,0.824,7.0,-2.723,0.0,0.0574,0.248,0.000186,0.151,0.904,167.089,192667.0,4.0
135,,Never Let You Go - 2008 Remaster,,['Third Eye Blind'],1sxUaLi0G2vB7dl4ogtCxH,0.728,0.94,4.0,-5.034,1.0,0.0368,0.0814,0.000162,0.109,0.967,113.76,237240.0,4.0
136,,Maria Maria (feat. The Product G&B),,"['Santana', 'The Product G&B']",567UAkWoLBqZ709s3Qcbze,0.777,0.601,2.0,-5.931,1.0,0.126,0.0406,0.00201,0.0348,0.68,97.911,261973.0,4.0
137,,The Siege Of Sevastopol - Bonus Track,,['John Fahey'],4oGVPC4tsucIMsHwY4UOqe,0.413,0.459,4.0,-9.0,1.0,0.0326,0.798,0.876,0.326,0.681,100.279,79400.0,4.0
138,,I Miss You,,['Incubus'],0ZVorBFSmsJBE0pczFzIvk,0.666,0.603,2.0,-7.314,1.0,0.0258,0.00031,0.00131,0.0993,0.195,116.84,168667.0,3.0
139,,Quiet Storm,,['Mobb Deep'],6nwAubYnLGl7F7cDuOoVLp,0.79,0.728,2.0,-9.221,1.0,0.391,0.366,0.0,0.112,0.403,96.978,265493.0,4.0
140,,Just Once - New Version,,['James Ingram'],0rKPoDE9Bm4OcZeyHrHZnV,0.622,0.49,0.0,-7.486,1.0,0.0342,0.688,0.0,0.103,0.324,143.863,269280.0,4.0
141,,Ames,,['Tracker'],0qfBm4CodLnETKjuRV9EQp,0.629,0.191,7.0,-13.045,1.0,0.0497,0.583,0.627,0.291,0.153,81.661,126013.0,3.0
142,,Steal My Kisses,,['Ben Harper And The Innocent Criminals'],4cIwg5VY8Lo1NYwq7llOth,0.914,0.56,7.0,-11.396,1.0,0.113,0.241,0.0214,0.217,0.87,101.019,245360.0,4.0
143,,En Barranquilla Me Quedo,,['Joe Arroyo'],4yQkzBFn3V1IOdx0ic20tx,0.633,0.782,1.0,-6.766,1.0,0.0488,0.185,0.00011,0.0778,0.757,103.585,311676.0,4.0
144,,Contrabando En Los Huevos,,['Grupo Exterminador'],5iYutlcpa7KXRj9Hpx4Ecr,0.867,0.573,9.0,-7.987,1.0,0.121,0.678,0.0,0.308,0.867,106.123,271427.0,4.0
145,,What U See Is What U Get,,['Xzibit'],4ezafcOuI5em8LoE2xxnpv,0.724,0.806,1.0,-6.843,0.0,0.295,0.0541,0.0,0.314,0.586,93.863,308907.0,4.0
146,,Smooth (feat. Rob Thomas),,"['Santana', 'Rob Thomas']",0n2SEXB2qoRQg171q7XqeW,0.609,0.923,9.0,-3.908,1.0,0.0338,0.16,4.73e-06,0.295,0.961,115.996,294987.0,4.0
147,,Get Down On It - Single Version,,['Kool & The Gang'],4yKZACkuudvfd600H2dQie,0.879,0.626,7.0,-6.344,1.0,0.0604,0.205,6.07e-05,0.056,0.968,110.864,212907.0,4.0
148,,The Next Episode,,"['Dr. Dre', 'Snoop Dogg']",4LwU4Vp6od3Sb08CsP99GC,0.922,0.909,10.0,-2.429,0.0,0.27,0.0281,0.0,0.0856,0.309,95.295,161507.0,4.0
149,,Son of Man,,['Phil Collins'],1LhFadk0aWYczltTjIbFlI,0.642,0.853,9.0,-5.288,1.0,0.0338,0.041,0.00035,0.361,0.694,141.663,163533.0,4.0
150,,In Spite of Ourselves (feat. Iris DeMent),,"['John Prine', 'Iris DeMent']",1k691v8ChLgDiuLLKnjyj6,0.547,0.277,0.0,-11.327,1.0,0.0429,0.67,0.0,0.091,0.684,153.974,213600.0,4.0
151,,Quiet Storm (feat. Lil' Kim) - Remix,,"['Mobb Deep', ""Lil' Kim""]",47w8ZDr5nBClBgMS92FBDQ,0.792,0.79,9.0,-9.033,1.0,0.407,0.249,0.0,0.0705,0.411,97.517,244333.0,4.0
152,,17 Años,,['Los Ángeles Azules'],1Y372uxsCkKqNclj2ercap,0.738,0.483,0.0,-9.097,1.0,0.0526,0.467,0.0,0.086,0.774,90.941,181307.0,4.0
153,,The Next Movement,,"['The Roots', 'DJ Jazzy Jeff', 'Jazzyfatnastees']",0NSYVDo4ryxNWln7TfEyex,0.782,0.639,1.0,-8.154,1.0,0.365,0.029,0.0,0.197,0.487,95.116,250200.0,4.0
154,,Wait and Bleed,,['Slipknot'],15DLl1r2zi07Ssq5RT1yT0,0.382,0.996,7.0,-4.119,1.0,0.104,0.00208,0.0,0.417,0.327,93.345,147840.0,4.0
155,,Amor Sin Palabras,,['Los Caminantes'],199p1rquWNc5inYj6u8UhW,0.621,0.795,3.0,-5.31,1.0,0.0287,0.231,0.0,0.164,0.784,96.801,193880.0,4.0
156,,X Ray Hip,,['Bona Fide'],40PNEl3Rn5fIXBb5bW7FU0,0.664,0.841,7.0,-8.503,1.0,0.0346,0.00674,0.579,0.21,0.538,109.995,259240.0,4.0
157,,I Don't Need Your Rockin' Chair - Version w/special guests,,"['Mark Chesnutt', 'George Jones', 'Patty Loveless', 'Garth Brooks', 'Clint Black', 'Alan Jackson', 'Travis Tritt', 'Joe Diffie', 'Pam Tillis', 'T. Graham Brown', 'Vince Gill']",3nKLfeoq3YedJIZqvRW3Qz,0.68,0.589,0.0,-10.01,1.0,0.0247,0.152,0.0,0.378,0.696,93.865,168640.0,4.0
158,,Hillbilly Shoes,,['Montgomery Gentry'],0kJeo33oWW6Nx4tkUNPshJ,0.655,0.837,7.0,-6.072,1.0,0.0355,0.0332,0.00223,0.111,0.708,115.938,192586.0,4.0
159,,Realmente No Estoy Solo - En Vivo,,['Ricardo Arjona'],4LzoGBoTf13wkcqr4vhRXs,0.475,0.598,5.0,-7.898,1.0,0.03,0.555,1.92e-06,0.463,0.413,146.004,211827.0,4.0
160,,Conversation With The Devil,,['Ray Wylie Hubbard'],2nww8CKg1BqCh6Eyr6sr6m,0.672,0.435,7.0,-9.043,1.0,0.0443,0.678,0.0,0.177,0.619,111.927,294053.0,4.0
161,,Canned Heat,,['Jamiroquai'],47oS7xB31QQUyPCgHpM3VZ,0.7,0.865,9.0,-5.827,0.0,0.133,0.0136,7.71e-05,0.0718,0.78,128.043,331760.0,4.0
162,,Te Quiero A Tí,,['A.B. Quintanilla III Y Los Kumbia Kings'],4v9dVYIvD3EFuzWiXngmDq,0.721,0.536,9.0,-8.432,1.0,0.0414,0.519,1.13e-05,0.0709,0.891,168.045,194467.0,4.0
163,,Dead Wrong (feat. Eminem) - 2005 Remaster,,"['The Notorious B.I.G.', 'Eminem']",6s4kWgzQwsueo3mfllY1s6,0.682,0.92,10.0,-1.544,1.0,0.278,0.177,0.00158,0.0443,0.835,82.228,297427.0,4.0
164,,Here With Me,,['Dido'],4xFxK0FXmNlUDRgCaIQCVn,0.555,0.578,11.0,-7.942,0.0,0.0277,0.113,3.43e-06,0.0747,0.333,83.382,255400.0,4.0
165,,"Mozart: Clarinet Concerto in A Major, K. 622: II. Adagio",,"['Wolfgang Amadeus Mozart', 'Sabine Meyer', 'Berliner Philharmoniker']",2fYOyayT80ysO3nxw9lKXn,0.15,0.0115,2.0,-26.636,1.0,0.0425,0.976,0.191,0.0836,0.0955,101.769,394560.0,3.0
166,,NIGHT & DAY,,['Mr Groove'],1tYWuxQgXJqA4L4jACzjcK,0.38,0.985,1.0,-5.074,0.0,0.0548,0.0187,5.3e-05,0.226,0.871,75.659,311300.0,4.0
167,,Can't Get Enough Of You Baby,,['Smash Mouth'],0UVIXwqfTjefBbDyY60MWB,0.666,0.895,6.0,-4.667,1.0,0.0293,0.0147,0.0,0.439,0.83,123.716,150773.0,4.0
168,,Thong Song,,['Sisqo'],5Mmk2ii6laakqfeCT7OnVD,0.706,0.888,2.0,-6.959,1.0,0.0654,0.119,9.64e-05,0.07,0.714,121.549,253733.0,4.0
169,,I Know,,['Fiona Apple'],0uhYgQQ6WX9rCONnum7Fmw,0.324,0.211,0.0,-14.223,1.0,0.0287,0.944,0.0031,0.118,0.199,146.367,295133.0,3.0
170,,Run,,['Collective Soul'],3HxX5qcaz2phmsJVPskugD,0.572,0.754,11.0,-5.128,1.0,0.0245,0.0271,0.00091,0.0823,0.637,95.993,273467.0,4.0
171,,Forgot About Dre,,"['Dr. Dre', 'Eminem']",7iXF2W9vKmDoGAhlHdpyIa,0.924,0.74,8.0,-1.299,1.0,0.0774,0.0827,0.0,0.163,0.621,133.974,222293.0,4.0
172,,Bring It All Back,,['S Club 7'],3v0uXfyMEZ1lGvBOv1Y4ar,0.679,0.903,4.0,-4.914,1.0,0.0463,0.333,0.0,0.372,0.872,108.114,213600.0,4.0
173,,Come on over Baby (All I Want Is You) - Radio Version,,['Christina Aguilera'],7A0apkTSTvMbSI7yplcmlh,0.829,0.915,8.0,-3.205,1.0,0.106,0.226,1.25e-05,0.246,0.779,118.903,203333.0,4.0
174,,No Leaf Clover - Live with the SFSO,,['Metallica'],0n4AllHzf3ma4ki20Y9h00,0.246,0.952,3.0,-5.045,0.0,0.114,0.000558,0.00193,0.959,0.387,151.374,343200.0,4.0
175,,Falling Away from Me,,['Korn'],2F6FfZ4w8z3eJpSxPotVO5,0.468,0.769,4.0,-7.036,1.0,0.041,0.00014,0.00124,0.271,0.17,104.102,270920.0,4.0
176,,Window,,['Out Of Eden'],6LpWcq9fkkicrRh1PXPNfB,0.718,0.875,8.0,-4.976,1.0,0.0312,0.0471,0.000671,0.114,0.936,119.997,307973.0,4.0
177,,This Velvet Glove,,['Red Hot Chili Peppers'],0GIDR7iLJgV5fJwdcv8TXo,0.607,0.953,2.0,-1.744,0.0,0.0471,0.0706,2.94e-05,0.213,0.315,118.885,225200.0,4.0
178,,Parallel Universe,,['Red Hot Chili Peppers'],1Se0r96r0gnqg67kJPmESc,0.343,0.983,0.0,-2.359,0.0,0.212,0.00107,0.296,0.0708,0.186,124.536,269360.0,4.0
179,,Rap Phenomenon (feat. Redman & Methodman) - 2005 Remaster,,"['The Notorious B.I.G.', 'Redman', 'Method Man']",4m9Iudipxb9gpGNLG2LoQs,0.557,0.851,1.0,-5.852,1.0,0.419,0.0728,0.0,0.437,0.86,172.678,242093.0,4.0
180,,Ángel de la Mañana,,['Los Caminantes'],7rcVxm6J2GC1Wg3ucPpFyH,0.687,0.458,3.0,-13.293,1.0,0.0348,0.24,0.0,0.11,0.913,94.707,165960.0,4.0
181,,Xxplosive - Album Version (Edited),,"['Dr. Dre', 'Hittman', 'Six-Two', 'Nate Dogg', 'Kurupt']",2ndijl7rjAD2quL0r1Wm2h,0.767,0.867,1.0,-5.663,1.0,0.0624,0.169,0.000877,0.136,0.938,168.891,169973.0,4.0
182,,Incomplete,,['Sisqo'],3w8Mw9GHYepoTWOSdiyosj,0.746,0.443,1.0,-7.693,0.0,0.0771,0.282,0.0,0.14,0.272,119.311,274227.0,4.0
183,,I Could Not Ask for More,,['Edwin McCain'],14J3PO0VnhtcRa31r7Aj1L,0.507,0.71,5.0,-5.02,1.0,0.0291,0.0975,1.08e-05,0.17,0.45,134.647,273573.0,4.0
184,,Big John - Re-Recorded In Stereo,,['Jimmy Dean'],5SfhnQvwSG89JqAzVhKqiX,0.734,0.273,7.0,-15.983,1.0,0.353,0.336,1.67e-06,0.084,0.186,87.533,192533.0,4.0
185,,Dependo Cada Día Más De Ti,,['Grupo Exterminador'],4mYjAVC8iW31MNjJ7OA1PX,0.434,0.325,0.0,-9.906,1.0,0.0387,0.676,0.0,0.149,0.413,147.99,207427.0,4.0
186,,Here We Go... Around the Track,,['The U.S. Army Infantry'],5QT9MPgch5zkjgiUv1IsWF,0.833,0.457,0.0,-11.678,1.0,0.438,0.974,0.0,0.561,0.844,80.788,101669.0,4.0
187,,Excess Baggage - LP Hidden Track,,['Staind'],4AHZo8IPJYRvqYJuOgKOe2,0.537,0.0747,10.0,-19.184,0.0,0.029,0.913,0.00555,0.0993,0.211,77.991,278639.0,3.0
188,,Open My Heart,,['Yolanda Adams'],4cNbCWPJjLHP5ijow5LbVg,0.414,0.402,10.0,-8.911,0.0,0.0427,0.7,0.0,0.363,0.171,105.368,340040.0,4.0
189,,Unconventional Ways,,['Jazzyfatnastees'],1CE8bPOMVnuasYdvGMduB4,0.658,0.299,11.0,-9.088,0.0,0.0545,0.539,0.02,0.115,0.383,140.134,310707.0,4.0
190,,Persona Ideal,,"[""Adolescent's Orquesta""]",5H1mAzh396id1TPT0JaItz,0.467,0.715,2.0,-4.916,0.0,0.0324,0.398,0.0,0.114,0.841,97.765,281260.0,4.0
191,,Red and Gold,,"['MF DOOM', 'King Ghidra']",03sEEzFv7vnD54KRwU47Ue,0.716,0.656,6.0,-7.291,0.0,0.167,0.0573,0.0,0.329,0.496,81.101,282680.0,4.0
192,,"Tao, Tao",,['Control'],71J3ktUHU5n0EWAfD7VVFX,0.854,0.848,7.0,-5.93,1.0,0.041,0.234,6.66e-05,0.0294,0.949,103.32,172707.0,4.0
193,,Never Meant,,['American Football'],51R5mPcJjOnfv9lKY1u5sW,0.436,0.819,0.0,-6.71,1.0,0.036,0.0171,0.00882,0.117,0.405,144.26,268333.0,4.0
194,,Smoke Rings In The Dark,,['Gary Allan'],47tVV7s6UzdcyTJBoIW7aX,0.534,0.596,2.0,-7.148,1.0,0.0279,0.277,0.000359,0.148,0.147,114.957,257646.0,4.0
195,,Sin Ti No Sé Vivir,,['Los Ángeles Azules'],2tkeEsJUjKLM1zKeWJ3RqU,0.654,0.331,2.0,-8.954,1.0,0.0395,0.309,0.0,0.12,0.802,83.918,224787.0,4.0
196,,Hello Mademoiselle - Balazko Remix [Bonus Track],,['Stéphane Pompougnac'],1pjKTm5ZXa04edgFxtXTAM,0.78,0.792,11.0,-7.347,1.0,0.0387,0.0256,0.0222,0.142,0.704,127.039,232440.0,4.0
197,,Let's Fall In Love,,['Diana Krall'],4IVyX0UJzGyUk0MLiz1jVJ,0.615,0.177,5.0,-16.925,0.0,0.0465,0.82,0.000186,0.135,0.383,124.558,258960.0,4.0
198,,My Own Worst Enemy,,['Lit'],39sICagGOiysHxoIBRyLLi,0.427,0.952,4.0,-3.383,1.0,0.0565,0.0252,0.0,0.407,0.588,103.523,169405.0,4.0
199,,Jabberjaw Running Under Water,,['Pain'],5Ht9968dW5h9tNnW7PbmLZ,0.352,0.974,0.0,-3.173,1.0,0.0435,0.0202,0.0,0.178,0.73,154.695,115133.0,4.0
