,track,artist,spotify_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
146,Wrong Side of the Tracks,['Stranger'],4YYkIk27vhj5IBG1FCY2XU,0.604,0.672,2.0,-11.064,1.0,0.0314,0.0142,0.0537,0.21,0.365,112.201,263040.0,4.0
147,The Way You Do The Things You Do,['UB40'],6ozp716QFraV8OrewK6ln4,0.865,0.414,5.0,-13.256,0.0,0.168,0.225,0.00159,0.0425,0.937,80.852,182467.0,4.0
148,So Alive,['Love and Rockets'],7pfP8Z9M9KRUtzTLcnjem5,0.698,0.567,10.0,-13.968,1.0,0.0296,0.00548,0.234,0.147,0.919,118.826,257827.0,4.0
149,Until You Come Back to Me (That's What I Am Gonna Do),['Miki Howard'],0N3JIGlhAnRN5XvHcekcU2,0.601,0.893,7.0,-7.784,1.0,0.0381,0.00839,4.09e-05,0.244,0.815,95.837,247733.0,4.0
150,Hey Love,['King Sun'],06a5dVMhdWH9i49obxSjtY,0.658,0.486,1.0,-15.836,1.0,0.195,0.117,3.93e-05,0.0637,0.817,173.697,366107.0,4.0
151,He Walked on Water,['Randy Travis'],2HXI4dO1IkdxzME613wgR0,0.606,0.339,2.0,-9.475,1.0,0.026,0.373,9.27e-06,0.157,0.446,90.306,205240.0,4.0
152,Union Federal - Live Version - Bonus Track,['Phish'],6eejZDTHCw7bBb1ZT8UI0P,0.329,0.299,3.0,-16.217,1.0,0.0311,0.647,0.229,0.223,0.299,135.342,1529267.0,4.0
153,The Heart Of The Matter,['Don Henley'],7jZ4UZAmg006Qx3rVuF7JI,0.579,0.529,2.0,-11.548,1.0,0.025,0.201,0.0,0.231,0.38,88.156,322600.0,4.0
154,Looking Down The Barrel Of A Gun,['Beastie Boys'],7mPfubAjo4PVuRqO84bHZb,0.736,0.905,5.0,-8.789,0.0,0.059,0.162,0.000252,0.12,0.683,138.029,208453.0,4.0
155,Have I Told You Lately,['Van Morrison'],1VsGYaCBFjCVudtX9IGqDg,0.329,0.477,4.0,-10.266,1.0,0.034,0.276,0.0139,0.136,0.182,143.532,260387.0,4.0
156,Una Rosa Y Una Espina,['Bronco'],3Oon6ombWyt1mWStr07EtB,0.7,0.647,2.0,-7.015,1.0,0.04,0.186,0.0,0.115,0.851,93.031,196173.0,3.0
157,Stone's Throw From Hurtin',['Elton John'],1MFXJPUz79xxyaxvvg6Q6U,0.779,0.534,5.0,-11.883,0.0,0.0455,0.0499,0.00268,0.0616,0.668,139.165,284240.0,4.0
158,Plainsong - 2010 Remaster,['The Cure'],76rfUs6iZBa3OCf8tCBn27,0.361,0.428,0.0,-9.282,1.0,0.0306,0.00451,0.66,0.0879,0.125,86.884,317347.0,4.0
159,Zombie Eaters,['Faith No More'],1dwg5WIMZLUT9tkc1FsNYX,0.239,0.767,4.0,-12.508,0.0,0.109,0.00228,0.0449,0.141,0.164,141.886,360107.0,4.0
160,The Battle Of New Orleans,['Johnny Horton'],66eFGhs8LXeBgrXk0YgRJK,0.704,0.743,9.0,-12.069,1.0,0.129,0.805,0.0,0.205,0.92,177.362,151507.0,4.0
161,Amor Total,['Bronco'],21u5KygICmm2fzgy92dW8e,0.753,0.868,4.0,-5.809,1.0,0.0292,0.224,3.35e-05,0.0837,0.961,119.332,170960.0,4.0
162,I Want to Conquer the World,['Bad Religion'],0BlNkCzdgYi9eJXwnYUho9,0.331,0.99,9.0,-3.27,1.0,0.146,0.0037,0.0,0.118,0.527,155.687,137840.0,4.0
163,School,['Nirvana'],0EY1Z9UmZnYZyM7zHs6C0j,0.21,0.943,4.0,-7.656,1.0,0.0785,1.15e-05,0.493,0.0739,0.13,164.844,162116.0,4.0
164,If This World Were Mine (with Luther Vandross),"['Luther Vandross', 'Cheryl Lynn']",4fTPWK0B2Mg5Gulq8rarbb,0.398,0.253,9.0,-16.1,1.0,0.0405,0.553,0.0,0.0765,0.326,120.851,323960.0,4.0
165,Major Tom - Coming Home,['Peter Schilling'],709ffFK4o4MtG1NKoLvOma,0.787,0.42,4.0,-14.32,0.0,0.0645,0.153,0.164,0.169,0.838,161.247,301373.0,4.0
166,X-Ray Eyes,"['Cacophony', 'Jason Becker', 'Marty Friedman']",77JwTVfveQ9mXOW5xb7yKk,0.263,0.921,9.0,-12.291,1.0,0.0921,0.00964,1.09e-05,0.35,0.146,135.573,310173.0,4.0
167,Fix It Jesus,['The Canton Spirituals'],5G6ONjfZ7olQDM7mu8r9lY,0.337,0.885,2.0,-7.711,1.0,0.0806,0.0402,0.0,0.155,0.709,167.547,272107.0,4.0
168,Blood And Fire,['Indigo Girls'],6VBrq3PpstmPTNhQVQ7TKo,0.479,0.246,4.0,-10.412,1.0,0.0337,0.733,0.0,0.124,0.206,106.114,276800.0,4.0
169,Nobody Weird Like Me - Remastered,['Red Hot Chili Peppers'],0tp9eoX9x9RZ2STDVarBBs,0.167,0.975,2.0,-4.279,1.0,0.216,0.000169,0.0161,0.172,0.0918,199.06,229960.0,4.0
170,"The Theme from ""A Summer Place""",['Percy Faith & His Orchestra'],6zwvB879PJSpTyFcg2wwnL,0.326,0.326,0.0,-15.144,1.0,0.0297,0.591,0.918,0.494,0.87,186.232,142693.0,3.0
171,No Basta,['Franco De Vita'],3dvw72c1XCh2oznmecISzA,0.674,0.673,10.0,-6.468,1.0,0.0281,0.461,6.75e-06,0.344,0.386,129.393,272360.0,4.0
172,Freight train,['Elizabeth Cotten'],5UlokrsKgBObpODBXwTW0B,0.397,0.203,10.0,-18.596,1.0,0.0292,0.979,0.193,0.106,0.489,103.885,166373.0,4.0
173,My Mind Is Made Up,"['John P. Kee', 'The New Life Community Choir']",0EzHKxNp6REJOTLCmo7y8G,0.466,0.901,11.0,-7.282,1.0,0.0719,0.381,0.0,0.572,0.9,207.859,270973.0,4.0
174,Same Ol' Situation (S.O.S.),['Mötley Crüe'],0FqMZmwe9qJ3nR5FuYpyoY,0.495,0.986,2.0,-3.161,1.0,0.131,0.0319,1.83e-05,0.725,0.245,139.703,252907.0,4.0
175,Military Machine - Bonus Track,['Ratos De Porão'],1OiYhk2cnVMBISEdep2PCy,0.286,0.952,0.0,-7.307,1.0,0.0521,3.49e-06,0.665,0.0466,0.567,107.036,117093.0,4.0
176,La Hechicera,['Bronco'],5awwFZA1rOOggexEf0aosj,0.587,0.573,11.0,-12.327,1.0,0.0998,0.588,2.44e-06,0.337,0.961,176.755,181080.0,4.0
177,All Out of Bubblegume (Film Version [Bonus Track],"['John Carpenter', 'Alan Howarth']",1qMz8RS2LQs4nfXf1JxrGG,0.62,0.133,9.0,-17.406,1.0,0.0491,0.136,0.498,0.208,0.0363,136.813,225693.0,4.0
178,Cutie Pie,['One Way'],3kim6v8wY7HLPaNmw99SxD,0.868,0.541,2.0,-10.051,1.0,0.053,0.105,3.84e-05,0.046,0.96,102.471,328893.0,4.0
179,Head Like A Hole,['Nine Inch Nails'],3ckd4YA4LcD3j50rfIVwUe,0.666,0.798,9.0,-11.26,1.0,0.0477,0.00848,0.00186,0.585,0.442,115.382,299680.0,4.0
180,It's Funky Enough - Remastered Single,['The D.O.C.'],63LiOsvf1w1DSbmjbxjh4b,0.83,0.797,7.0,-6.627,1.0,0.152,0.00257,0.0,0.272,0.886,90.229,269973.0,4.0
181,Pop a Top,['Alan Jackson'],3KIUKvwteP1HFA5UcvvL11,0.699,0.477,2.0,-9.339,1.0,0.031,0.291,0.0,0.164,0.83,118.382,185427.0,4.0
182,Por Tu Maldito Amor,['Vicente Fernández'],3KZI2xeiIRJd8fm84ClxH5,0.53,0.292,9.0,-7.452,1.0,0.0342,0.772,0.0,0.31,0.393,82.586,236480.0,4.0
183,Don't Fight the Feelin',['Too $hort'],4On54MTAw5sr9IYFxrSJUu,0.957,0.251,6.0,-19.627,0.0,0.378,0.0087,0.0,0.0711,0.68,102.03,498267.0,4.0
184,Give A Little Love,['Aswad'],5qp8KN0xJdhGW0wvYlmR3a,0.638,0.591,6.0,-12.916,0.0,0.0319,0.0609,1.58e-05,0.202,0.86,79.088,253267.0,4.0
185,Love Shack - Edit; 2019 Remaster,"[""The B-52's""]",0LzeivEHO16a8eBQGlpVkE,0.704,0.828,5.0,-7.304,0.0,0.0514,0.11,0.0,0.747,0.866,133.496,262587.0,4.0
186,Nắng Xuân Xưa,['Lệ Thu'],43AekuXArZxNIiidJWVtqv,0.368,0.423,4.0,-8.51,0.0,0.0278,0.759,0.0,0.49,0.205,82.239,289947.0,4.0
187,The Different Story (World of Lust and Crime) - Single Version,['Peter Schilling'],1jP0CImX4WDx8jGfzrMTkV,0.629,0.731,4.0,-10.427,0.0,0.0279,0.153,0.00747,0.325,0.869,119.439,232773.0,4.0
188,Runnin' Down A Dream,['Tom Petty'],4AiMaeCXwsldpwvA5wu5gM,0.451,0.89,9.0,-12.737,1.0,0.0435,0.00045,0.167,0.495,0.412,169.934,292000.0,4.0
189,House of Pain,['Faster Pussycat'],46Qy1xAr2K7rylRYwdQ6Gw,0.519,0.61,0.0,-10.256,1.0,0.036,0.0766,6.49e-05,0.248,0.232,121.324,346627.0,4.0
190,I Could Write a Book,"['Harry Connick, Jr.']",2zSnnXvex1yMcPUn4mg27H,0.453,0.228,0.0,-13.907,1.0,0.0444,0.736,1.32e-06,0.193,0.471,127.497,147067.0,4.0
191,Radar Love,['White Lion'],0MOi5oWv5Y0Ea9p7BdXepF,0.232,0.775,4.0,-10.923,1.0,0.0565,0.00028,0.0225,0.0775,0.59,206.07,359960.0,4.0
192,Durban Deep,['Elton John'],7GORqNEGeCbavXUDaD90nT,0.536,0.564,9.0,-11.506,0.0,0.0333,0.0035,2.05e-05,0.296,0.62,139.219,328667.0,4.0
193,Pure,['The Lightning Seeds'],3EXsjL6fY2v6RiWvHw3zLA,0.617,0.895,4.0,-3.88,1.0,0.0293,0.0748,0.0428,0.0736,0.899,123.513,224672.0,4.0
194,Un Golpe Más,['Bronco'],2nH0c41fDJ93zov0tULRdZ,0.657,0.538,10.0,-12.941,1.0,0.0405,0.156,2.76e-05,0.0786,0.902,91.962,154307.0,4.0
195,De Mi Enamórate,['Daniela Romo'],5UXgeLTzAyhgfRJubZRemE,0.533,0.398,5.0,-13.241,1.0,0.0278,0.539,0.0,0.543,0.242,86.748,210333.0,4.0
196,Kay Tagal,['Rachel Alejandro'],1LbB04WqSEVNKGpBJJ7UjR,0.571,0.356,0.0,-12.555,1.0,0.0275,0.83,0.00764,0.0726,0.309,144.14,212820.0,4.0
197,Corazón Bandido,['Bronco'],3HnAJUMz4SQZegwDLB8JcC,0.671,0.694,7.0,-6.884,1.0,0.0826,0.504,0.0,0.079,0.957,166.604,208827.0,4.0
198,Play With Me,['Extreme'],6hpPAOftKbe1YghyTtJuCq,0.495,0.868,6.0,-8.89,1.0,0.0548,0.00586,0.00139,0.111,0.273,101.346,211440.0,4.0
199,A View to a Kill,['Duran Duran'],6I4snLrVOrJsLdd43isc27,0.706,0.814,1.0,-5.405,1.0,0.0569,0.0159,0.0,0.262,0.778,125.472,217693.0,4.0
