,track,artist,spotify_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
149,Una Aventura,['Banda La Costeña'],3EpoG9wonOCsp9ImNkz8cw,0.677,0.46,10.0,-4.814,1.0,0.0344,0.53,9.55e-06,0.114,0.973,122.887,215169.0,4.0
150,Fightin Side Of Me,['Merle Haggard'],3gP4z9Muyf51JdDyN91upf,0.75,0.451,4.0,-13.355,1.0,0.048,0.512,0.0,0.272,0.743,95.483,174667.0,4.0
151,Back To Life (However Do You Want Me),"['Soul II Soul', 'Caron Wheeler']",7ELuWpsuVCRBnOR9ZAZKDp,0.819,0.611,7.0,-7.428,1.0,0.129,0.0673,7.7e-05,0.0477,0.653,101.001,232133.0,4.0
152,The Rhythm of the Night,['Corona'],5IPJsGFKtxKDPCkT8lhEjN,0.688,0.782,5.0,-12.291,0.0,0.034,0.000235,0.666,0.0955,0.77,127.822,264307.0,4.0
153,Every Little Thing I Do,['Soul For Real'],5u3rsmRYRSKJpFHXPT4p07,0.713,0.378,7.0,-9.04,0.0,0.0298,0.00561,0.00186,0.0845,0.291,99.055,260067.0,4.0
154,You Learn - 2015 Remaster,['Alanis Morissette'],4l7YIni9bAiGwWMqK5wvgV,0.401,0.706,8.0,-7.554,1.0,0.0404,0.00415,0.0,0.0916,0.458,168.669,239640.0,4.0
155,J'irai où tu iras (with Jean-Jacques Goldman),"['Céline Dion', 'Jean-Jacques Goldman']",17LZKLjQxH2w67xMa8mWML,0.604,0.963,7.0,-5.572,1.0,0.0906,0.273,6.62e-06,0.374,0.695,174.718,205800.0,4.0
156,I Got 5 On It,"['Luniz', 'Michael Marshall']",4IYKjN1DrYzxKXt0umJqsG,0.6,0.706,10.0,-7.899,0.0,0.361,0.209,0.0,0.125,0.58,173.926,253533.0,4.0
157,All Mixed Up,['311'],18ZOH3KKu5Elt5ysocFyX4,0.76,0.702,10.0,-9.404,0.0,0.0716,0.0104,0.0,0.38,0.659,92.324,179600.0,4.0
158,Por Amarte,['Enrique Iglesias'],3nTP1d8K9jHFHiozzXGVDF,0.637,0.505,9.0,-8.621,1.0,0.0295,0.183,0.000285,0.114,0.222,127.933,244027.0,4.0
159,Abbaon Fat Tracks,['Tricky'],5ijeqMSqpRP8kZuW5XCq34,0.665,0.49,8.0,-14.805,1.0,0.123,0.112,0.0724,0.138,0.536,142.226,266507.0,4.0
160,Piece XX,['Fereydoun Shahbaziyan'],79sP5GM2sKMUXsq2KwzYsc,0.246,0.149,3.0,-18.445,1.0,0.0411,0.987,0.849,0.119,0.135,77.6,191869.0,3.0
161,Mississippi Mud,['Bix Beiderbecke'],2vdcrz1QKD6I3GCCkcBrtn,0.749,0.267,3.0,-11.207,1.0,0.0939,0.974,0.0092,0.063,0.797,82.057,190533.0,4.0
162,Love And Marriage,['Frank Sinatra'],4eM4EWXOkOEq19kMFRYDxD,0.713,0.197,10.0,-11.935,1.0,0.0327,0.765,0.0,0.152,0.627,111.548,158760.0,4.0
163,I Could Fall In Love,['Selena'],3ACQkIMv6nGYHRpPGyS4BK,0.54,0.641,1.0,-10.124,0.0,0.032,0.131,0.00556,0.0715,0.498,157.981,281560.0,4.0
164,Get Money,['Junior M.A.F.I.A.'],53oWwSxPuyH2cjYKXH8fgO,0.736,0.828,11.0,-5.835,0.0,0.284,0.477,0.0,0.251,0.899,91.224,274938.0,4.0
165,Common People,['Pulp'],2fXKyAyPrEa24c6PJyqznF,0.314,0.797,0.0,-9.026,1.0,0.038,0.0057,5.59e-05,0.0718,0.569,145.393,351627.0,4.0
166,Clave Privada,['Banda El Recodo'],4m5hcZXjgM3iL1tWNCWaer,0.541,0.3,8.0,-11.051,1.0,0.0734,0.554,0.0,0.0508,0.968,195.094,178013.0,3.0
167,Love And Mercy,['Brian Wilson'],0S3izfZXcQAO6uoVN9mQvn,0.517,0.336,9.0,-10.968,1.0,0.0296,0.673,0.00118,0.0811,0.318,102.46,193600.0,4.0
168,Heartaches By The Number,['Guy Mitchell'],0mmveflIg5uKskiCOdRV3e,0.584,0.589,5.0,-11.203,1.0,0.0718,0.463,1.53e-05,0.069,0.842,172.484,154296.0,4.0
169,And Fools Shine On,['Brother Cane'],1krCklZhY9iG5wkcPrpZd2,0.77,0.55,10.0,-7.13,1.0,0.0476,0.25,0.000113,0.254,0.694,114.218,282000.0,4.0
170,Up All Night,['Slaughter'],1AsRjeavWPH8sCQbjMP8Xh,0.516,0.733,7.0,-11.341,0.0,0.0326,0.000373,0.00716,0.258,0.552,98.005,226027.0,4.0
171,Three Blind Mice,['Bix Beiderbecke'],4dqzmIfXdivncLehz0TujF,0.584,0.283,3.0,-14.703,1.0,0.0615,0.987,0.89,0.252,0.864,204.553,182707.0,4.0
172,I Put A Spell On You,['Marilyn Manson'],0F5qpNAXWKyvyrHbpn168z,0.63,0.797,11.0,-5.864,0.0,0.0816,0.00209,0.449,0.244,0.366,98.276,216760.0,3.0
173,Feel Me Flow,['Naughty By Nature'],6Kp8tQd95YPSrSUTkll2Of,0.805,0.754,8.0,-6.679,0.0,0.156,0.0468,1.79e-06,0.0855,0.844,90.214,212560.0,4.0
174,Tabloid Junkie,['Michael Jackson'],7n6DnNdKKhjyDa1GlGgLeQ,0.814,0.877,1.0,-7.134,0.0,0.153,0.0866,7.62e-05,0.277,0.579,111.179,272707.0,4.0
175,Only Happy When It Rains,['Garbage'],1IsGA5ceSC4a5nxgAEYnQd,0.511,0.827,1.0,-4.55,0.0,0.0323,3.77e-05,0.00103,0.208,0.486,121.459,236533.0,4.0
176,East Bound and Down,['Jerry Reed'],4ubYnxmt3qW3wZdqMZbqOh,0.518,0.913,7.0,-10.616,1.0,0.0559,0.369,0.0,0.289,0.774,121.65,166733.0,4.0
177,Keep Their Heads Ringin',['Dr. Dre'],7jIujRjK5JKNrMCcAvYUTN,0.672,0.777,9.0,-4.238,0.0,0.0956,0.0379,0.00141,0.159,0.238,90.575,305573.0,4.0
178,Symbolic Acts - 4-track Demo,['Death'],08ZfQXBjDxvUxpXjhXNfRE,0.301,0.99,10.0,-7.267,1.0,0.325,4.38e-05,0.0186,0.14,0.0692,108.215,355867.0,3.0
179,El Jefe X,['Los Tucanes De Tijuana'],3Hz5spi5hUGARyqggjkz2L,0.716,0.443,4.0,-10.472,1.0,0.0574,0.413,0.0,0.0708,0.968,203.61,141872.0,3.0
180,Mis Tres Animales,['Los Tucanes De Tijuana'],50urwe1JN84PxSKsJ8yY2p,0.877,0.688,9.0,-6.02,1.0,0.0432,0.296,0.0,0.38,0.969,105.983,163192.0,4.0
181,Overflow (Bonus Track),['Cellblock X'],13cbZyhAMTpps3A5gWaPHK,0.581,0.673,6.0,-9.375,1.0,0.0385,0.00412,0.774,0.179,0.0484,97.441,264360.0,4.0
182,Check Yes Or No,['George Strait'],6iy4PoAuZBMvtrlDX4VxC7,0.708,0.524,5.0,-12.644,1.0,0.0352,0.0551,3.21e-06,0.0371,0.69,111.482,200667.0,4.0
183,I Wish,['Skee-Lo'],3LklW07tvdx2AHsgfi1Mng,0.669,0.809,7.0,-7.146,1.0,0.147,0.00137,0.0,0.38,0.572,97.885,249293.0,4.0
184,Fake Plastic Trees,['Radiohead'],73CKjW3vsUXRpy3NnX4H7F,0.463,0.229,2.0,-12.592,1.0,0.0297,0.167,0.0997,0.202,0.135,73.543,290707.0,4.0
185,Cotton Eye Joe,['Rednex'],0Jg602cHeMCnPez9baacIe,0.738,0.937,9.0,-7.788,0.0,0.0668,0.0124,0.00206,0.0338,0.614,131.994,193827.0,4.0
186,Show Me Love - Radio Version,['Robyn'],6SluaPiV04KOaRTOIScoff,0.546,0.643,6.0,-4.069,0.0,0.0437,0.0745,0.0,0.213,0.704,181.838,229227.0,4.0
187,Lady,"[""D'Angelo""]",7AjfklMN4WpQYz5FkT4E66,0.815,0.364,8.0,-11.834,0.0,0.089,0.14,0.0255,0.121,0.723,84.898,346267.0,4.0
188,Can It Be All So Simple (Remix) (feat. Ghostface Killah),"['Raekwon', 'Ghostface Killah']",3CV7o0XDHvzOLJb8mw5RHY,0.745,0.563,11.0,-6.578,1.0,0.379,0.152,5.43e-05,0.132,0.431,91.619,338160.0,4.0
189,Il Cuore E' Uno Zingaro (El Corazon Es Un Gitano),['Nicola Di Bari'],5DRD6ORAoilGd5bTuzOG8D,0.554,0.463,2.0,-11.319,1.0,0.0266,0.761,0.000819,0.187,0.666,104.545,192533.0,4.0
190,You Were Meant For Me,['Jewel'],7y7aSSTiQfO0Ace4F7yxzE,0.582,0.33,6.0,-7.928,1.0,0.0347,0.791,1.48e-06,0.105,0.407,111.873,254480.0,4.0
191,"Dusted 'N' Disgusted (feat. 2Pac, Mac Mall & Spice 1)","['E-40', '2Pac', 'Mac Mall', 'Spice 1']",4iL2i3kck6tRcbSGuXJOe7,0.849,0.705,8.0,-4.671,1.0,0.231,0.0954,0.0,0.335,0.673,92.706,269733.0,4.0
192,"No More ""I Love You's""",['Annie Lennox'],2Pn5gvVioma5LHPxgEBBmD,0.372,0.57,3.0,-7.305,1.0,0.0305,0.517,2.57e-06,0.141,0.234,179.907,291333.0,4.0
193,"Guillotine (Swordz) (feat. Ghostface Killah, Inspectah Deck & GZA (Genius))","['Raekwon', 'Ghostface Killah', 'Inspectah Deck', 'GZA (Genius)']",6eAIynPK19mHRypXB26o6X,0.873,0.728,5.0,-7.543,1.0,0.313,0.266,0.0,0.208,0.809,100.059,262973.0,4.0
194,"Piano Concerto No. 21 in C Major, K. 467: II. Andante","['Wolfgang Amadeus Mozart', 'Géza Anda', 'Camerata Academica des Mozarteums Salzburg']",1hqhfsPSftPIaXjtcGYF1N,0.159,0.0291,5.0,-27.574,1.0,0.0343,0.978,0.937,0.0971,0.0966,174.922,435000.0,3.0
195,Pimple Zoo,['Guided By Voices'],670yKlwGrBmsbAUjJEmQzD,0.135,0.989,11.0,-7.731,1.0,0.179,0.223,0.00395,0.333,0.195,173.919,42800.0,4.0
196,Down Low (Nobody Has to Know) (feat. Ronald Isley & Ernie Isley),"['R. Kelly', 'Ronald Isley', 'Ernie Isley']",6zA2SEJJoiNByVMlQ4vgtH,0.603,0.417,10.0,-9.408,0.0,0.0273,0.282,0.000183,0.0651,0.172,107.72,288507.0,4.0
197,1979 - Remastered 2012,['The Smashing Pumpkins'],5QLHGv0DfpeXLNFo7SFEy1,0.767,0.787,3.0,-9.897,1.0,0.0331,0.0163,0.583,0.0513,0.964,126.879,266200.0,4.0
198,Sold (The Grundy County Auction Incident),['John Michael Montgomery'],0NLBwQBYJhEM9t3KAMPFVR,0.771,0.848,2.0,-7.365,1.0,0.035,0.108,0.0,0.35,0.803,115.642,152187.0,4.0
199,The Promise,['Tracy Chapman'],2HO2bnoMrpnZUbUqiilLHi,0.496,0.0975,1.0,-17.234,1.0,0.0318,0.703,0.000714,0.0951,0.36,141.397,327867.0,4.0
