,track,artist,spotify_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
146,"Nocturne No.1 In B Flat Minor, Op.9 No.1","['Frédéric Chopin', 'Maurizio Pollini']",2d6ml9Qkx8r4EjuUyrdpRV,0.261,0.0149,1.0,-27.528,1.0,0.0419,0.992,0.897,0.102,0.0382,75.296,286987.0,4.0
147,Better Than Me,['Hinder'],10fddGyyeUquZZ2uPTjD7P,0.449,0.682,2.0,-5.295,0.0,0.029,0.205,0.0,0.175,0.254,139.924,223533.0,4.0
148,Carnival of the Animals: XIV. Finale,"['Camille Saint-Saëns', 'Barry Wordsworth', 'London Symphony Orchestra']",34o2Cs7e6bhDyLIDo9NHKc,0.438,0.259,0.0,-15.63,1.0,0.0369,0.938,0.608,0.0721,0.558,93.878,127507.0,4.0
149,Let Me Hold You (feat. Omarion),"['Bow Wow', 'Omarion']",1oNToERLIN71YCPLbRIQGQ,0.815,0.662,6.0,-8.244,1.0,0.199,0.0915,0.000409,0.0898,0.611,151.518,248493.0,4.0
150,Good People,['Jack Johnson'],4eLn7z31zqzEdlKSgesohf,0.72,0.586,11.0,-6.001,1.0,0.035,0.215,2.23e-05,0.0919,0.908,176.137,208507.0,4.0
151,I See Your Face Before Me,['Johnny Hartman'],2vCkgrqIdqbcf8Wyyp4V01,0.395,0.0353,10.0,-23.905,1.0,0.0354,0.921,0.000136,0.106,0.137,106.883,279200.0,1.0
152,Te Extraño - Bachata Version,['Xtreme'],0muI8DpTEpLqqibPm3sKYf,0.792,0.605,6.0,-4.407,0.0,0.0341,0.786,0.0,0.0877,0.9,129.921,212973.0,4.0
153,I Walked with a Zombie,['Wednesday 13'],1sh9C3fQEAQ5NLJjUluPhG,0.329,0.978,0.0,-2.766,1.0,0.0769,0.000914,0.173,0.368,0.665,93.467,223907.0,4.0
154,Love,['Keyshia Cole'],0W4NhJhcqKCqEP2GIpDCDq,0.688,0.519,5.0,-4.285,1.0,0.0283,0.064,0.0,0.1,0.318,116.714,255333.0,4.0
155,Stricken,['Disturbed'],6RJdYpFQwLyNfDc5FbjkgV,0.404,0.969,8.0,-2.938,1.0,0.195,8.51e-05,0.0114,0.268,0.29,173.878,245227.0,4.0
156,Into The Thick Of It!,['The Backyardigans'],4eOymg22XI5PrPr7BkPQiW,0.703,0.0828,7.0,-14.178,1.0,0.139,0.825,1.24e-05,0.13,0.57,125.879,158853.0,4.0
157,Casimir Pulaski Day,['Sufjan Stevens'],53TIOhzNpRpl8xKdscSQSv,0.685,0.172,8.0,-14.979,1.0,0.0412,0.909,0.00154,0.286,0.563,133.902,353947.0,4.0
158,"Mrs Darcy - From ""Pride & Prejudice"" Soundtrack","['Dario Marianelli', 'English Chamber Orchestra', 'Benjamin Wallfisch']",6hExOufDzTbiwGosc3kIGW,0.214,0.0733,0.0,-21.302,1.0,0.0408,0.944,0.885,0.0691,0.039,137.764,223653.0,5.0
159,Victor's Piano Solo,['Danny Elfman'],1fvRueeK5f60hkG1VzoXXq,0.41,0.0262,1.0,-26.593,0.0,0.0384,0.983,0.925,0.123,0.237,142.138,78000.0,3.0
160,Carmina Burana: X. Were diu werlt alle min,"['Carl Orff', 'London Symphony Chorus', 'London Symphony Orchestra', 'Richard Hickox']",3VoCcTXJuQ1fv1Ye0W4gXv,0.338,0.25,0.0,-15.792,1.0,0.0444,0.943,0.921,0.311,0.642,143.037,55973.0,4.0
161,Song Book: The Man I Love. Slow and in singing style,"['George Gershwin', 'Frank Braley']",4BlM6AO7TOtqxcY9qMHIuc,0.449,0.00631,5.0,-36.027,0.0,0.041,0.996,0.902,0.112,0.0676,69.325,145200.0,5.0
162,Ruler of Everything,['Tally Hall'],3vFZheR74pxUkzxqhXTZ2X,0.58,0.791,11.0,-7.604,0.0,0.324,0.196,0.00326,0.0793,0.343,83.323,222107.0,4.0
163,Ratha Be Ya N____ (ft. Richie Rich),"['2Pac', 'Richie Rich']",3OjjNHAHzEGbAMOoAusHof,0.733,0.558,11.0,-5.56,0.0,0.278,0.204,0.0,0.695,0.566,84.577,253973.0,4.0
164,Outta Control - Remix,"['50 Cent', 'Mobb Deep']",7BKi4ZcyMBXeAvJ1OPxhdV,0.77,0.587,8.0,-5.99,0.0,0.265,0.0268,0.0,0.0621,0.574,92.009,247973.0,4.0
165,Just Stop,['Disturbed'],3WiXCGEioBloorG63T3dSF,0.593,0.927,1.0,-3.533,1.0,0.0795,2.94e-05,0.132,0.118,0.432,101.906,223453.0,4.0
166,Par De Anillos,['Viento Y Sol'],3hNa7iKRzCK06IawGLlsbz,0.49,0.675,1.0,-5.548,0.0,0.051,0.209,0.0,0.105,0.49,119.731,194427.0,4.0
167,Lovin' You More (That Big Track) - Freemasons Vocal Club Mix,"['Steve Mac', 'Mosquito', 'Steve Smith']",1kdpsGmXm5wpsX9mHKttww,0.682,0.959,2.0,-7.567,1.0,0.0841,0.00224,0.00258,0.108,0.787,127.95,445280.0,4.0
168,Devotion And Desire,['Bayside'],27O9FuS1UIm6ZyLplgLQAH,0.296,0.9,2.0,-4.918,0.0,0.0922,0.000702,0.0,0.339,0.286,184.256,209627.0,4.0
169,Atrévete-Te-Te,['Calle 13'],1q8NdCAQ9QUjpYiqzdd3mv,0.829,0.878,9.0,-5.951,1.0,0.101,0.0959,0.0,0.776,0.883,87.991,239307.0,4.0
170,Lua,['Bright Eyes'],6BqrPvrPOwpYkdLCgSqtVB,0.618,0.155,2.0,-17.031,1.0,0.0799,0.811,3.3e-05,0.077,0.305,105.325,271600.0,3.0
171,Diamonds From Sierra Leone - Remix feat. Jay-Z,"['Kanye West', 'JAY-Z']",290DH5BclWLihECLilse0o,0.601,0.85,7.0,-2.429,1.0,0.31,0.264,0.0,0.308,0.621,96.669,214200.0,4.0
172,Welcome Home,['Coheed and Cambria'],42GP0xKtkolBnmqQRvSllO,0.442,0.951,11.0,-5.27,1.0,0.11,0.00648,1.12e-06,0.0887,0.158,154.004,374973.0,4.0
173,Xuân Này Con Về Mẹ Ở Đâu?,['Quang Le'],4WTxlwgBTqJ5dilU8zhfbj,0.533,0.568,1.0,-6.274,1.0,0.0262,0.279,2.05e-06,0.151,0.364,135.954,288926.0,4.0
174,1970 Somethin' (feat. The Game & Faith Evans),"['The Notorious B.I.G.', 'Faith Evans', 'The Game']",43CKG4Ag1kYOsNUCcHr7nI,0.786,0.635,8.0,-5.307,1.0,0.321,0.094,0.0,0.0771,0.483,97.315,205920.0,4.0
175,Remains of the Day,['Danny Elfman'],6dw3oQI0NhwYxMiNfVRIHA,0.425,0.701,6.0,-7.937,0.0,0.279,0.312,0.0,0.149,0.532,75.167,206933.0,4.0
176,November Has Come,['Gorillaz'],6lrDckuosGpwEHtm1hHBcf,0.702,0.567,7.0,-8.561,1.0,0.239,0.0815,2.75e-05,0.0864,0.667,84.153,165093.0,4.0
177,"Nasty Girl (feat. Diddy, Nelly, Jagged Edge & Avery Storm) - 2005 Remaster","['The Notorious B.I.G.', 'Avery Storm', 'Diddy', 'Jagged Edge', 'Nelly']",4GIsskMpViPkt0uzPJTJSp,0.833,0.628,2.0,-7.041,1.0,0.141,0.0949,1.6e-06,0.282,0.645,106.328,286187.0,4.0
178,The Piano Duet,['Danny Elfman'],2CPnPnfbCMESaNpBQbeA0X,0.475,0.0931,2.0,-20.771,0.0,0.0532,0.99,0.951,0.0899,0.188,134.217,113307.0,4.0
179,"La Abeja Miope - En Vivo - Houston, Tx / 2005",['Brazeros Musical De Durango'],33U5ObLitg5YNCmDOzKZJb,0.847,0.722,0.0,-5.439,1.0,0.038,0.469,0.256,0.0651,0.98,124.193,199773.0,4.0
180,Gethsemane (Bonus Track),['Rise Against'],3MMJ7uWF3uM2NU8KKdRImL,0.314,0.994,8.0,-4.569,1.0,0.234,0.00206,0.0,0.324,0.225,133.358,150533.0,4.0
181,Far Away,['Nickelback'],0ADZ5dmXhlfzjMw6lefoPl,0.518,0.797,6.0,-5.153,1.0,0.0309,0.000681,0.0,0.107,0.293,132.918,238173.0,4.0
182,Slow Down - Bonus Track,['Bobby V.'],5lZHo8VhzQdVjKq3Q1jJaX,0.311,0.625,11.0,-8.724,0.0,0.253,0.512,0.0,0.114,0.367,78.145,247813.0,4.0
183,Do You Remember,['Jack Johnson'],1EZJBB6bvCcrvYRlOyoHuf,0.598,0.289,2.0,-11.405,1.0,0.0334,0.762,8.17e-05,0.262,0.714,92.035,144013.0,4.0
184,Qué Vida la Mía,['Reik'],3T0OdyDjFtltn1nHH4j06U,0.752,0.788,9.0,-4.555,1.0,0.0383,0.0504,0.0,0.199,0.807,98.009,171320.0,4.0
185,You Don't Know Me,['Michael Bublé'],2oqZBBjKNMfl9sdhnvCYgB,0.341,0.359,0.0,-9.471,1.0,0.0356,0.844,6.73e-05,0.103,0.301,185.064,253973.0,3.0
186,Zip A Dee Doo Dah - Pop Version,['Aly & AJ'],4d0JDB59FxSLjLMJDXXrkS,0.628,0.902,8.0,-5.135,1.0,0.0486,0.0134,0.000475,0.316,0.817,127.015,174307.0,4.0
187,Welcome To Jamrock,['Damian Marley'],22AbXxQbMdVqEz7xJjhccG,0.836,0.661,7.0,-6.502,0.0,0.338,0.0208,0.0,0.449,0.753,76.71,213200.0,4.0
188,Me And My Girlfriend,['Makaveli'],4lKCEA3JCKern2HNh5uX9I,0.828,0.892,4.0,-4.567,0.0,0.193,0.115,0.0,0.217,0.712,85.95,308267.0,4.0
189,Get XXX'd (feat. Petey Pablo & Ebony Eyez) - Main,"['J-Kwon', 'Petey Pablo', 'Ebony Eyez']",4Xw0cTwEhPKz3kgHcUlICB,0.528,0.7,0.0,-8.304,0.0,0.433,0.0732,0.0,0.146,0.537,91.012,234453.0,4.0
190,Get Throwed,['Bun B'],1BLz7nBzRElSPfg3ndJkHz,0.704,0.803,7.0,-4.77,1.0,0.351,0.165,0.0,0.54,0.529,124.087,233840.0,4.0
191,Pump It,['Black Eyed Peas'],6btyEL6NwUa97Nex9cZFvo,0.649,0.931,1.0,-3.15,0.0,0.181,0.0093,0.0,0.751,0.744,153.645,213067.0,4.0
192,When I Get Where I'm Going (feat. Dolly Parton),"['Brad Paisley', 'Dolly Parton']",3VLCtStwYsAL4LKZgeUvy3,0.519,0.379,0.0,-9.906,1.0,0.0279,0.619,1.85e-06,0.108,0.208,85.929,247053.0,4.0
193,Snails,['The Format'],0E02kM2GN4pYYwuXJ0A2VT,0.443,0.478,5.0,-7.772,1.0,0.0539,0.362,0.000626,0.109,0.291,184.16,246693.0,4.0
194,Hicktown,['Jason Aldean'],0WYbR2GSfl4ehvmLmcpAqi,0.697,0.877,6.0,-3.885,1.0,0.0348,0.00913,6.93e-06,0.0726,0.768,121.534,306027.0,4.0
195,My Humps,['Black Eyed Peas'],19JdbdEwQI7bCxefMokZO8,0.801,0.682,1.0,-5.919,0.0,0.225,0.111,1.56e-05,0.109,0.586,123.95,326960.0,4.0
196,Banana Pancakes,['Jack Johnson'],451GvHwY99NKV4zdKPRWmv,0.816,0.375,7.0,-8.053,1.0,0.0996,0.607,8.66e-06,0.0933,0.615,114.303,191907.0,4.0
197,The Kill,['Thirty Seconds To Mars'],0lP4HYLmvowOKdsQ7CVkuq,0.179,0.912,4.0,-3.881,0.0,0.0791,0.0014,0.000294,0.582,0.289,182.99,231533.0,3.0
198,Black Woman - 2005 Remastered Version,['Peter Green'],7hGiaWLr5heMUvENd2OCVk,0.607,0.838,9.0,-6.582,0.0,0.0585,0.164,0.0402,0.301,0.494,105.172,238187.0,4.0
199,Here We Go (feat. Kelly Rowland),"['Trina', 'Kelly Rowland']",6b3CWHNAKiJRqmgz6ZcWaB,0.814,0.494,8.0,-7.167,1.0,0.0846,0.624,0.0,0.0888,0.607,128.083,230973.0,4.0
