Unnamed: 0,match,billboard_track,spotify_track,billboard_artist,spotify_artist,spotify_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,weeks
49,1.0,Breakaway,Breakaway,Kelly Clarkson,['Kelly Clarkson'],61Qhe2mHSLhUE04QeK4lkD,0.446,0.701,9.0,-4.179,0.0,0.0295,0.0298,8.89e-06,0.0931,0.394,159.958,237000.0,3.0,46.0
40,1.0,Since U Been Gone,Since U Been Gone,Kelly Clarkson,['Kelly Clarkson'],3xrn9i8zhNZsTtcoWgQEAd,0.662,0.741,0.0,-5.406,1.0,0.0334,0.00165,0.0303,0.114,0.404,131.0,188960.0,4.0,45.0
28,1.0,You And Me,You And Me,Lifehouse,['Lifehouse'],0815caqt2Lytro5EIzMufT,0.459,0.427,7.0,-7.734,1.0,0.0267,0.114,0.0,0.168,0.354,139.902,195493.0,3.0,45.0
42,0.8695652173913043,She Will Be Loved,She Will Be Loved - Radio Mix,Maroon 5,['Maroon 5'],4llK75pXNWZz6KAho2Gp16,0.651,0.663,0.0,-5.569,0.0,0.0281,0.228,0.0,0.0994,0.465,102.0,259453.0,4.0,40.0
49,0.2774936061381074,"1, 2 Step","1, 2 Step (feat. Missy Elliott) - Don Candiani Reggaeton Mix",Ciara Featuring Missy Elliott,"['Ciara', 'Missy Elliott']",3x9LFpV6tzq0qWaBMvY2UT,0.805,0.896,7.0,-2.53,0.0,0.0414,0.0176,0.00293,0.336,0.776,98.738,231773.0,4.0,39.0
49,0.3621323529411764,Goodies,Goodies (feat. Petey Pablo),Ciara Featuring Petey Pablo,"['Ciara', 'Petey Pablo']",3dFwpxh2yH7C7p9BGEKLVB,0.826,0.647,5.0,-6.306,0.0,0.0491,0.0277,1.52e-06,0.298,0.872,102.017,223000.0,4.0,38.0
38,1.0,Scars,Scars,Papa Roach,['Papa Roach'],1UREw2MCfU0xwBzCAjxlUD,0.384,0.921,11.0,-3.334,1.0,0.055,0.0948,0.0,0.168,0.471,89.922,208186.0,4.0,37.0
43,1.0,Mr. Brightside,Mr. Brightside,The Killers,['The Killers'],7oK9VyNzrYvRFo7nQEYkWN,0.356,0.924,1.0,-3.74,1.0,0.0808,0.00101,0.0,0.0953,0.232,148.017,222587.0,4.0,37.0
36,1.0,Beverly Hills,Beverly Hills,Weezer,['Weezer'],1yKu2MhpwzDXXH2tzG6xoa,0.693,0.823,5.0,-3.761,1.0,0.0726,0.0932,0.0,0.328,0.741,87.904,196093.0,4.0,37.0
48,1.0,We Belong Together,We Belong Together,Mariah Carey,['Mariah Carey'],3LmvfNUQtglbTrydsdIqFU,0.837,0.462,0.0,-7.89,1.0,0.0601,0.0339,0.0,0.09,0.762,139.986,201400.0,4.0,37.0
37,1.0,Let Me Love You,Let Me Love You,Mario,['Mario'],3ibKnFDaa3GhpPGlOUj7ff,0.656,0.578,7.0,-8.97,0.0,0.0922,0.235,0.0,0.118,0.556,94.514,256733.0,4.0,35.0
40,1.0,Boulevard Of Broken Dreams,Boulevard of Broken Dreams,Green Day,['Green Day'],5GorCbAP4aL0EJ16frG2hd,0.496,0.682,8.0,-4.095,1.0,0.0294,0.00552,2.94e-05,0.0589,0.474,167.06,262333.0,4.0,35.0
44,0.8050847457627119,Don't Cha,Don't Cha,The Pussycat Dolls Featuring Busta Rhymes,"['The Pussycat Dolls', 'Busta Rhymes']",1gZ7i4qxXkHZb1r6eioaAP,0.877,0.637,1.0,-3.493,0.0,0.101,0.00516,2.5e-06,0.0959,0.569,119.988,272080.0,4.0,34.0
49,1.0,Lonely No More,Lonely No More,Rob Thomas,['Rob Thomas'],4faFAhOflLzhfJECveRwva,0.551,0.896,9.0,-3.152,0.0,0.109,0.033,0.0,0.0899,0.858,171.79,226640.0,4.0,34.0
41,1.0,Behind These Hazel Eyes,Behind These Hazel Eyes,Kelly Clarkson,['Kelly Clarkson'],0AKAxdNkwq9ZxRdW1DN9zW,0.548,0.889,9.0,-4.682,1.0,0.0382,0.00165,0.00109,0.197,0.425,90.048,198973.0,4.0,34.0
48,1.0,Collide,Collide,Howie Day,['Howie Day'],6dwkFmLUz6hx2CZG2EqLol,0.636,0.625,11.0,-7.895,1.0,0.0277,0.222,5.35e-05,0.119,0.342,93.931,249120.0,4.0,32.0
47,0.6627906976744187,Holiday,Holiday / Boulevard of Broken Dreams,Green Day,['Green Day'],0MsrWnxQZxPAcov7c74sSo,0.29,0.827,8.0,-3.451,1.0,0.0362,0.000659,2.55e-06,0.301,0.45,167.086,493400.0,4.0,32.0
