Unnamed: 0,match,billboard_track,spotify_track,billboard_artist,spotify_artist,spotify_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,weeks
49,1.0,Too Close,Too Close,Next,['Next'],5IFCyWplye09HytIP80RCF,0.847,0.402,7.0,-9.952,1.0,0.0641,0.0118,0.0,0.283,0.752,99.693,259440.0,4.0,53.0
46,1.0,This Kiss,This Kiss,Faith Hill,['Faith Hill'],5EYWGM3Ns3iYew8ws0FatB,0.398,0.804,11.0,-5.559,1.0,0.0451,0.175,0.0,0.181,0.709,186.752,194307.0,4.0,48.0
48,0.9222222222222224,I Will Remember You (Live),I Will Remember You,Sarah McLachlan,['Sarah McLachlan'],0HWP0zWAUviRgsXdqCCOSc,0.606,0.353,9.0,-11.484,1.0,0.0315,0.763,0.000578,0.0778,0.179,140.057,291400.0,4.0,40.0
43,0.6063829787234043,Can I Get A...,Can I Get A...,Jay-Z Featuring Amil (Of Major Coinz) & Ja,"['JAY-Z', 'Amil', 'Ja Rule']",4LGMSdeKOUoy5Wf75Je0Hl,0.792,0.694,8.0,-8.496,0.0,0.33,0.0619,2.32e-05,0.25,0.804,177.094,309773.0,4.0,37.0
96,0.9076433121019108,"The Cup Of Life (The Official Song Of The World Cup, France '98)","The Cup of Life (The Official Song of the World Cup, France '98) - Remix - English Radio Edit",Ricky Martin,"['Ricky Martin', 'Pablo Flores']",68CzXNGAMmb3k5MhLu0xVb,0.709,0.911,5.0,-6.945,0.0,0.0433,0.0387,0.000132,0.391,0.661,126.984,279920.0,4.0,34.0
16,0.9857142857142858,Where My Girls At?,Where My Girls At,702,['702'],4VSyH8AkIt3kaR5xIPFVVi,0.705,0.725,4.0,-7.435,1.0,0.0506,0.0352,0.0149,0.194,0.76,92.186,166693.0,4.0,34.0
34,0.9333333333333332,Slide,Slide,Goo Goo Dolls,['The Goo Goo Dolls'],0nnwn7LWHCAu09jfuH1xTA,0.395,0.843,8.0,-4.476,1.0,0.0374,0.00483,0.0,0.0404,0.481,112.423,212067.0,4.0,34.0
47,1.0,Kiss Me,Kiss Me,Sixpence None The Richer,['Sixpence None The Richer'],754kgU5rWscRTfvlsuEwFp,0.526,0.749,3.0,-6.964,1.0,0.0283,0.023,1.76e-06,0.0692,0.421,99.982,208680.0,4.0,33.0
40,1.0,What It's Like,What It's Like,Everlast,['Everlast'],0nbuX7OZkEY5agMkpr98wS,0.678,0.556,0.0,-7.423,1.0,0.0281,0.0904,0.0334,0.0866,0.405,85.158,303133.0,4.0,32.0
49,1.0,Fly Away,Fly Away,Lenny Kravitz,['Lenny Kravitz'],1OxcIUqVmVYxT6427tbhDW,0.587,0.872,7.0,-5.066,1.0,0.0484,0.018,0.0,0.622,0.735,159.925,221333.0,4.0,32.0
45,1.0,...Baby One More Time,...Baby One More Time,Britney Spears,['Britney Spears'],3MjUtNVVq3C8Fn0MP3zhXa,0.759,0.699,0.0,-5.745,0.0,0.0307,0.202,0.000131,0.443,0.907,92.96,211067.0,4.0,31.0
40,1.0,Believe,Believe,Cher,['Cher'],2goLsvvODILDzeeiT4dAoR,0.652,0.917,6.0,-6.72,1.0,0.0548,0.0082,0.0,0.0509,0.459,132.975,239027.0,4.0,31.0
38,1.0,I Want It That Way,I Want It That Way,Backstreet Boys,['Backstreet Boys'],47BBI51FKFwOMlIiX6m8ya,0.689,0.694,6.0,-5.83,0.0,0.027,0.257,0.0,0.148,0.482,99.039,213307.0,4.0,31.0
47,1.0,Every Morning,Every Morning,Sugar Ray,['Sugar Ray'],2ouURa1AIXp3AvkS52Jry5,0.833,0.679,8.0,-4.496,1.0,0.0365,0.0834,0.00258,0.0769,0.975,109.916,219867.0,4.0,31.0
49,1.0,All Star,All Star,Smash Mouth,['Smash Mouth'],3cfOd4CMv2snFaKAnMdnvK,0.731,0.867,11.0,-5.881,1.0,0.032,0.0395,0.0,0.0861,0.776,104.019,200373.0,4.0,30.0
46,1.0,Scar Tissue,Scar Tissue,Red Hot Chili Peppers,['Red Hot Chili Peppers'],1G391cbiT3v3Cywg8T7DM1,0.595,0.717,0.0,-4.803,1.0,0.0295,0.0779,0.00274,0.108,0.547,88.969,215907.0,4.0,29.0
42,1.0,Nobody's Supposed To Be Here,Nobody's Supposed to Be Here,Deborah Cox,['Deborah Cox'],51QxenFmXlJXUN9mpvxlaL,0.662,0.531,8.0,-5.3,1.0,0.0361,0.202,1.16e-05,0.595,0.399,119.957,262333.0,4.0,29.0
36,1.0,Angel Of Mine,Angel of Mine,Monica,['Monica'],1AM1o0mKbgAK5oMpY8B3Z7,0.592,0.562,10.0,-6.869,0.0,0.0239,0.00373,3.23e-05,0.223,0.208,90.16,250173.0,4.0,29.0
49,1.0,Save Tonight,Save Tonight,Eagle-Eye Cherry,['Eagle-Eye Cherry'],1t2Hq2WIBcZINOEnK6mdJG,0.547,0.693,0.0,-8.786,1.0,0.0353,9.24e-05,5.46e-05,0.113,0.583,119.567,239227.0,4.0,28.0
44,0.9230769230769232,Back 2 Good,Back 2 Good,matchbox 20,['Matchbox Twenty'],64XSAtXpCJUmadm3fkpH4z,0.559,0.504,7.0,-9.455,1.0,0.0246,0.106,0.0,0.13,0.479,89.051,340173.0,4.0,28.0
43,0.4843597262952102,Heartbreak Hotel,Heartbreak Hotel (feat. Faith Evans & Kelly Price),Whitney Houston Feat. Faith Evans & Kelly Price,"['Whitney Houston', 'Faith Evans', 'Kelly Price']",4J9u7UsXH7F6sFI32KnYuP,0.724,0.535,3.0,-7.616,0.0,0.0588,0.0477,0.0,0.0314,0.664,133.816,281493.0,4.0,28.0
34,1.0,That Don't Impress Me Much,That Don't Impress Me Much,Shania Twain,['Shania Twain'],4I7DV3MIgxJGlObiy9s6nx,0.743,0.873,10.0,-4.943,0.0,0.0507,0.14,0.0,0.142,0.965,125.005,238707.0,5.0,28.0
30,1.0,Man! I Feel Like A Woman!,Man! I Feel Like A Woman!,Shania Twain,['Shania Twain'],6sxptembJVty4sNtcPMAVz,0.657,0.639,10.0,-7.527,1.0,0.0412,0.581,0.0,0.278,0.674,124.882,234493.0,4.0,28.0
47,1.0,Angel,Angel,Sarah McLachlan,['Sarah McLachlan'],3xZMPZQYETEn4hjor3TR1A,0.532,0.0744,1.0,-16.092,1.0,0.0355,0.949,1.22e-05,0.106,0.125,117.131,270400.0,3.0,28.0
39,0.6666666666666666,1999,1999 - 2019 Remaster,Prince,['Prince'],2QSUyofqpGDCo026OPiTBQ,0.864,0.826,10.0,-5.496,1.0,0.0814,0.23,2.36e-06,0.0663,0.596,118.955,373747.0,4.0,28.0
41,1.0,No Scrubs,No Scrubs,TLC,['TLC'],1KGi9sZVMeszgZOWivFpxs,0.743,0.675,8.0,-4.267,0.0,0.0953,0.0251,0.000717,0.0685,0.59,92.909,214400.0,4.0,27.0
48,0.3846153846153846,Lately,Lately (as made famous by Divine),Divine,['Future R&B Hitmakers'],50oHLrDldymThA6Tuw9531,0.686,0.48,9.0,-9.592,1.0,0.0312,0.206,1.16e-06,0.156,0.494,121.039,269533.0,4.0,27.0
43,1.0,She's So High,She's so High,Tal Bachman,['Tal Bachman'],7mnGQesk1TzQLzQ9bYWZPR,0.537,0.84,9.0,-4.626,1.0,0.0363,0.2,2.15e-06,0.0998,0.211,124.269,224693.0,4.0,27.0
14,1.0,Unpretty,Unpretty,TLC,['TLC'],0BUoLE4o9eVahDHvTqak67,0.648,0.622,7.0,-6.063,1.0,0.0428,0.00152,5.97e-05,0.109,0.51,88.684,278067.0,4.0,26.0
32,1.0,Touch It,Touch It,Monifah,['Monifah'],3upCmUgdchN3u0vkedbC5S,0.863,0.476,8.0,-10.019,0.0,0.0932,0.0307,0.0515,0.0706,0.783,115.459,285827.0,4.0,25.0
44,1.0,Genie In A Bottle,Genie In a Bottle,Christina Aguilera,['Christina Aguilera'],11mwFrKvLXCbcVGNxffGyP,0.633,0.8,1.0,-6.945,1.0,0.166,0.209,0.000123,0.137,0.913,175.716,217573.0,4.0,25.0
43,1.0,Sweet Lady,Sweet Lady,Tyrese,['Tyrese'],1Dx8rIZaXzZPvUQRF2j9hB,0.588,0.522,9.0,-6.254,0.0,0.0383,0.233,0.0,0.24,0.584,66.024,290600.0,4.0,25.0
22,1.0,Someday,Someday,Sugar Ray,['Sugar Ray'],6zeDYmP3ARpURvpK29Q09P,0.745,0.682,1.0,-4.39,0.0,0.0287,0.0105,0.0862,0.21,0.938,110.857,242800.0,4.0,25.0
49,0.6363636363636364,Anywhere,Anywhere,112 Featuring Lil'z,"['112', ""Lil' Zane""]",0Zze3tFRSNwL6KllmYjLgZ,0.592,0.499,5.0,-7.806,1.0,0.277,0.174,0.0,0.122,0.863,125.824,244416.0,4.0,25.0
23,0.6244343891402715,Back That Thang Up,Back That Azz Up,Juvenile Featuring Mannie Fresh & Lil' Wayne,"['JUVENILE', 'Lil Wayne', 'Mannie Fresh']",6o2g1BJvtYQssH84kBYs7y,0.874,0.714,7.0,-6.664,1.0,0.129,0.0155,0.0,0.0968,0.541,95.826,265600.0,4.0,24.0
32,0.9333333333333332,Black Balloon,Black Balloon,Goo Goo Dolls,['The Goo Goo Dolls'],5zmaypMaWb21FUGBxbw8hT,0.339,0.625,1.0,-8.57,1.0,0.028,0.057,0.000102,0.229,0.334,104.68,249533.0,4.0,24.0
45,1.0,I'll Be,I'll Be,Edwin McCain,['Edwin McCain'],5K7AMlpc4796JRWXb26nCV,0.371,0.609,11.0,-5.524,1.0,0.0295,0.386,0.0,0.104,0.426,136.526,266533.0,3.0,24.0
39,1.0,Fortunate,Fortunate,Maxwell,['Maxwell'],2RtvkLz5tmOXlzz918It6E,0.74,0.359,10.0,-8.309,0.0,0.0462,0.0951,0.0,0.129,0.377,126.15,301160.0,4.0,24.0
45,1.0,If You Had My Love,If You Had My Love,Jennifer Lopez,['Jennifer Lopez'],3x4yV0hW5Ve3TKhFkXSqFn,0.68,0.625,11.0,-7.0,0.0,0.0353,0.0645,5.81e-05,0.109,0.814,94.02,266000.0,4.0,24.0
44,0.7307692307692308,The Hardest Thing,The Hardest Thing,98 Degrees,['98º'],7BHPfjnhrmPLcnAL3mx6cT,0.723,0.48,10.0,-7.503,1.0,0.0282,0.154,0.0,0.0672,0.571,87.99,274627.0,4.0,24.0
